# anmx, denit, nitox, dnrn
4.565548467301699075e-03,0.000000000000000000e+00,1.178632743015516793e+00,1.178577361597796358e+00
1.728213102168589532e-01,3.883393468257568398e-02,1.640315210803753310e-01,7.225111577717197031e-02
2.671902818609318483e-02,0.000000000000000000e+00,4.371941678464837389e-01,4.359094314333939457e-01
