# NO3, NO2, Nstar, TA, DIC
-2.660262868392108682e-01,4.154837589022063460e-01,1.027850153436391800e-01,9.401308551908016398e-01,9.999999999999644729e-01
-8.465952407344932984e-02,-3.343830803790584505e-02,-2.773044251351102774e-01,2.742040932669720377e-01,1.000000000000003553e+00
3.631008980454417667e-01,-1.322662440570766540e-01,1.471209720019817091e-02,4.886423666142718503e-01,1.000000000000170530e+00
