# NO3, NO2, Nstar, TA, DIC
2.684498265345755183e-02,3.677595103649823616e-02,3.182024367743412768e-02,5.080639483348199648e-02,1.837258752976593555e-12
7.455213462222463026e-03,4.555390970639182184e-03,8.934531805555579603e-03,1.029932199662103587e-02,9.977246890360949897e-13
4.263677805047868391e-02,3.183080827280338615e-02,2.816989520787765988e-02,5.376664786283696235e-02,2.769578799537602516e-11
