# NO3, NO2, NH4, Nstar, TA, DIC
7.914490005447036935e+01,2.750104265398355892e+03,1.503078269509200625e+14,1.696394550139361712e+01,8.952590106950127691e+00,1.264363187551779077e+01
5.496951139789263152e+01,1.926032669677705780e+04,inf,1.002152373109330767e+02,8.552363330833873789e+00,1.016579195943003278e+01
2.459278291434700492e+01,1.025897027666801478e+03,9.932553363504476147e+04,1.911810806663877571e+01,7.897543396111434078e+00,7.093055005568030147e+00
1.292403242893761472e+01,4.980366101208965688e+02,3.352004120153726637e+07,4.142741226263451892e+01,4.363274722642597858e+00,4.737424977500734435e+00
6.793242765986209797e+00,2.093759350075855764e+03,4.680193554821645193e+03,1.886733819904958764e+01,1.071371925609729203e+01,1.087493846759415206e+01
2.069964670021495579e+01,2.636522515292523750e+01,4.705972357904603268e+04,8.062453652698937958e+02,6.970913779438364877e+00,7.950657316231420246e+00
3.250298115300692814e+01,2.042924875982006370e+02,8.753205419742900631e+03,1.662438913290963853e+02,6.466199701857144433e+00,9.200954744610177372e+00
9.443261794597479497e-01,2.145489484076693998e+01,2.249092184863667171e+03,4.511280430907850914e+00,7.508664546955206909e+00,7.745995446703128451e+00
4.393053138574011030e+01,7.950888805769804435e+01,3.301004543130744423e+04,1.604835970241785148e+01,8.887095919857467052e+00,9.064168888620507403e+00
7.422054100838651891e+01,7.484778932597545520e+01,5.236691729295766709e+04,8.568739665519076709e+01,7.490377101902188528e+00,8.242753764109291836e+00
7.095990751934021290e+00,1.862382767536882611e+01,5.008825090858271142e+04,1.069429840064348092e+01,8.730462555585342344e+00,8.864220924358658493e+00
3.349844868590851732e+00,1.503301282112334150e+02,2.083953898773456240e+04,1.509135201523850789e+01,8.834826059224925032e+00,8.589920981401272471e+00
1.601686988901851905e+01,4.334855604229430810e+02,1.371308426015343321e+04,1.623676875989080060e+01,9.056906071586503515e+00,8.807602086648003592e+00
1.513440945711592711e+00,1.528224900316598905e+04,6.663327804960633600e+17,5.176292254328100917e+00,8.359237715778013111e+00,8.539272979520756479e+00
1.615672299278481938e-01,4.654615114063588977e+08,7.710767049257980800e+16,1.280431242379417611e+01,8.718290437045624230e+00,8.526129592897532916e+00
1.149398029396762979e+02,3.596937502538658742e+21,6.974086543899777532e+07,2.745858387546781643e+01,7.834180260759307401e+00,8.546092200288219587e+00
