# DNRN, Anammox, Denitrificatio, Nitrite Oxidation, CaCO3 Dissolution 
9.006689537342934537e-01,9.255618399740424534e-04,4.724570023308562530e-03,5.849358935427758505e-02,3.518732504814472278e-02
7.087980681277484818e-01,5.287481575864855750e-06,3.651484570470081174e-05,5.079244495144809302e-02,2.403676845935216466e-01
5.088883949660607531e-01,3.822240048485622821e-01,2.825628364769438433e-02,7.208991380150327546e-03,7.342232515753234490e-02
3.657873364510156322e-01,4.562118113546542036e-02,3.170808617293619652e-03,2.051631627018352458e-02,5.649043575260428440e-01
7.285317776786959243e-01,7.963157519976153675e-02,1.324211047255668613e-02,4.113258186542677330e-02,1.374619547835591316e-01
6.107331481608011536e-01,6.343118432155487631e-03,2.073354646287501289e-03,3.767993193486392223e-02,3.431704468258888197e-01
6.861654709089367588e-01,1.332725553284698841e-02,3.272639184083365668e-03,4.273213453899001035e-02,2.545024998351451684e-01
5.740581222829092001e-01,3.910077704960117362e-02,7.505269579377315398e-03,3.122470765414225857e-02,3.481111234339733795e-01
6.248770669919613274e-01,2.267369878284359458e-02,8.271948319795215804e-03,3.704889612334288235e-02,3.071283897820567543e-01
6.071075868061270864e-01,7.606432476831302518e-03,3.247183805545220212e-03,3.796658501497345017e-02,3.440722118965189313e-01
6.761410507130878322e-01,1.256885352464587602e-01,9.607834162865359212e-03,3.471327045893214669e-02,1.538493094186562382e-01
5.924224529590479404e-01,5.849162948413783036e-02,9.335511597205090398e-03,3.361409330978363391e-02,3.061363126498227727e-01
5.960160136451571056e-01,3.232272469055565839e-02,8.587537973111214126e-03,3.545047246012982683e-02,3.276232512310481848e-01
6.068821180316361641e-01,2.343245431575614532e-02,5.705011138126311887e-03,3.699135375947059517e-02,3.269890627550118278e-01
5.906806459544873267e-01,4.110915207210109196e-02,7.940876042751815467e-03,3.468977192171903562e-02,3.255795540089409523e-01
6.167952099756253137e-01,1.359061780362400950e-03,3.034924655025126195e-03,3.969553634640447803e-02,3.391152672425825632e-01
