# anmx, denit, nitox, dnrn
1.051689248900089968e+00,2.111985246957529816e-01,1.192015525147269717e+00,5.881877384065496983e-01
1.114362697854859585e-01,1.092721485001853926e-02,1.237356678455557191e+00,1.224529978031444033e+00
7.741258316532039885e+00,1.059285007188433880e+01,1.363609939890770839e+01,5.979393632193414021e+00
3.171604510094141460e+00,7.988069884209780369e+00,9.682446039994525577e+00,3.499909586446816601e+00
1.211699832637376462e+00,2.287187227919742938e+00,2.335827607685983409e+00,5.503148069434511402e-01
7.708759988117138695e-01,7.948778749016744971e-01,1.317518582396497884e+00,6.492999068268067164e-01
1.670455163171047586e+00,2.069040113382250023e+00,2.905462167201557921e+00,1.118212050326008455e+00
2.666461511029202036e+00,3.136709413155765791e+00,4.314511079611892619e+00,1.574535817793410342e+00
2.094539817987175478e+00,1.980686824747970975e+00,3.001464568619373274e+00,1.126582746213359076e+00
1.207735337708453871e+00,1.073830898677167633e+00,1.957274327295328797e+00,9.622282575538817495e-01
1.308000494682940884e+00,2.454460149680060876e+00,2.390342680458644509e+00,6.629958173068246641e-01
1.026667500684099066e+00,2.052566945612752214e+00,1.889090636260519318e+00,5.527799158133008817e-01
1.603839854323317216e+00,1.829618939410086798e+00,2.387109071554645912e+00,7.065180649840463456e-01
1.236138548572848883e+00,1.687213999223127869e+00,2.129370722219000811e+00,7.206891881583036286e-01
1.116220833932459078e+00,1.665612790895832696e+00,1.835132925799078052e+00,4.985496856497302343e-01
8.906969408625062812e-01,3.091980832947738844e-01,1.087691207792838233e+00,5.348513833087468194e-01
