# anmx, denit, nitox, dnrn
1.037697648283650631e+00,3.550840453657422291e-02,4.951166015207996196e+01,4.941513379510019632e+01
1.011911305242099018e-02,2.496489493969721637e-04,5.249849851625475594e+01,4.749113272174343336e+01
1.080501632289679215e+01,2.658506977288710260e+01,1.045294128647250531e+01,5.215697261774360527e+01
1.887439604771931734e+00,5.467203322221250161e+00,4.196759928429457176e+01,5.067775778871262560e+01
3.614458006770336240e+00,3.749130271835551476e+00,4.306371146359524715e+01,4.957270025779885714e+01
6.862287494527148368e-01,3.644287902557297176e-01,4.823871845330499042e+01,5.071062400698669848e+01
9.667568349145276851e-01,7.804734730366896800e-01,4.803410895596510244e+01,5.021866073608377690e+01
2.679834005812564701e+00,2.453723107629025346e+00,4.312234333203163317e+01,5.174409955452678389e+01
2.640780580374518571e+00,1.243279950652459664e+00,4.588724902652404580e+01,5.022869044244934855e+01
1.067401778875338714e+00,4.362453519365468435e-01,4.834558595837547301e+01,5.015076691081257110e+01
2.871158998308548593e+00,6.333672073171173977e+00,4.009972832697619793e+01,5.069544060154409948e+01
3.137021862594704835e+00,3.303131915728496182e+00,4.366479016755952358e+01,4.989505605411741129e+01
2.838566871130162816e+00,1.799805865454071618e+00,4.563927013570577174e+01,4.972235712771003335e+01
1.864246367491709355e+00,1.306767058054659980e+00,4.691682494945651172e+01,4.991216162499708986e+01
2.669501596395242871e+00,2.326490820905958046e+00,4.516000210425251993e+01,4.984400547844614238e+01
9.750887927343931949e-01,7.464658682854810601e-02,4.930100645165767759e+01,4.964925816877972409e+01
