# DNRN, Denitrification, Anammox, Nitrite Oxidation, CaCO3 Dissolution 
6.275702134381095920e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.634513471607767554e-02,3.460846518458126631e-01
6.213286816490454223e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.619605940973614155e-02,3.524752589412185055e-01
6.246306489700114151e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.646471672588088589e-02,3.489046343041077858e-01
6.298648932843815551e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.652195242958924060e-02,3.436131542860291765e-01
6.201783238033139467e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.615797936384054237e-02,3.536636968328454866e-01
6.286978245989243153e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.644031384265629198e-02,3.448618615584194136e-01
6.199880600497502670e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.621208475300917592e-02,3.537998551972404426e-01
6.202699656722374666e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.620669688556178170e-02,3.535233374422006025e-01
6.199975673294758627e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.620546262410866981e-02,3.537969700464155265e-01
6.239581167369790959e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.624551933469286211e-02,3.497963639283280801e-01
6.211017056112099199e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.624710189112423181e-02,3.526511924976659107e-01
6.271120812039927550e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.636263129065090707e-02,3.465252875053563275e-01
6.326867942531594347e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.661628899746311394e-02,3.406969167493774098e-01
6.384412454025805150e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.681649178903209446e-02,3.347422628083874807e-01
6.293098764929829780e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.650763906567672051e-02,3.441824844413403639e-01
6.279755288671508007e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.650323490691746178e-02,3.455212362259316716e-01
