# DNRN, Anammox, Denitrification, Nitrite Oxidation, CaCO3 Dissolution 
7.369534815571681108e-01,5.486604123969817661e-04,1.024367606875420156e-04,2.520078110368821275e-02,2.371946401660591508e-01
8.161132056826132519e-01,2.048099149379183775e-02,1.588334458461675581e-03,2.643276244734290778e-02,1.353847059177888112e-01
9.251478891435017671e-01,9.093478003720355946e-03,3.697783723599328953e-03,3.051630135467367499e-02,3.154454777450143438e-02
9.545625133671367113e-01,6.167777768739542664e-04,1.540959792683118182e-02,2.934813660238805300e-02,6.297432677323036576e-05
9.398021485265289909e-01,1.487663139538695188e-02,1.260877901353861692e-02,2.899325895943845322e-02,3.719182105109270810e-03
8.791705763242977367e-01,5.575710367854202348e-02,7.118386153439128575e-03,2.792238303413496422e-02,3.003155080958493789e-02
7.926949857216648576e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.139370071877148338e-02,1.759113135595658517e-01
6.248156408696740050e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.632344557418276818e-02,3.488609135561455687e-01
