# NO3, NO2, Nstar, TA, DIC
9.323043120926549632e-03,1.152550433827213838e-02,1.214249021406151388e-02,2.844541925704513474e-02,5.060643572871592610e-02
5.943311543168405819e-04,9.650553950840537465e-03,-9.299235514341336328e-04,1.954565535612073912e-02,5.604219381161057445e-02
-1.503364670237816725e-04,7.369219176599606236e-03,3.611567518221128759e-03,-5.852564965918896633e-02,6.842817015652102874e-02
-3.930513780257363643e-02,-3.052265108708836217e-02,-8.523155805954252262e-03,-1.925300635797609072e-01,8.951546905846019531e-02
-2.764593469523840552e-02,-1.485552701238660595e-02,-1.519676175150458386e-02,-2.493230617185022979e-02,8.320407594593060008e-02
-9.423154043956716297e-03,-3.007516974696103351e-03,-1.355799599681978274e-02,1.449440253865511008e-02,7.008153837510677775e-02
1.284433100243763670e-01,1.050884240112394258e-01,9.680506840029291099e-03,2.837478698703821411e-02,6.278740143752403746e-02
1.706917363835944723e-01,1.475640846598093858e-01,1.377748451429203214e-01,4.175844017037411149e-02,5.264689114834897321e-02
