# NO3, NO2, NH4, Nstar, TA, DIC
7.204520515949701387e-02,6.617147097900090424e-02,-4.956236745589857884e-02,1.458333278272203049e-02,-2.099926911882046832e-02,7.959829786072791791e-02
2.640922964060751221e-01,2.352197765531091611e-01,-7.227197503737345374e-02,3.141022074998784941e-01,2.905341288907692388e-02,6.445733738073256003e-02
-7.151448150847837804e-01,-4.374369148348791758e-02,1.753587895638237804e-01,-6.083699511813439598e-01,3.996562211000502796e-01,6.090948342074919974e-02
-2.152465858809582411e-02,-1.690771532722366854e-02,-1.174676697588793693e-02,4.200128926929694306e-02,3.911629959080031860e-02,2.565724791383572345e-02
2.592202184644809559e-02,4.147934964362174487e-02,4.204263837315447977e-02,-7.550069437507739289e-02,3.886501780013773555e-02,6.611181548876998715e-02
-1.881799890846642953e-02,-1.229085982449131670e-02,-4.387671928455214032e-02,4.566696540646568436e-02,3.107649151591085346e-02,4.638940805063418438e-02
-3.148004345699276230e-02,-2.896159115804791684e-02,-3.970903829075827368e-02,2.189494177830300925e-01,9.403821681361335116e-03,5.459058052114607040e-02
8.502799603759769731e-03,2.608529616448021504e-02,6.821194146356849425e-03,1.260768586505717215e-02,3.795647462813345197e-02,4.432796361038349175e-02
4.796099807835141338e-02,5.659609264958107011e-02,1.093295266064947882e-02,-2.964068369180661300e-02,4.422385802059547455e-02,5.603811054391327762e-02
2.485374438374366585e-02,2.704761046548659342e-02,-3.339063405604215939e-02,3.475239098371228630e-02,3.357316469164317585e-02,4.928730481083465342e-02
-9.120831926669903389e-03,1.056420733652495281e-02,7.082362250299301283e-03,-2.941234016228122528e-02,3.147278318433222033e-02,4.513739863069232694e-02
1.548984483310739124e-02,2.416477834107382677e-02,1.975323570083973440e-02,-3.984232559342154589e-02,4.663081591889739475e-02,5.065651274000959603e-02
2.169910933738228298e-02,2.842610487269652680e-02,1.615024067551026898e-02,-3.428085855804385851e-02,4.913327126308419945e-02,5.452202132042871519e-02
2.145536087566943251e-03,6.501879271451959340e-03,-1.250020717124961100e-02,-5.429505775695814274e-03,4.009080511740203967e-02,5.130450146760590080e-02
4.403856055734983732e-03,1.287613074817385225e-02,9.682843834127062566e-03,-2.575485029913565649e-02,4.619291529051805512e-02,5.144241409290484235e-02
2.901816420411238578e-02,2.768179363831824169e-02,-3.491002585596776620e-02,1.389508884922638354e-02,3.720750504206993270e-02,5.249354163913011462e-02
