# anmx, denit, ox, red, nitox, dnrn, caco3 diss, other DIC
7.921145885382748553e+00,7.921145885382726348e+00,3.631605260383910405e+00,3.631605260383928169e+00,1.369305313367804811e+00,1.369305313367804811e+00,4.743308910919584953e+00,4.743308910919608934e+00
1.580715637903166915e+01,1.580715637903166915e+01,3.497326921926868226e-01,3.497326921926922627e-01,2.039527281590002961e+00,2.039527281590008734e+00,7.071018165437027214e+00,7.071018165437031655e+00
2.380922704803419521e+01,2.380922704803419521e+01,1.742934565248682333e+01,1.742934565248682688e+01,1.183202966949527024e+01,1.183202966949531465e+01,1.391635132790676899e+01,1.391635132790683826e+01
3.995611763769488078e+01,3.995611763769482394e+01,3.094268179361939630e+01,3.094268179361939985e+01,1.603471776021972062e+01,1.603471776021968864e+01,1.412415641169899061e+01,1.412415641169899061e+01
1.933332296874628042e+01,1.933332296874628042e+01,1.046283874116364387e+01,1.046283874116364387e+01,4.135887025125678740e+00,4.135887025125679628e+00,1.066414069874193693e+01,1.066414069874188897e+01
3.458859303142187969e+01,3.458859303142189390e+01,4.331948301373760302e+00,4.331948301373771848e+00,1.733605453047328604e+00,1.733605453047327716e+00,7.080980078141442924e+00,7.080980078141438483e+00
3.489505255218297464e+01,3.489505255218296753e+01,1.115699378232559980e+01,1.115699378232560512e+01,4.027058398629002944e+00,4.027058398629001168e+00,1.900592960519172436e+01,1.900592960519166752e+01
3.279701380494286411e+01,3.279701380494285701e+01,2.041268473995415889e+01,2.041268473995415178e+01,8.182536556501750269e+00,8.182536556501737834e+00,1.206525109268153173e+01,1.206525109268153351e+01
2.863702417638185338e+01,2.863702417638180719e+01,1.223298157847154854e+01,1.223298157847153433e+01,4.347445704593829063e+00,4.347445704593835281e+00,8.314959933251627078e+00,8.314959933251623525e+00
3.112349811028978763e+01,3.112349811028978408e+01,6.424377508363247280e+00,6.424377508363210865e+00,2.633117863741542219e+00,2.633117863741543552e+00,7.378753875838625298e+00,7.378753875838622633e+00
1.806090867085356066e+01,1.806090867085356422e+01,1.297202872540658092e+01,1.297202872540658980e+01,6.052006557331007564e+00,6.052006557331004899e+00,7.045003457485114140e+00,7.045003457485110587e+00
2.138388899396168696e+01,2.138388899396168696e+01,7.985115969241627809e+00,7.985115969241626033e+00,3.167839188791892191e+00,3.167839188791890859e+00,4.798225704849976125e+00,4.798225704849976125e+00
2.538366746045224431e+01,2.538366746045221234e+01,9.639987208476050284e+00,9.639987208475956137e+00,2.994635529832244458e+00,2.994635529832243570e+00,4.422981093634382965e+00,4.422981093634387406e+00
3.251986746822949215e+01,3.251986746822946373e+01,7.941292054928242194e+00,7.941292054928311472e+00,2.877121817184517649e+00,2.877121817184518537e+00,5.706655021732113475e+00,5.706655021732109034e+00
2.238332587947628483e+01,2.238332587947630969e+01,7.424558117549606706e+00,7.424558117549598713e+00,2.378778719966093469e+00,2.378778719966094801e+00,4.629115385145383677e+00,4.629115385145378347e+00
1.380469653817840836e+01,1.380469653817837283e+01,3.401764200335539279e+00,3.401764200335570809e+00,1.287022826020553401e+00,1.287022826020553179e+00,3.828777645363353077e+00,3.828777645363353965e+00
