# anmx, denit, nitox, dnrn
1.759552146814583162e+00,6.267699399894101353e-02,4.919966756490739357e+01,4.897810329427937148e+01
1.754630741415616479e-02,5.867689485013645716e-04,5.423379814270392529e+01,4.574806878093329487e+01
1.868838029282300894e+01,2.602431830572211879e+01,3.013749893091985488e+00,5.227355150836292097e+01
3.678391584188740016e+00,1.028175284689196367e+01,3.434481708757251539e+01,5.169503848134696966e+01
6.834345445333610769e+00,7.550528089483367289e+00,3.643545289608366744e+01,4.917967356909943533e+01
1.196016413324102468e+00,6.889261535436563832e-01,4.681442581276289161e+01,5.130063162036955760e+01
1.788712047606486832e+00,1.477579238878445445e+00,4.631417152301361995e+01,5.041953719050133031e+01
5.094375105409004512e+00,5.133737170960306351e+00,3.632985879761780978e+01,5.344202892601310850e+01
4.768868486980523791e+00,2.577849260745915139e+00,4.217243127444265838e+01,5.048085097783108921e+01
1.830912028605477193e+00,8.609466063381012724e-01,4.698133896837716605e+01,5.032680239667937627e+01
5.861070981522026990e+00,1.394285803380616784e+01,2.869786473273009619e+01,5.149820625194131907e+01
5.829927255977654710e+00,6.740455174668682048e+00,3.760249218863418008e+01,4.982712538071953645e+01
5.171178609338720200e+00,3.537951640620213389e+00,4.179026512735887167e+01,4.950060462268217520e+01
3.250104890175994132e+00,2.593843357709280983e+00,4.425413264887025377e+01,4.990191910324441693e+01
4.904231669053444875e+00,4.498781056492802577e+00,4.089472914359776468e+01,4.970225813085589550e+01
1.685310684011984250e+00,1.482999540341700118e-01,4.877726879392285753e+01,4.938912056803110318e+01
