# DNRN, Anammox, Denitrificatio, Nitrite Oxidation, CaCO3 Dissolution 
4.305621817240076060e-02,9.652459636076360372e-03,4.943014986453718972e-03,2.513600721800817415e-03,4.402101879347388586e-02
6.500586227826755936e-02,6.517268064371555935e-04,4.155371285782435953e-04,3.509063087397964065e-03,6.747668815814314436e-02
7.826141628318158960e-02,1.097707112261509660e-01,1.878777072663728384e-02,4.047817382032494610e-03,1.305817308802239562e-01
1.298865336434614493e-01,8.397233391113294310e-02,4.349496667211330894e-03,6.195924101449947624e-03,1.415751230602159405e-01
1.116885782657992127e-01,8.058069045415790221e-02,4.849950127001382942e-03,5.286502024990681614e-03,1.006690672152927707e-01
6.731158087597532980e-02,2.437542649445778933e-02,2.387829575068038061e-03,2.980229587381153303e-03,6.941568195986026757e-02
1.833905004837590169e-01,4.967516534259259348e-02,5.964169608253038282e-03,7.395379548614012394e-03,1.849753070554331913e-01
1.107085754347637147e-01,8.404953143494969803e-02,7.631662234776587922e-03,5.618807480451249066e-03,1.185523943368943095e-01
7.467633924771506504e-02,6.533067325894929833e-02,6.888887079908828474e-03,4.400812252471828639e-03,8.016153489713968849e-02
6.941799786736981004e-02,3.351725978230418734e-02,3.703784541376331681e-03,3.497491301531376832e-03,7.203073276341555309e-02
6.217773346021679415e-02,8.494073259422178779e-02,4.663672159915431374e-03,3.983841861913088762e-03,6.681316977765500154e-02
3.848622101697753151e-02,6.466518235708335061e-02,3.236174623134100391e-03,2.829966205677352051e-03,4.401884637098891356e-02
3.130595839227589411e-02,5.899930986769222341e-02,5.121279848026067186e-03,2.855798062766554644e-03,4.167428545761868441e-02
5.013445465232742315e-02,5.474157019273664243e-02,3.966864092784122900e-03,3.229816405952708452e-03,5.437639227128253372e-02
4.003704189570195943e-02,5.120081654578919478e-02,3.557790070703564442e-03,2.557424620827202996e-03,4.386676149946722864e-02
3.594501063499935117e-02,1.089178052914652368e-02,2.866687944444458111e-03,1.825918671663454614e-03,3.743813970624478710e-02
