# DNRN, Anammox, Denitrificatio, Nitrite Oxidation, CaCO3 Dissolution 
9.202872132937136573e-01,1.623000301514827088e-03,4.824317184224337883e-03,3.497483174613776058e-02,3.829063747441018711e-02
7.167433304937046445e-01,1.224508862757024737e-05,3.951783320165000305e-05,3.218915085716846786e-02,2.510157557272982287e-01
5.137436597057306598e-01,3.774043288950853503e-01,2.924093352692171480e-02,1.213808183458131964e-03,7.839726968880481039e-02
3.362412859020072475e-01,7.494847954410158164e-02,3.291213751364875997e-03,9.537410205524047072e-03,5.759816105970011479e-01
6.792647632230617294e-01,1.442224270113716122e-01,1.371125066153499293e-02,1.934465708286151400e-02,1.434569020211647894e-01
6.099546971988696331e-01,1.135428943767478188e-02,2.088875449715530894e-03,2.110582857559877706e-02,3.554963093381445227e-01
6.793507536281616632e-01,2.304307410353321345e-02,3.410217572065779839e-03,2.388507268853057655e-02,2.703108820077085306e-01
5.473468485626062918e-01,6.864661322181433989e-02,7.585322310270318363e-03,1.457865949492457430e-02,3.618425564103858738e-01
6.118884444900681840e-01,4.214443151464124238e-02,8.489623689309708232e-03,1.952943158268547266e-02,3.179480687232939529e-01
6.040345112440385078e-01,1.385992773958150300e-02,3.221358284823319998e-03,2.142229412056733534e-02,3.574619086109921406e-01
5.884137069522312746e-01,2.294800835963434482e-01,9.897085707178987155e-03,1.267161360817389316e-02,1.595375101360768932e-01
5.506609314857753290e-01,1.072896603903155249e-01,9.496687339965260988e-03,1.583156903002141611e-02,3.167211517539216814e-01
5.743199680764745629e-01,5.871163928856292652e-02,8.844095866055947178e-03,1.841691479415806174e-02,3.397073819747477574e-01
5.916993728804236241e-01,4.269761850124934033e-02,5.696332045109806647e-03,1.995591868868457075e-02,3.399507578845316069e-01
5.623507516209695911e-01,7.360089462637642299e-02,8.153772300868051062e-03,1.756743474556551193e-02,3.383271467062194948e-01
6.195964068882563458e-01,2.606622246400473221e-03,3.095361495176616757e-03,2.315140932437497953e-02,3.515502000457896847e-01
