# anmx, denit, nitox, dnrn
1.800132497312916913e+00,3.810945820897012060e-01,2.074675113688440931e+00,1.025934444265593104e+00
1.831257112335141490e-01,3.023772475800005216e-02,2.052240791260821595e+00,2.031057307340041085e+00
1.067423543551578291e+01,8.846168567624337342e+00,9.538623143322453757e+00,8.548127130582399147e+00
5.592389441760867719e+00,1.279021900429560077e+01,1.627434953919669880e+01,6.289018320708650300e+00
2.297104208956040949e+00,5.108237000244431947e+00,5.514635097424170240e+00,1.054505633781453344e+00
1.362797978689190170e+00,1.526526189413687895e+00,2.480980413789115158e+00,1.199496629189923835e+00
3.313200790846170030e+00,3.759324871236832788e+00,5.632943078257586222e+00,2.488714250673901063e+00
5.179812864284000007e+00,6.944607454531076307e+00,9.817042123271416898e+00,3.187257199808401609e+00
3.829542826719192217e+00,4.279139618609118401e+00,6.275824428804933852e+00,2.085112465705053264e+00
2.095313967344960560e+00,2.182736179399940912e+00,3.732382157197008166e+00,1.726835886114824969e+00
2.612381417415144291e+00,6.367467718695861478e+00,6.665643409166604805e+00,1.481002964433385527e+00
1.809296320341345687e+00,4.432601811901974109e+00,4.342723789515339661e+00,1.059660435222971930e+00
2.915319804849794583e+00,3.718667778583293781e+00,4.836048553620356572e+00,1.289191955019799440e+00
2.220178591389191602e+00,3.507166191076470874e+00,4.326190873590873842e+00,1.332721413938116717e+00
2.057233677745070821e+00,3.334285559920382447e+00,3.767376815315069738e+00,9.230048588517880681e-01
1.553184359238343193e+00,6.322053216647152141e-01,1.939833774220440343e+00,9.394454710823617605e-01
