CRUISEID,EXPOCODE,STNNBR,CASTNO,SAMPNO,DATE,TIME,ISO_DateTime_UTC,LATITUDE,LONGITUDE,BOTTOM_DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDS_FLAG_W,CTDOXY,CTDOXY_FLAG_W,FLOR,FLOR_FLAG_W,NOx,NOx_FLAG_W,NOx_stdev,NOx_STD_FLAG_W,NITRIT_BabLab,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,NH4,NH4_FLAG_W,PH_TOT,PH_TOT_FLAG_W,PH_TEMP,TA,TA_FLAG_W
FK180624,33FA20180624,19,1,22,13-07-2018,23:11:09,2018-07-14T06:11:09Z,17.99948,-119.00075,4000,49.845,23.1536,34.3255,2,211.656,2,0.095,2,0.17,2,-999,9,0,2,0.170117515,2,0,2,8.006897,2,25,2285.6,2
FK180624,33FA20180624,1,1,21,30-06-2018,6:30:11,2018-06-30T13:30:11Z,13.99284,-101.99602,3000,80.409,18.0299,34.5071,2,33.602,2,0.0432,2,17.4,6,0.036,2,0.013177471,2,2.032866379,2,0,2,7.576165,2,25,2286.12,6
FK180624,33FA20180624,5,1,20,5/7/18,5:34:12,2018-07-05T12:34:12Z,14.00013,-105.99949,3000,75.66,21.3268,34.3728,2,87.831,2,0.0621,2,10.53214003,6,0.256956263,2,0.242877937,2,1.272777778,2,0,2,7.767135,2,25,2286.33,2
FK180624,33FA20180624,2,1,21,30-06-2018,21:33:59,2018-07-01T04:33:59Z,13.99919,-102.99611,3000,75.097,18.5414,34.5103,2,37.421,2,0.0428,2,9.419,6,0.193,2,0.058811391,2,2.003314917,2,0,2,7.575288,2,25,2286.37,2
FK180624,33FA20180624,14,1,9,11/7/18,20:43:59,2018-07-12T03:43:59Z,14.00144,-114.99538,4000,171.557,12.0004,34.753,2,0.625,2,0.0621,2,30.01327347,6,0.001841766,2,0.421373084,2,2.557458564,2,0.007170133,2,7.417017,2,25,2286.43,4
FK180624,33FA20180624,4,1,24,4/7/18,22:25:11,2018-07-05T05:25:11Z,13.99888,-105.00054,3000,89.649,17.6673,34.5943,2,31.822,2,0.0341,2,22.30578791,6,0.062147578,2,0.036873156,2,2.176338028,2,0,2,7.5313,2,25,2286.65,2
FK180624,33FA20180624,18,2,18,13-07-2018,16:06:21,2018-07-13T23:06:21Z,17.00018,-119.00179,4000,115.474,13.0624,34.4153,2,36.415,2,0.1136,2,22.504,6,0.358,2,0,2,2.322887521,2,0.000763268,2,7.454187,2,25,2286.67,6
FK180624,33FA20180624,3,2,20,4/7/18,15:33:26,2018-07-04T22:33:26Z,13.9994,-104.00092,3000,81.785,17.1602,34.5485,2,24.89,2,0.0584,2,20.60248846,6,0.029042089,2,0.061036789,2,2.209633279,2,0.004526837,2,7.528362,2,25,2286.81,2
FK180624,33FA20180624,15,2,19,12/7/18,7:41:48,2018-07-12T14:41:48Z,14.00304,-115.9897,4250,109.229,15.5713,34.6902,2,0.849,2,0.0665,2,21.56486936,6,0.207882209,2,0.08595433,2,2.515877437,2,0.035619679,2,7.459645,2,25,2286.84,2
FK180624,33FA20180624,16,1,21,12/7/18,16:51:10,2018-07-12T23:51:10Z,15.00185,-116.99654,4138,72.992,22.021,34.3006,2,209.979,2,0.3946,2,0.489458579,2,-999,9,0,2,0.269058296,2,0.037769769,2,7.982684,2,25,2286.89,2
FK180624,33FA20180624,13,1,18,11/7/18,12:11:35,2018-07-11T19:11:35Z,13.99824,-113.99512,4000,95.727,14.9068,34.6593,2,0.779,2,0.6478,2,27.05553821,6,0.081613018,2,0,2,2.554935862,2,0,2,7.441032,2,25,2286.91,2
FK180624,33FA20180624,18,2,17,13-07-2018,16:06:21,2018-07-13T23:06:21Z,17.00016,-119.00178,4000,118.919,13.055,34.4701,2,27.88,2,0.0741,2,23.648,6,0.21,2,0.002974926,6,2.362059317,6,0.001903155,6,7.446163,2,25,2287.08,2
FK180624,33FA20180624,1,1,20,30-06-2018,6:30:11,2018-06-30T13:30:11Z,13.9929,-101.99626,3000,99.399,15.8941,34.6753,2,1.501,2,0.0422,2,23.578,6,0.109,2,0,2,2.512392241,2,0,2,7.458919,2,25,2287.65,2
FK180624,33FA20180624,9,9,18,9/7/18,21:55:54,2018-07-10T04:55:54Z,13.99981,-110.0004,3700,95.243,16.8633,34.5855,2,10.989,2,0.0444,2,23.53,6,0.03486839,2,0.041795986,2,2.402155417,2,0,2,7.492425,2,25,2287.66,2
FK180624,33FA20180624,18,1,21,13-07-2018,13:34:21,2018-07-13T20:34:21Z,17.00256,-119.0005,4000,106.584,14.3023,34.5238,2,17.751,2,0.1717,2,21.50993343,6,0.808058169,2,0,2,2.485170677,2,0.003409737,2,7.454643,2,25,2287.74,2
FK180624,33FA20180624,15,2,20,12/7/18,7:41:48,2018-07-12T14:41:48Z,14.00304,-115.9897,4250,105.185,16.2487,34.643,2,1.267,2,0.0581,2,19.89831622,6,0.06600522,2,0.094571305,2,2.471309192,2,0.048345749,2,7.466163,2,25,2287.76,2
FK180624,33FA20180624,2,1,20,30-06-2018,21:33:59,2018-07-01T04:33:59Z,13.99918,-102.99618,3000,90.653,16.9221,34.6687,2,9.821,2,0.0323,2,12.335,6,0.144,2,0.056747833,2,2.445303867,2,0,2,7.485191,6,25,2288.07,2
FK180624,33FA20180624,15,2,23,12/7/18,7:41:48,2018-07-12T14:41:48Z,14.00334,-115.98951,4250,74.443,21.815,34.2636,2,202.927,2,0.0727,2,0,2,-999,9,0.006247307,2,0.320891365,2,0.006571207,2,7.95711,2,25,2288.2,2
FK180624,33FA20180624,17,1,20,13-07-2018,3:06:57,2018-07-13T10:06:57Z,15.99702,-117.99728,4000,90.134,14.6656,34.5378,2,17.155,2,0.2123,2,21.99887634,6,0.107520632,2,0.053288222,6,2.447470817,6,0,6,7.472019,2,25,2288.2,2
FK180624,33FA20180624,13,1,19,11/7/18,12:11:35,2018-07-11T19:11:35Z,13.9982,-113.99503,4000,85.559,16.1902,34.608,2,1.109,2,0.3469,2,27.62841792,6,0.280817315,2,0.018422687,2,2.532626882,2,0,2,7.461489,2,25,2288.53,6
FK180624,33FA20180624,3,2,21,4/7/18,15:33:26,2018-07-04T22:33:26Z,13.99938,-104.00088,3000,68.786,19.403,34.3548,2,110.02,2,0.0619,2,0.545471852,6,0.011258622,2,0.433110368,2,1.355774494,2,0.122480257,2,7.734625,2,25,2288.98,2
FK180624,33FA20180624,14,1,16,11/7/18,20:43:59,2018-07-12T03:43:59Z,14.00144,-114.99496,4000,126.647,13.1907,34.7727,2,0.631,2,0.0599,2,22.96411652,6,0.582597487,2,1.443837917,2,2.618232044,2,0.008011742,2,7.433933,2,25,2289.4,2
FK180624,33FA20180624,13,1,16,11/7/18,12:11:35,2018-07-11T19:11:35Z,13.99835,-113.99524,4000,115.904,13.6226,34.7156,2,0.646,2,0.7251,2,26.67508593,6,1.525011153,2,0.003932933,2,2.627440045,2,0,2,7.431345,2,25,2289.46,2
FK180624,33FA20180624,19,1,24,13-07-2018,23:11:09,2018-07-14T06:11:09Z,17.9994,-119.00086,4000,3.784,26.6647,34.3378,2,199.353,2,0.0106,2,0,2,-999,9,0,6,0.186905428,6,0,6,8.021748,2,25,2289.49,2
FK180624,33FA20180624,18,2,20,13-07-2018,16:06:21,2018-07-13T23:06:21Z,17.00023,-119.00179,4000,99.884,14.8427,34.5906,2,9.102,2,0.1884,2,25.104,6,0.247,2,0.014662133,2,2.339675434,2,0.003441914,2,7.452439,2,25,2289.62,2
FK180624,33FA20180624,12,2,19,11/7/18,3:38:51,2018-07-11T10:38:51Z,13.99942,-112.99774,4000,100.829,14.3951,34.6918,2,0.875,2,0.8838,2,29.00479464,6,0.223241512,2,0.006967213,2,2.571109872,2,0,2,7.439298,2,25,2289.67,2
FK180624,33FA20180624,15,2,18,12/7/18,7:41:48,2018-07-12T14:41:48Z,14.00301,-115.98971,4250,116.117,15.0331,34.6908,2,0.814,2,0.0713,2,21.66974719,6,0.218247572,2,0.064411891,2,2.493593315,2,0.007336171,2,7.4476785,6,25,2290.03,6
FK180624,33FA20180624,3,2,23,4/7/18,15:33:26,2018-07-04T22:33:26Z,13.99934,-104.00082,3000,49.525,25.8093,34.2692,2,197.765,2,0.0875,2,0,2,-999,9,0.019230769,2,0.332238643,2,0.02494356,2,8.007791,2,25,2290.23,2
FK180624,33FA20180624,7,1,21,5/7/18,20:37:49,2018-07-06T03:37:49Z,14.00004,-108.0001,3000,99.566,16.5015,34.6733,2,3.575,2,0.0396,2,24.64612287,6,0.193918328,2,0.04,2,2.41,2,0,2,7.48309,2,25,2290.26,2
FK180624,33FA20180624,19,1,23,13-07-2018,23:11:09,2018-07-14T06:11:09Z,17.99944,-119.00076,4000,28.982,24.1989,34.3532,2,207.283,2,0.0388,2,0.43,2,-999,9,0,2,0.203693341,2,0,2,8.01935,2,25,2290.3,2
FK180624,33FA20180624,2,5,22,4/7/18,3:44:47,2018-07-04T10:44:47Z,13.9999,-102.99923,3000,64.899,21.6394,34.4466,2,108.144,2,0.0887,2,8.406,6,0.249,2,0.765948458,6,1.344432314,6,0.019641562,6,7.7808085,6,25,2290.32,2
FK180624,33FA20180624,4,1,7,4/7/18,22:25:11,2018-07-05T05:25:11Z,13.99948,-105.00078,3000,325.589,10.5718,34.6914,2,0.654,2,0.0294,2,27.476727,6,0.30279515,2,1.252633797,2,2.835492958,2,0,2,7.3928,2,25,2290.33,3
FK180624,33FA20180624,5,1,18,5/7/18,5:34:12,2018-07-05T12:34:12Z,14.00014,-105.99928,3000,95.055,17.3153,34.662,2,29.533,2,0.0325,2,24.07906761,6,0.340790529,2,0.018299023,2,2.289444444,2,0,2,7.516323,2,25,2290.4,2
FK180624,33FA20180624,9,1,18,6/7/18,11:54:22,2018-07-06T18:54:22Z,14.00074,-110.00077,3700,100.839,15.6182,34.6255,2,3.5,2,0.0344,2,26.80824854,6,0.229587694,2,0.02,2,2.56,2,0.01,2,7.458548,2,25,2290.91,2
FK180624,33FA20180624,4,1,15,4/7/18,22:25:11,2018-07-05T05:25:11Z,13.99891,-105.00067,3000,179.863,12.4554,34.8087,2,0.614,2,0.0326,2,27.67994571,6,0.256112959,2,0.017909819,2,2.52,2,0,2,7.431591,2,25,2291.35,2
FK180624,33FA20180624,13,1,15,11/7/18,12:11:35,2018-07-11T19:11:35Z,13.99832,-113.99516,4000,125.013,13.1505,34.718,2,0.586,2,0.2918,2,27.93274928,6,1.621586308,2,0.014282757,2,2.638594534,2,0,2,7.425126,2,25,2291.48,2
FK180624,33FA20180624,2,1,22,30-06-2018,21:33:59,2018-07-01T04:33:59Z,13.99916,-102.99608,3000,58.898,22.9041,34.4086,2,139.125,2,0.0794,2,5.795,6,0.061,2,0.606685927,6,1.008839779,6,0.047297797,6,7.847825,2,25,2291.52,6
FK180624,33FA20180624,11,1,18,10/7/18,16:33:57,2018-07-10T23:33:57Z,14.00062,-111.99897,4000,124.004,13.2473,34.7102,2,0.581,2,0.3277,2,23.34304268,6,0.733252072,2,0,2,2.595592287,2,0.005978621,2,7.422145,2,25,2291.69,3
FK180624,33FA20180624,12,2,20,11/7/18,3:38:51,2018-07-11T10:38:51Z,13.99942,-112.99783,4000,84.943,16.2052,34.7049,2,2.922,2,0.2668,2,28.32689984,6,0.126926577,2,0.017213115,2,2.403792526,2,0,2,7.474337,2,25,2291.85,2
FK180624,33FA20180624,2,5,21,4/7/18,3:44:47,2018-07-04T10:44:47Z,13.9999,-102.99918,3000,69.681,20.3409,34.4782,2,79.159,2,0.0602,2,13.531,6,0.108,2,0.309674694,2,1.570960699,2,0.014891573,2,7.692379,2,25,2292.11,2
FK180624,33FA20180624,19,1,16,13-07-2018,23:11:09,2018-07-14T06:11:09Z,17.99962,-119.00058,4000,149.349,14.0662,34.6941,2,2.381,2,0.1684,2,20.0470253,6,12.76117397,2,0.044667664,2,2.587576945,2,0,2,7.4394065,6,25,2292.27,2
FK180624,33FA20180624,16,1,22,12/7/18,16:51:10,2018-07-12T23:51:10Z,15.0019,-116.99643,4138,61.878,23.1919,34.3603,2,210.82,2,0.2144,2,0.48304989,2,-999,9,0,2,0.24103139,2,0.011023446,2,8.011351,2,25,2293.02,2
FK180624,33FA20180624,11,1,16,10/7/18,16:33:57,2018-07-10T23:33:57Z,14.00074,-111.99886,4000,152.078,12.4014,34.7365,2,0.598,2,0.0695,2,25.34051792,6,0.328346411,2,0.155976676,2,2.672727273,2,0.00541008,2,7.415555,2,25,2293.15,2
FK180624,33FA20180624,16,1,14,12/7/18,16:51:10,2018-07-12T23:51:10Z,15.0016,-116.99707,4138,142.61,13.3742,34.6976,2,0.839,2,0.2902,2,19.56117121,6,0.889681752,2,0,2,2.763452915,2,0.005178664,2,7.421569,6,25,2293.45,2
FK180624,33FA20180624,15,2,16,12/7/18,7:41:48,2018-07-12T14:41:48Z,14.00294,-115.98974,4250,128.832,13.4421,34.749,2,0.604,2,0.0747,2,21.03173375,6,0.179110257,2,0.230288669,2,2.671866295,2,0.00640367,2,7.432671,2,25,2293.55,3
FK180624,33FA20180624,2,1,8,30-06-2018,21:33:59,2018-07-01T04:33:59Z,13.9985,-102.99601,3000,288.312,10.9786,34.7223,2,0.558,2,0.0312,2,20.366,6,0.424,2,1.709657449,2,2.815469613,2,0.011422708,2,7.394062,2,25,2293.67,3
FK180624,33FA20180624,13,1,7,11/7/18,12:11:35,2018-07-11T19:11:35Z,13.99834,-113.99562,4000,259.312,10.746,34.6861,2,0.847,2,0.052,2,31.27319984,6,0.007509168,2,0,2,2.727830452,2,0,2,7.392591,2,25,2293.77,2
FK180624,33FA20180624,10,1,8,10/7/18,8:12:40,2018-07-10T15:12:40Z,13.99973,-111.00029,3200,371.042,9.1468,34.603,2,2.42,2,0.0624,2,31.39310517,6,0.690809252,2,0,2,3.021372328,2,0.004604788,2,7.372672,2,25,2294.28,3
FK180624,33FA20180624,9,1,17,6/7/18,11:54:22,2018-07-06T18:54:22Z,14.00073,-110.00078,3700,110.384,15.1288,34.6598,2,1.565,2,0.0362,2,27.51076164,6,1.098622718,2,0.01,2,2.6,2,0,2,7.447797,6,25,2294.3,2
FK180624,33FA20180624,18,2,16,13-07-2018,16:06:21,2018-07-13T23:06:21Z,17.00012,-119.00182,4000,125.22,13.4633,34.6895,2,6.229,2,0.1462,2,23.479,6,0.203,2,0.059286018,2,2.490766648,2,0.003577518,2,7.431585,2,25,2294.53,2
FK180624,33FA20180624,4,1,23,4/7/18,22:25:11,2018-07-05T05:25:11Z,13.9989,-105.00054,3000,98.706,16.1907,34.6866,2,9.225,2,0.0303,2,25.8016566,6,0.313252116,2,0.017909819,2,2.407323944,2,0,2,7.473285,2,25,2294.75,2
FK180624,33FA20180624,8,1,20,6/7/18,6:09:54,2018-07-06T13:09:54Z,14.0008,-109.00091,3700,101.602,14.9861,34.7219,2,0.706,2,0.0488,2,23.61074757,6,0.680140452,2,0,6,2.53,6,0,6,7.455299,2,25,2294.96,6
FK180624,33FA20180624,9,1,16,6/7/18,11:54:22,2018-07-06T18:54:22Z,14.0007,-110.00074,3700,115.042,14.9184,34.6779,2,1.032,2,0.039,2,26.52973438,6,0.034176682,2,0.02,2,2.6,2,0,2,7.444679,2,25,2295.16,2
FK180624,33FA20180624,12,2,9,11/7/18,3:38:51,2018-07-11T10:38:51Z,13.99904,-112.99844,4000,208.127,11.3826,34.7344,2,0.621,2,0.0311,2,27.93709492,6,0.24899798,2,0.847131148,2,2.716118238,2,0,2,7.405447,2,25,2295.17,6
FK180624,33FA20180624,11,1,22,10/7/18,16:33:57,2018-07-10T23:33:57Z,14.00046,-111.99908,4000,99.659,14.6867,34.664,2,2.494,2,0.2931,2,21.32070165,6,0.08967479,2,0.016451479,2,2.562534435,2,0.007987052,2,7.4444255,6,25,2295.37,2
FK180624,33FA20180624,6,1,23,5/7/18,13:16:23,2018-07-05T20:16:23Z,13.99922,-107.00048,3000,99.846,16.7422,34.6091,2,8.799,2,0.0372,2,23.14678072,6,0.450014312,2,0.02,2,2.4,2,0,2,7.497456,2,25,2295.44,2
FK180624,33FA20180624,8,1,16,6/7/18,6:09:54,2018-07-06T13:09:54Z,14.0007,-109.00022,3700,251.274,10.9342,34.7,2,0.608,2,0.0313,2,26.93391714,6,0.702600407,2,0.49,6,2.78,6,0,6,7.392197,2,25,2295.5,2
FK180624,33FA20180624,9,9,16,9/7/18,21:55:54,2018-07-10T04:55:54Z,13.99998,-110.00032,3700,120.182,14.2765,34.6958,2,0.635,2,0.0493,2,23,6,0.347324717,2,0.03765777,2,2.697107204,2,0.027438637,2,7.442187,2,25,2295.78,2
FK180624,33FA20180624,9,1,14,6/7/18,11:54:22,2018-07-06T18:54:22Z,14.00071,-110.00086,3700,146.25,12.9755,34.7723,2,0.601,2,0.0461,2,26.0497738,6,0.079881578,2,1.66,2,2.75,2,0,2,7.42983,2,25,2296.01,2
FK180624,33FA20180624,4,1,22,4/7/18,22:25:11,2018-07-05T05:25:11Z,13.9989,-105.00054,3000,110.356,15.161,34.7401,2,0.865,2,0.0509,2,24.79341086,6,0.048731333,2,0.009481669,2,2.474929577,2,0,2,7.4560625,6,25,2296.13,2
FK180624,33FA20180624,11,1,20,10/7/18,16:33:57,2018-07-10T23:33:57Z,14.0005,-111.99902,4000,108.627,14.1026,34.6985,2,0.705,2,0.3554,2,17.55535936,6,0.448007244,3,0.008121616,3,2.534986226,3,0.032991757,3,7.435936,3,25,2296.48,3
FK180624,33FA20180624,11,1,19,10/7/18,16:33:57,2018-07-10T23:33:57Z,14.00055,-111.99908,4000,115.636,13.7127,34.713,2,0.615,2,0.4864,2,23.79202908,6,0.344028245,2,0.01332778,6,2.617630854,6,0.007277552,6,7.430147,2,25,2296.5,2
FK180624,33FA20180624,2,1,15,30-06-2018,21:33:59,2018-07-01T04:33:59Z,13.99885,-102.99624,3000,154.834,12.7364,34.8123,2,0.463,2,0.0384,2,23.747,6,0.257,2,1.858233595,2,2.627624309,2,0,2,7.432937,2,25,2296.56,2
FK180624,33FA20180624,16,1,12,12/7/18,16:51:10,2018-07-12T23:51:10Z,15.00156,-116.99728,4138,158.315,12.3053,34.6609,2,4.758,2,0.0656,2,21.74928234,6,1.147846438,2,0,2,2.634529148,2,0.004651542,2,7.414706,2,25,2296.68,2
FK180624,33FA20180624,10,1,18,10/7/18,8:12:40,2018-07-10T15:12:40Z,13.99985,-111.00013,3200,110.02,14.1626,34.6611,2,0.688,2,0.4538,2,22.96074996,6,0.047364082,2,0,2,2.683914511,2,0.005450542,2,7.425911,2,25,2296.82,2
FK180624,33FA20180624,9,9,13,9/7/18,21:55:54,2018-07-10T04:55:54Z,14.00042,-110.00094,3700,215.288,11.4934,34.7476,2,0.685,2,0.0335,2,28.24,6,0.064229114,2,1.560521415,2,2.765173001,2,0,2,7.404984,2,25,2296.85,3
FK180624,33FA20180624,18,2,5,13-07-2018,16:06:21,2018-07-13T23:06:21Z,16.99975,-119.00207,4000,239.071,11.0959,34.681,2,0.675,2,0.0623,2,23.613,6,0.362,2,0.001912452,2,2.669837717,2,0.002272461,2,7.387905,2,25,2296.89,2
FK180624,33FA20180624,12,2,8,11/7/18,3:38:51,2018-07-11T10:38:51Z,13.99902,-112.99878,4000,240.997,11.0013,34.7133,2,0.612,2,0.0234,2,29.25572211,6,0.071853615,2,1.304098361,2,2.732849972,2,0,2,7.396357,2,25,2297.05,2
FK180624,33FA20180624,11,1,21,10/7/18,16:33:57,2018-07-10T23:33:57Z,14.0005,-111.99902,4000,108.227,14.1485,34.6961,2,0.703,2,0.3699,2,22.32853581,6,1.104109844,2,0.008121616,2,2.474380165,2,0.007666366,2,7.435297,2,25,2297.12,2
FK180624,33FA20180624,12,2,15,11/7/18,3:38:51,2018-07-11T10:38:51Z,13.99915,-112.99767,4000,140.229,12.5557,34.7581,2,0.605,2,0.1783,2,25.65544243,6,0.477811791,2,1.625819672,2,2.760736196,2,0,2,7.426099,2,25,2297.14,2
FK180624,33FA20180624,16,1,4,12/7/18,16:51:10,2018-07-12T23:51:10Z,15.00202,-116.99814,4138,290.969,10.0863,34.6274,2,0.941,2,0.0377,2,28.0623265,6,0.104139525,2,0,2,2.914798206,2,0.006994002,2,7.37393,2,25,2297.26,2
FK180624,33FA20180624,4,1,20,4/7/18,22:25:11,2018-07-05T05:25:11Z,13.99885,-105.00061,3000,129.233,14.0826,34.7936,2,0.607,2,0.0538,2,24.81477246,6,0.491923761,2,0.169616519,2,2.514366197,2,0,2,7.448177,2,25,2297.28,2
FK180624,33FA20180624,13,1,5,11/7/18,12:11:35,2018-07-11T19:11:35Z,13.99864,-113.99628,4000,298.812,10.2262,34.6629,2,1.114,2,0.0374,2,32.62078874,6,0.356946859,2,0,2,2.750139431,2,0,2,7.384445,2,25,2297.32,2
FK180624,33FA20180624,13,1,17,11/7/18,12:11:35,2018-07-11T19:11:35Z,13.9983,-113.9952,4000,107.373,13.9103,34.6993,2,0.726,2,0.7183,2,27.57910306,6,0.755805633,2,0,2,2.644171779,2,0,2,7.431931,2,25,2297.41,2
FK180624,33FA20180624,5,1,13,5/7/18,5:34:12,2018-07-05T12:34:12Z,14.00031,-105.99911,3000,165.688,13.3183,34.8431,2,0.725,2,0.0234,2,27.76337612,6,0.416199536,2,0,6,2.528333333,6,0,6,7.445798,2,25,2297.43,2
FK180624,33FA20180624,2,1,19,30-06-2018,21:33:59,2018-07-01T04:33:59Z,13.9991,-102.99624,3000,99.148,15.6165,34.7403,2,0.428,2,0.0353,2,11.09,6,0.239,2,0.073256294,2,2.583425414,2,0,2,7.459995,2,25,2297.49,2
FK180624,33FA20180624,4,1,21,4/7/18,22:25:11,2018-07-05T05:25:11Z,13.99885,-105.00061,3000,120.081,14.3985,34.7721,2,0.632,2,0.0624,2,24.21281459,6,0.029093676,2,0.038980194,2,2.503098592,2,0,2,7.44998,2,25,2297.72,2
FK180624,33FA20180624,7,1,16,5/7/18,20:37:49,2018-07-06T03:37:49Z,13.99994,-108,3000,222.162,11.7382,34.7617,2,0.62,2,0.0303,2,30.11110355,6,0.912763164,2,0.13,2,2.65,2,0,2,7.418529,2,25,2297.96,2
FK180624,33FA20180624,16,1,5,12/7/18,16:51:10,2018-07-12T23:51:10Z,15.00189,-116.99811,4138,272.624,10.3201,34.6492,2,0.655,2,0.0563,2,21.44578001,6,1.128952684,3,0.189669953,2,2.8867713,2,0.005031121,2,7.377623,2,25,2298.15,6
FK180624,33FA20180624,16,1,15,12/7/18,16:51:10,2018-07-12T23:51:10Z,15.00164,-116.99701,4138,129.3,13.9148,34.6449,2,2.301,2,0.1643,2,20.98525943,6,0.77682751,2,0,2,2.640134529,2,0.005080624,2,7.430589,2,25,2298.22,2
FK180624,33FA20180624,14,1,17,11/7/18,20:43:59,2018-07-12T03:43:59Z,14.00144,-114.99492,4000,109.534,14.49,34.7381,2,0.705,2,0.084,2,25.36971948,6,0.47406045,2,0.030862902,2,2.386187845,2,0.00858106,2,7.447675,2,25,2298.41,2
FK180624,33FA20180624,15,2,6,12/7/18,7:41:48,2018-07-12T14:41:48Z,14.00214,-115.9903,4250,300.27,10.4103,34.6809,2,0.637,2,0.0601,2,20.65474038,6,0.198599453,2,0.047177941,2,2.816713092,2,0.005074819,2,7.384734,2,25,2298.46,2
FK180624,33FA20180624,8,1,14,6/7/18,6:09:54,2018-07-06T13:09:54Z,14.00086,-109.00042,3700,349.533,9.9192,34.6584,2,0.649,2,0.0285,2,28.02438129,6,0.671893712,2,0.1,2,2.91,2,0,2,7.381832,2,25,2298.47,6
FK180624,33FA20180624,11,1,11,10/7/18,16:33:57,2018-07-10T23:33:57Z,14.00092,-111.99894,4000,250.335,10.6332,34.6623,2,0.788,2,0.0336,2,28.62660955,6,1.064967715,2,0,2,2.72231405,2,0.00571477,2,7.388323,2,25,2298.57,2
FK180624,33FA20180624,15,2,17,12/7/18,7:41:48,2018-07-12T14:41:48Z,14.00304,-115.9897,4250,121.565,14.6354,34.7049,2,0.744,2,0.0784,2,20.73742883,6,0.152519198,2,0.032098234,2,2.566016713,2,0.007449529,2,7.438031,2,25,2298.66,2
FK180624,33FA20180624,18,2,7,13-07-2018,16:06:21,2018-07-13T23:06:21Z,16.99984,-119.00196,4000,220.926,11.337,34.6936,2,0.66,2,0.0374,2,24.274,6,0.131,2,0,2,2.653049804,2,0.002852904,2,7.393694,2,25,2298.66,2
FK180624,33FA20180624,16,1,3,12/7/18,16:51:10,2018-07-12T23:51:10Z,15.00205,-116.99835,4138,323.341,9.5895,34.602,2,1.507,2,0.0561,2,30.52262482,6,0.553275516,2,0,2,2.906390135,2,0.006994002,2,7.369408,2,25,2298.68,2
FK180624,33FA20180624,3,2,18,4/7/18,15:33:26,2018-07-04T22:33:26Z,13.99946,-104.00102,3000,109.512,14.6705,34.7461,2,0.699,2,0.0783,2,22.46809929,6,0.14436413,2,0.027382943,6,2.406677614,6,0.011842792,6,7.447083,2,25,2298.72,2
FK180624,33FA20180624,6,1,8,5/7/18,13:16:23,2018-07-05T20:16:23Z,13.99894,-107.00076,3000,426.339,9.2434,34.6222,2,0.652,2,0.0263,2,25.77643909,6,0.022299558,3,0,2,2.9,2,0,2,7.367672,2,25,2298.74,2
FK180624,33FA20180624,10,1,15,10/7/18,8:12:40,2018-07-10T15:12:40Z,13.9999,-111.00002,3200,139.854,12.7519,34.7358,2,0.584,2,0.3392,2,22.23656679,6,0.097194899,2,1.433375104,2,2.835770529,2,0.005008657,2,7.417109,2,25,2298.92,2
FK180624,33FA20180624,17,1,19,13-07-2018,3:06:57,2018-07-13T10:06:57Z,15.99708,-117.99734,4000,99.641,14.1421,34.6945,2,1.236,2,0.138,2,25.29781311,6,0.969905813,3,0.03002749,2,2.605892162,2,0,2,7.43655,2,25,2299,2
FK180624,33FA20180624,12,2,14,11/7/18,3:38:51,2018-07-11T10:38:51Z,13.99905,-112.99794,4000,144.868,12.4261,34.7568,2,0.595,2,0.1122,2,25.17208682,6,0.011965129,2,1.732377049,2,2.727272727,2,0,2,7.421384,2,25,2299.17,2
FK180624,33FA20180624,4,1,18,4/7/18,22:25:11,2018-07-05T05:25:11Z,13.99896,-105.0006,3000,150.343,12.9562,34.8162,2,0.646,2,0.0395,2,27.20480553,6,0.554460105,2,0.274968394,2,2.52,2,0,2,7.438476,2,25,2299.18,2
FK180624,33FA20180624,5,1,17,5/7/18,5:34:12,2018-07-05T12:34:12Z,14.00029,-105.99911,3000,115.224,14.2654,34.8269,2,2.911,2,0.0262,2,25.98117286,6,0.815454904,2,0,2,2.483888889,2,0,2,7.453713,2,25,2299.27,2
FK180624,33FA20180624,15,2,15,12/7/18,7:41:48,2018-07-12T14:41:48Z,14.00296,-115.98973,4250,141.814,13.1137,34.7516,2,0.589,2,0.0604,2,21.45875189,6,0.20153245,2,0.52111159,2,2.638440111,2,0.007127193,2,7.429015,2,25,2299.28,2
FK180624,33FA20180624,4,1,14,4/7/18,22:25:11,2018-07-05T05:25:11Z,13.99897,-105.00066,3000,190.332,12.3842,34.8062,2,0.596,2,0.0324,2,27.87182055,6,0.168137747,2,0.011588706,2,2.536901408,2,0,2,7.430842,2,25,2299.4,2
FK180624,33FA20180624,13,1,14,11/7/18,12:11:35,2018-07-11T19:11:35Z,13.99821,-113.9951,4000,128.774,12.9249,34.719,2,0.606,2,0.1747,2,28.66346934,6,0.262358491,2,0.018422687,2,2.633017289,2,0,2,7.423578,2,25,2299.56,2
FK180624,33FA20180624,1,1,18,30-06-2018,6:30:11,2018-06-30T13:30:11Z,13.99313,-101.9964,3000,130.179,13.9377,34.7971,2,1.531,2,0.0534,2,25.003,6,0.09,2,0.720935175,2,2.717133621,2,0,2,7.445611,2,25,2299.57,2
