,Depth,Date,Station,lat,lon,T,S,P,rho,sigma0,DIC,DIP,NO3,NO2,Nstar,TA,pH,O2
88,228.178,1674345600000000000,37,17.5,-106.5,11.518,34.7446,229.67,1027.5180825419502,26.49279306071662,2290.0,2.4974822027582144,20.564114986402032,2.1410815414143154,-14.354518716315082,2303.0,7.5227,0.4
89,239.954,1672617600000000000,35,17.5,-106.5,11.3216,34.7364,241.53,1027.6020146700976,26.522919845705246,2292.0,2.4972782142555694,20.78625741781699,2.238220602105762,-14.031973408166357,2304.0,7.5196,0.42
90,240.003,1673481600000000000,36,17.5,-106.5,11.4062,34.7421,241.58,1027.5907095555883,26.511825330270995,2291.0,2.497305688244883,20.737828594437303,2.140930216225344,-14.178132201255485,2304.0,7.5216,0.44
91,239.904,1674345600000000000,37,17.5,-106.5,11.3927,34.7385,241.48,1027.5900175620993,26.511505075466403,2291.0,2.4973073699654598,20.183146630019337,1.7808658791193537,-15.092905410308665,2304.0,7.5206,0.43
92,249.456,1672617600000000000,35,17.5,-106.5,11.2615,34.7324,251.1,1027.6531239669907,26.5310657961802,2294.0,2.54200598922082,20.853340003750482,2.0337601776872845,-14.884995646095353,2304.0,7.5167,0.43
93,249.247,1673481600000000000,36,17.5,-106.5,11.2845,34.7321,250.89,1027.6476287753912,26.526625897335407,2292.0,2.5420195822166747,20.259862833343377,1.7321112316691263,-15.780339250454292,2304.0,7.5207,0.42
94,249.942,1674345600000000000,37,17.5,-106.5,11.2354,34.7286,251.59,1027.6572678934876,26.532882500114283,2293.0,2.541995738832579,20.006670163627895,1.8683271748135,-15.89693448287987,2304.0,7.5195,0.42
95,258.491,1672617600000000000,35,17.5,-106.5,11.2003,34.7275,260.2,1027.7016232884946,26.538672627641517,2294.0,2.5418860268086347,20.82316454023215,1.9168987917877258,-15.03011309691828,2305.0,7.5177,0.41
96,259.761,1673481600000000000,36,17.5,-106.5,11.1692,34.727,261.48,1027.7127990012868,26.543972873520033,2294.0,2.5418583854401384,20.599140168899943,1.4011696666611202,-15.769424331481153,2305.0,7.5194,0.42
97,260.089,1674345600000000000,37,17.5,-106.5,11.0784,34.7177,261.81,1027.7239971910126,26.553186074622317,2295.0,2.5418306890814524,20.248627118640936,1.4498055937902448,-16.07085831287206,2305.0,7.517,0.41
98,266.968,1673481600000000000,36,17.5,-106.5,11.038,34.7185,268.74,1027.7632412463167,26.561301833354946,2295.0,2.541733631957659,20.607859037959056,1.2940723569634345,-15.865806716400053,2305.0,7.5184,0.41
99,269.729,1672617600000000000,35,17.5,-106.5,10.9706,34.7136,271.52,1027.7844206776226,26.5696902622135,2296.0,2.5416812547550345,20.733920043222906,1.7318806981199797,-15.301099334737666,2305.0,7.5143,0.42
100,269.778,1674345600000000000,37,17.5,-106.5,10.8587,34.7036,271.57,1027.79753843175,26.581926429328632,2296.0,2.54164881534112,20.646089532748086,1.284299631631832,-15.835991881078,2305.0,7.5171,0.41
101,279.527,1672617600000000000,35,17.5,-106.5,10.7953,34.7023,281.39,1027.8523010207525,26.592484660436867,2298.0,2.58137144124053,21.06333758118705,1.3815214487429843,-15.95708402991845,2306.0,7.5141,0.41
102,279.705,1673481600000000000,36,17.5,-106.5,10.9498,34.7154,281.57,1027.8347945203611,26.57511710693393,2296.0,2.581415408209139,20.917758490587946,1.0896692795096976,-16.395218761248586,2306.0,7.5165,0.43
