,Station,cast,lat,lon,T,S,P,rho,sigma0,DIC,DIP,NO3,NO2,NH4,Nstar,TA,pH,pH_tot,pH_temp,O2,fluor
104,5.0,1.0,14.00038,-105.99898,13.7302,34.8404,134.839,1026.7262559302485,26.129735418332075,2255.522944156883,2.4571084682297117,27.171076106088417,0.0,0.0,-9.24265938558697,2300.3,7.5951428154991305,7.45146,25.0,1.502,0.0222
105,5.0,1.0,14.00029,-105.99911,14.2654,34.8269,115.224,1026.5149652953805,26.006277638427946,2253.821263508493,2.419729836364596,25.31007704551477,0.0,0.0,-10.505600336318766,2299.27,7.590953145848421,7.453713,25.0,2.911,0.0262
106,5.0,1.0,14.00014,-105.99928,17.3153,34.662,95.055,1025.6035850729606,25.18895109020673,2224.481446078865,2.232289821644033,23.46010577301983,0.017842198746505184,0.0,-9.338689174538194,2290.4,7.615950447098016,7.516323,25.0,29.533,0.0325
107,5.0,1.0,14.00007,-105.99943,18.6825,34.5506,84.829,1025.1353371140183,24.767145690856296,2199.461818895244,2.011116573938467,19.152217074355224,0.05030552662947005,0.0,-10.075342582030776,2283.27,7.652906207741411,7.569703,25.0,35.656,0.0391
108,5.0,1.0,14.00013,-105.99949,21.3268,34.3728,75.66,1024.2615212563355,23.936141476565354,2127.6374747637697,1.2426296913300425,10.04554196313011,0.23712492557768988,0.0,-6.699408172572879,2286.33,7.8174402975490604,7.767135,25.0,87.831,0.0621
109,5.0,1.0,14.00018,-105.99962,25.3877,34.2038,65.357,1022.9062689913018,22.628821913921797,2028.2652429971229,0.5436579360769651,1.8886518438342152,0.35839479638883454,0.0,-3.551480337008392,2275.48,7.950481925037167,7.958482,25.0,168.201,0.0963
110,5.0,1.0,14.00016,-105.99968,26.7376,34.0461,55.259,1022.3224102486172,22.08871009659947,1983.7261125336593,0.35376967517717506,-0.02196752294077022,0.02196752294077022,0.0,-2.760314802834801,2264.31,7.995743500286897,8.023576,25.0,183.365,0.0987
111,5.0,1.0,14.00018,-105.99972,28.2372,33.7,15.64,1021.408033042599,21.342116964956745,1939.1733771501845,0.25618230769200045,0.0,0.0,0.0,-1.1989169230720074,2240.97,8.019749987804934,8.068783,25.0,189.862,0.0568
112,5.0,1.0,14.00012,-105.99978,28.2421,33.6995,3.419,1021.3535730470784,21.339161731348668,1938.607219099374,0.21812013379007514,0.0,0.0,0.0,-0.5899221406412023,2238.49,8.017305894907837,8.0659795,25.0,190.927,0.0598
113,6.0,1.0,13.9993,-106.99955,5.1476,34.544,900.293,1031.4367876235597,27.314534359348272,2352.7134360900336,3.7035716059743384,41.39126697076985,0.0,0.009695213628205076,-14.95618351119136,2356.88,7.5483140501204815,7.3299435,25.0,4.101,0.0198
114,6.0,1.0,13.99956,-106.99946,5.4845,34.5413,824.519,1031.0429176276436,27.271490380505156,2345.0864666059642,3.3073308023357235,38.59612066543627,0.0,0.01939783461780483,-11.401774337317503,2349.02,7.547179233595571,7.330263,25.0,2.471,0.0188
115,6.0,1.0,13.99956,-106.99963,6.2646,34.5325,700.954,1030.3625039704023,27.16545755921652,2331.079280279535,3.2706935539812747,36.68070876450068,0.0,0.0,-12.750388099199716,2341.13,7.561910862491508,7.348318,25.0,1.804,0.0196
116,6.0,1.0,13.99948,-106.9999,6.7482,34.5414,656.539,1030.096266449823,27.108090940189186,2329.3183767145583,3.281246724297921,33.98988050958586,0.0,0.0,-15.610067079180878,2337.12,7.549335401026375,7.341459,25.0,0.971,0.0208
117,6.0,1.0,13.99942,-107.0001,7.0381,34.541,625.492,1029.911281065867,27.06779540097932,2320.815832120257,3.2624169302453874,32.850080829278994,0.0,0.0,-16.448590054647205,2329.74,7.550231570472548,7.344676,25.0,0.825,0.0219
118,6.0,1.0,13.99932,-107.00024,7.4842,34.5445,576.323,1029.622361166171,27.007106009896006,2315.705106074213,3.1662094015787092,35.568108076558765,0.0,0.0,-12.191242348700582,2326.06,7.551090347623076,7.349119,25.0,1.551,0.0237
119,6.0,1.0,13.99911,-107.00053,8.1892,34.562,501.392,1029.1848377861627,26.91605132428458,2306.896509414677,3.0801075604833597,32.860030548785346,0.0,0.0,-13.521690418948408,2320.74,7.556108170745608,7.359543,25.0,1.462,0.0258
120,6.0,1.0,13.99894,-107.00076,9.2434,34.6222,426.339,1028.7175356054267,26.797148486350352,2282.166841543744,2.8190440034574458,25.056867602465726,0.0,0.0,-17.147836452853408,2298.74,7.55374443624493,7.367672,25.0,0.652,0.0263
121,6.0,1.0,13.99891,-107.00083,9.5447,34.6298,390.305,1028.5090873145157,26.752954033003107,2293.623560081925,2.8293381515939187,28.262302062782904,0.0,0.0,-14.107108362719794,2311.73,7.556275356094743,7.372369,25.0,0.643,0.026
122,6.0,1.0,13.99897,-107.00083,9.8508,34.6518,367.639,1028.3706173820915,26.71858774231987,2290.8584279636907,2.2851683627274,26.649558074467457,0.1750341724642264,0.0,-6.83810155670672,2309.71,7.5570917923315095,7.376076,25.0,0.659,0.0272
123,6.0,1.0,13.99906,-107.0008,10.1215,34.6674,345.49,1028.23507956567,26.6842786408738,2286.069268320342,2.9662477585265132,26.53171889595862,0.6321511616531914,0.0,-17.396094078812403,2307.21,7.559366859021893,7.380677,25.0,0.639,0.0272
124,6.0,1.0,13.99944,-107.00068,10.3982,34.6836,330.116,1028.1288697754894,26.64883606276794,2281.2816849610717,2.8692901120889505,25.78653114350281,1.28388574507031,0.0,-15.938224904850086,2303.97,7.5614576716120325,7.3854575,25.0,0.652,0.0285
125,6.0,1.0,13.99954,-107.00066,10.5085,34.6903,320.028,1028.0687365578788,26.63454615819205,2284.222176600364,2.8013691084923487,24.290679963298437,1.5368622192423302,0.009726976071153987,-16.08463657726566,2307.17,7.56140756368003,7.386416,25.0,0.66,0.0286
126,6.0,1.0,13.99957,-107.00068,10.7997,34.7089,299.779,1027.9389543049906,26.597111144250448,2277.7105593791157,2.6849843450733797,23.89166778547169,2.0137382588050348,0.0,-14.15434347689735,2301.01,7.559569917740697,7.387626,25.0,0.617,0.0302
127,6.0,1.0,13.99978,-107.0006,11.1091,34.7263,275.575,1027.7864865747124,26.55449147932609,2280.496583509715,2.627004767301667,24.891091402903292,1.965388751833099,0.0,-12.27559612209028,2307.82,7.569602888975899,7.399774,25.0,0.624,0.0319
128,6.0,1.0,13.99972,-107.0006,11.5003,34.7523,250.83,1027.6220157050204,26.50243652053905,2273.9678490075407,2.617694014811927,25.282404466758518,1.4110246548242729,0.0,-12.28967511540804,2304.79,7.576453199921332,7.410057,25.0,0.63,0.0318
129,6.0,1.0,13.99953,-107.0007,11.8524,34.772,225.115,1027.4546842993466,26.451268222256658,2270.6591891870207,2.5597235967574368,28.512256362894693,0.8078215153264914,0.0,-8.735499669897804,2304.93,7.583878603281694,7.420386,25.0,0.597,0.0331
130,6.0,1.0,13.99946,-107.00076,12.183,34.7886,199.271,1027.2876195859467,26.400516692877545,2266.794584029247,2.5309367604838293,27.36335639022876,0.6814060508994924,0.0,-9.550225726613016,2302.15,7.583830447479247,7.4235855,25.0,0.631,0.0353
131,6.0,1.0,13.99922,-107.00082,12.9124,34.8071,158.942,1026.9764775914493,26.27094081243081,2266.0001580985468,2.5219662343915443,25.03643824472156,1.2950637419848472,0.0,-11.119957763558302,2305.65,7.589075457397064,7.436241,25.0,0.594,0.0421
132,6.0,1.0,13.99928,-107.00066,13.2059,34.8052,141.339,1026.8366670442804,26.209964582359817,2263.0468838944075,2.5223096166357593,24.734375402767686,1.256285484733641,0.0,-11.46629297867082,2304.62,7.591923911225991,7.441996,25.0,0.613,0.0461
133,6.0,1.0,13.99928,-107.00054,14.4301,34.7601,119.049,1026.445062385478,25.91982375856378,2256.7608245067304,2.4843024662944466,24.00702237558801,0.06819653829043579,0.0,-12.773620546832698,2302.1,7.58857154524761,7.453763,25.0,0.651,0.0655
134,6.0,1.0,13.99922,-107.00048,16.7422,34.6091,99.846,1025.7210574649034,25.284525229745668,2235.9912866806176,2.3398174216406,22.546851847965808,0.019498478513671667,0.0,-11.970728419770117,2295.44,7.603845981282211,7.497456,25.0,8.799,0.0372
135,6.0,1.0,13.999,-107.0008,28.1314,33.7246,9.901,1021.4364990248075,21.39475678881786,1936.5408788489858,0.22517307754284002,0.0,0.0,0.0,-0.7027692406854404,2237.95,8.021082685141678,8.068339,25.0,189.32,0.0536
136,7.0,1.0,13.99998,-108.00003,5.0597,34.5443,887.71,1031.391844255692,27.32469350168776,2355.960986571192,3.344994455031498,43.62485117619903,0.0,0.0,-6.9950601043049385,2357.97,7.544145725875232,7.324734,25.0,2.704,0.0231
137,7.0,1.0,13.99991,-108.00002,5.5819,34.5391,799.224,1030.9124268156672,27.257634081445758,2342.9467220597808,3.365950307455606,40.879799344523256,0.0,0.0,-10.07540557476644,2346.53,7.545463118146638,7.329002,25.0,1.334,0.0191
138,7.0,1.0,13.99989,-108.00014,5.7789,34.5383,776.591,1030.7809622350235,27.23259302899305,2334.1107488430375,3.3372754503935647,40.77516613118906,0.0,0.0,-9.721241075107974,2338.1,7.544868725223249,7.330052,25.0,1.039,0.0169
139,7.0,1.0,13.9999,-108.00018,5.984,34.5351,747.317,1030.6159844876122,27.20405836363534,2338.4386212412164,3.3184038007137153,41.079906461036344,0.019405870179612372,0.0,-9.09514848020349,2343.42,7.546828442425538,7.333216,25.0,1.15,0.019
140,7.0,1.0,13.99991,-108.00016,6.2116,34.5343,714.232,1030.432036887576,27.1739805426605,2327.195511484657,3.2607681823916237,40.85309693704028,0.0,0.0,-8.419193981225702,2332.83,7.547122654085239,7.335044,25.0,1.132,0.0203
141,7.0,1.0,13.99994,-108.0001,6.3552,34.5304,696.077,1030.32549987477,27.152053570458747,2330.9045021346215,3.2125769966892124,39.9138667197875,0.0,0.0,-8.587365227239898,2338.08,7.551392386324245,7.339926,25.0,2.02,0.0229
142,7.0,1.0,13.99981,-108.00011,6.7858,34.5377,641.818,1030.020921402792,27.09984793946728,2324.1042712253043,3.2232355003803908,36.29449425074431,0.0,0.0,-12.377273755341944,2332.6,7.551850379597185,7.343617,25.0,1.48,0.0231
143,7.0,1.0,13.99988,-108.00005,7.1312,34.5445,604.359,1029.8039814220997,27.05729799525261,2320.8479769479277,3.1753615823899994,36.09497458794959,0.0,0.0097105858788685,-11.801100144411533,2330.89,7.553849509935967,7.348264,25.0,1.284,0.0235
144,7.0,1.0,14.0,-107.99999,7.6066,34.5407,550.046,1029.4811957036377,26.986040750917255,2303.032519882246,3.0792208864323585,36.717962666781744,0.0,0.0,-9.64957151613599,2315.01,7.555978267231142,7.354032,25.0,1.92,0.026
145,7.0,1.0,14.00006,-107.99988,8.2475,34.5707,499.675,1029.1744788772899,26.914120534163885,2312.7223348001658,3.0315559353974253,31.986499398927545,0.0,0.0,-13.618395567431259,2326.66,7.55589760620583,7.360007,25.0,1.041,0.0259
146,7.0,1.0,13.99997,-108.0,8.6651,34.5918,463.236,1028.9577528683358,26.865890123104236,2308.4541103578417,2.9738830301534778,31.02352422246114,0.0,0.0,-13.658604259994503,2323.87,7.556507565424108,7.364371,25.0,0.84,0.0262
147,7.0,1.0,14.0001,-107.99986,8.9436,34.6059,436.494,1028.8014813142524,26.83259734178978,2299.0591227119794,2.9354545603317677,28.943132762563113,0.0,0.0,-15.124140202745169,2315.22,7.556099035646838,7.366462,25.0,0.648,0.0259
148,7.0,1.0,14.0001,-108.00008,9.6409,34.6354,382.761,1028.462776343806,26.74127171097075,2282.495956850773,2.7905725574267986,28.642132469510656,0.0,0.009723249329013237,-13.097305199989107,2301.25,7.557343201920715,7.374251,25.0,0.646,0.026
149,7.0,1.0,14.00004,-108.00012,10.2446,34.674,332.472,1028.1596716490146,26.66799529830496,2282.121258265412,2.7233124165522056,25.136713277762773,0.9239809984730697,0.0,-14.612304388599446,2303.87,7.5609440283865625,7.383168,25.0,0.63,0.0291
150,7.0,1.0,14.00006,-107.99994,10.8845,34.7152,279.269,1027.8361658892975,26.5863678694559,2277.209557197433,2.6268777939565147,23.926335875447982,1.8290852787549063,0.0,-13.374623549101345,2303.11,7.5679469439922675,7.395583,25.0,0.605,0.0311
151,7.0,1.0,13.99994,-108.0,11.7382,34.7617,222.162,1027.4554816805214,26.464662506032937,2264.3293214196456,2.5791871737991223,29.179953861322016,0.12652616324297583,0.0,-9.060514756220966,2297.96,7.583543457720889,7.418529,25.0,0.62,0.0303
152,7.0,1.0,13.99999,-107.99995,12.1728,34.7809,190.563,1027.244692285322,26.396227390743434,2268.0091834152145,2.5505120831252572,27.411810721898394,0.0,0.0,-10.496382608105721,2304.71,7.588662449658353,7.4276,25.0,0.62,0.0339
153,7.0,1.0,14.00005,-108.00004,12.7787,34.7997,160.741,1027.0057365416653,26.291794713277568,2263.1196405041806,2.502420296749468,27.160393761703546,0.8081746483665596,0.0,-9.170156337921382,2302.63,7.590562440505352,7.435983,25.0,0.6,0.0428
154,7.0,1.0,14.00003,-108.00014,13.9254,34.7785,131.279,1026.6214957951888,26.0411367728982,2259.1816093186467,2.4936162066401155,25.052568639309932,0.3506647790587662,0.0,-11.594625887873148,2302.6,7.588697634788375,7.447847,25.0,0.608,0.0625
155,7.0,1.0,13.99998,-108.00013,15.0048,34.7406,111.746,1026.2720410841514,25.780164175429718,2256.967972975622,2.445745279534695,23.792875760509776,0.029232015293243367,0.0,-12.4098166967521,2303.56,7.58523915374756,7.457757,25.0,0.701,0.0659
156,7.0,1.0,14.00004,-108.0001,16.5015,34.6733,99.566,1025.8256600795864,25.38997433192344,2235.5231956077046,2.3493270774812025,23.9866517553197,0.03899298053910709,0.0,-10.663588503840435,2290.26,7.592055457656678,7.48309,25.0,3.575,0.0396
157,7.0,1.0,14.00005,-108.00006,18.0526,34.573,88.595,1025.326660733916,24.941230217561497,2208.844295582678,2.116398688440171,21.866669607470953,0.07802391478120446,0.0,-9.017685492790575,2283.64,7.63432427054742,7.54349,25.0,19.254,0.0448
158,7.0,1.0,14.00003,-108.00008,27.1447,33.9042,61.263,1022.1118310935608,21.853015301116898,1973.9860314473067,0.36199561412388287,1.2307777287482033,0.21524063542501143,0.03913466098636572,-1.4067768008225454,2250.56,7.9862570769719525,8.0203335,25.0,177.69,0.0912
159,7.0,1.0,14.00008,-107.99996,27.7708,33.8236,28.675,1021.7089787298362,21.58800150453476,1949.3466795084555,0.2642631176009214,0.48238464206579407,0.029362568622324597,0.0,-0.8164626709266241,2244.87,8.013306465116212,8.055756,25.0,191.378,0.1437
160,8.0,1.0,14.00159,-109.00422,4.4738,34.5502,1002.075,1031.9966799081776,27.39629588880871,2359.564088981912,3.313964149869451,43.68824268311751,0.0,0.0,-6.435183714793707,2366.8,7.565253562954541,7.340332,25.0,13.799,0.0189
161,8.0,1.0,14.00146,-109.00376,4.9754,34.541,899.78,1031.4557311897986,27.331873874377607,2351.8974811869593,3.412652519696246,42.68934396167277,0.0,0.0,-9.013096353467168,2355.69,7.55047069827118,7.329718,25.0,6.069,0.0217
162,8.0,1.0,14.00142,-109.0034,5.0908,34.5384,872.972,1031.315791050184,27.316176096419213,2347.097388121,3.393722883304217,43.135068924621265,0.0,0.0,-8.264497208246203,2349.56,7.545442258550405,7.3257115,25.0,5.077,0.021
163,8.0,1.0,14.00136,-109.00318,5.2491,34.5367,851.762,1031.196077680042,27.296131986992577,2346.9645047998033,3.3747219130518933,42.10514082606109,0.0,0.0,-8.990409782769204,2350.6,7.54816634273733,7.329263,25.0,3.875,0.02
164,8.0,1.0,14.00133,-109.00298,5.4958,34.5317,800.117,1030.9227051257628,27.262103003936772,2343.0364296688203,3.336816604092886,43.135508005496064,0.0,0.0,-7.3535576599901145,2346.95,7.54789823661948,7.330135,25.0,3.613,0.0187
165,8.0,1.0,14.00128,-109.0026,5.8705,34.5299,749.2,1030.6366649442837,27.21408921793386,2340.7627915214653,3.2601207722234897,41.57464863945665,0.0,0.0,-7.687283716119188,2345.26,7.547010311429593,7.332058,25.0,2.616,0.0184
166,8.0,1.0,14.00124,-109.00246,6.2668,34.5362,700.003,1030.3607662140053,27.168082407907605,2333.070765504946,3.3095204241227343,38.423948463675366,0.0,0.0,-11.628378322288382,2338.54,7.54639469046111,7.334545,25.0,1.946,0.0188
167,8.0,1.0,14.00126,-109.00208,6.506,34.5339,675.584,1030.212902376459,27.13469474249723,2324.4800352938896,3.251755042353224,39.08827456645935,0.0,0.009706731469711115,-10.030099379722527,2332.34,7.552120343618467,7.341665,25.0,1.945,0.0211
168,8.0,1.0,14.00127,-109.0018,6.672,34.5244,650.506,1030.0669111505613,27.104728313063333,2320.910767884184,3.1939672698787547,37.433339856466844,0.0,0.0,-10.77013646159323,2329.13,7.552258882289158,7.342911,25.0,2.757,0.0236
169,8.0,1.0,14.00132,-109.0014,7.1382,34.5276,598.719,1029.764047085399,27.042854121204073,2319.2256396343655,3.156062798267879,36.8685094779304,0.0,0.0,-10.728495294355659,2329.19,7.553894893829226,7.348195,25.0,2.605,0.0248
170,8.0,1.0,14.0014,-109.00112,7.8294,34.5445,525.562,1029.3381279126831,26.956156512622783,2312.781407988025,3.0699338869414317,34.62711644838976,0.0,0.0,-11.591825742673143,2324.56,7.553465575729019,7.353629,25.0,1.446,0.0255
171,8.0,1.0,14.00128,-109.00083,8.3462,34.5653,480.97,1029.0695735942786,26.894461836600613,2305.075994794091,3.0221474619423057,32.44327765263705,0.0,0.0,-13.01108173843984,2318.55,7.553680611544006,7.358551,25.0,1.2,0.0255
172,8.0,1.0,14.00104,-109.00058,9.331,34.6232,400.549,1028.586993365516,26.783059161217125,2293.297167056229,2.906900455951499,30.04693956791787,0.0,0.00972207510351672,-13.553745652202595,2310.62,7.555970883763365,7.369819,25.0,0.674,0.0259
173,8.0,1.0,14.00086,-109.00042,9.9192,34.6584,349.533,1028.2821558035412,26.71172202418984,2277.082339420072,2.8299625580160037,27.15634141115554,0.0972495724404125,0.0,-15.125809944660107,2298.47,7.563243845450903,7.381832,25.0,0.649,0.0285
174,8.0,1.0,14.00074,-109.00035,10.4556,34.6784,300.772,1027.9824895582656,26.633953583701214,2281.0133524243984,2.723781804107566,27.093898400903992,0.4474784392462431,0.0,-13.139132025570822,2305.72,7.569061208891732,7.3920305,25.0,0.63,0.0292
175,8.0,1.0,14.0007,-109.00022,10.9342,34.7,251.274,1027.689455961538,26.56484397264353,2270.675308798458,2.7050973267006477,25.731427900326423,0.4767977302457977,0.0,-14.17333159663814,2295.5,7.564673295159307,7.392197,25.0,0.608,0.0313
176,8.0,1.0,14.00069,-109.00023,11.7344,34.7653,201.343,1027.365751020019,26.46757410749251,2272.9976194981473,2.5891460732061797,25.720606097453118,0.5645506475411971,0.0,-12.241180426304561,2305.11,7.579386080649887,7.413896,25.0,0.615,0.0331
177,8.0,1.0,14.0007,-109.00028,12.4187,34.7991,149.101,1027.024896557912,26.3615031742504,2264.523697197081,2.5510579235040614,25.335525640329763,0.4673693905656295,0.0,-12.114031745169589,2301.96,7.589139540085044,7.429653,25.0,0.594,0.0384
178,8.0,1.0,14.00076,-109.00058,13.4478,34.7953,120.721,1026.6871409802675,26.152302606559488,2260.0768912922968,2.5031968332107457,23.852191229957814,0.4577830784471013,0.0,-12.841175022967017,2301.24,7.588288935948921,7.440966,25.0,0.599,0.0505
179,8.0,1.0,14.0008,-109.00091,14.9861,34.7219,101.602,1026.216637708422,25.769316176359553,2249.283236382802,2.465366382725561,23.00756653363527,0.0,0.0,-13.538295589973705,2294.96,7.583260150046255,7.455299,25.0,0.706,0.0488
180,8.0,1.0,14.00084,-109.00113,16.2878,34.6084,88.025,1025.7744891153038,25.388888718237695,2230.0378640418194,2.329946811273592,22.500859745407027,0.00974873142792298,0.0,-11.86854050354252,2285.42,7.598256078131278,7.4858085,25.0,8.151,0.0387
181,8.0,1.0,14.00089,-109.00142,26.741,33.9315,58.757,1022.250166638439,22.001645173116458,1970.9679766386264,0.28368789701804026,0.5798796843920319,0.0,0.07825873021187318,-0.9808679376847391,2255.19,8.004963631217832,8.032995,25.0,190.035,0.0821
182,8.0,1.0,14.00106,-109.00327,27.4099,33.866,30.379,1021.8648032639389,21.736513009001214,1946.5408069306259,0.25443678965116895,0.44044143174559497,0.009786030371198807,0.0,-0.7207611723019096,2250.04,8.03088476170249,8.068066,25.0,192.286,0.1156
183,8.0,1.0,14.00112,-109.00446,27.7799,33.7368,3.221,1021.5313797159757,21.517785722211215,1939.3020083747056,0.2545198367496942,0.3102542851773381,0.009789224490372854,0.0,-0.8522738783273964,2243.52,8.030217506183497,8.072022,25.0,193.122,0.149
184,9.0,1.0,14.00078,-110.00008,4.679,34.5583,1004.064,1031.98453035942,27.380449442133795,2358.4892993330463,3.3721435715591435,40.6778434802502,0.0,0.0,-10.376453664696092,2363.99,7.556146744973032,7.334934,25.0,10.155,0.0163
185,9.0,1.0,14.00085,-110.00038,5.3787,34.551,849.539,1031.1791854578455,27.292178048566484,2345.376197962751,3.3747771959292154,43.358243368875435,0.00969763562048625,0.0,-7.728494130371528,2348.7,7.5452371561829485,7.328176,25.0,2.789,0.0191
186,9.0,1.0,14.00096,-110.00066,6.0669,34.551,730.27,1030.5389373538903,27.205806158149926,2337.5778377755373,3.338059218638425,42.65646498799325,0.0,0.0,-7.852482510221547,2342.93,7.547417503301145,7.334109,25.0,0.922,0.0157
187,9.0,1.0,14.001,-110.0011,7.4421,34.5505,547.747,1029.503958133189,27.017101932146716,2311.8153826829157,3.1568601308665794,35.841315517532315,0.0,0.0,-11.768446576332954,2322.45,7.5536843923794095,7.3498545,25.0,1.204,0.023
188,9.0,1.0,14.00082,-110.00086,8.1686,34.5792,473.394,1029.0748199109987,26.931922200451936,2309.9076632366227,3.0512844540026434,33.15899162021202,0.0,0.0,-12.761559643830273,2322.69,7.554007871017151,7.356357,25.0,0.669,0.0241
189,9.0,1.0,14.00076,-110.00082,9.5432,34.6363,375.027,1028.4455086219482,26.757848663992036,2292.185407517075,2.868406712138607,27.177922627570794,0.0,0.0,-15.816584766646917,2310.08,7.556002079617894,7.371536,25.0,0.654,0.026
190,9.0,1.0,14.00072,-110.00078,10.3897,34.6734,296.784,1027.9725460475515,26.641405731112172,2284.95648462977,2.723808151069512,26.65707792037903,0.9241491941128701,0.0,-13.09970330262029,2306.48,7.55968232797482,7.382521,25.0,0.651,0.0278
191,9.0,1.0,14.0007,-110.00079,11.0199,34.7172,251.325,1027.6872091232262,26.56285277432721,2279.1484040166806,2.6564503048832395,23.248534717468857,1.7612362827247852,0.0,-14.59343387793819,2305.28,7.567861380839396,7.396179,25.0,0.637,0.0303
192,9.0,1.0,14.00068,-110.00076,11.3977,34.7423,227.202,1027.527823097483,26.51295583655792,2271.4984657021787,2.6373981697456172,25.16330764850443,1.5571354507723203,0.0,-12.577927616653126,2300.73,7.573626393040399,7.405313,25.0,0.628,0.0323
193,9.0,1.0,14.0007,-110.00081,11.7702,34.7613,198.524,1027.3431588120416,26.457670668404944,2273.122384469405,2.589203010876975,27.24322490487387,1.216730738194067,0.0,-10.06729253096366,2305.47,7.579806750350213,7.414635,25.0,0.611,0.0339
194,9.0,1.0,14.00068,-110.0008,12.1811,34.775,174.804,1027.1679726252871,26.3895655368226,2274.0021652615537,2.570173594151847,24.623748864906283,1.5284744480372725,0.0,-12.070554193485995,2307.94,7.580192412335155,7.419321,25.0,0.587,0.0391
195,9.0,1.0,14.00068,-110.00082,12.55,34.7801,162.287,1027.0431952874624,26.321638544247662,2266.728242849961,2.6873261150690886,21.70082128216801,1.8694442539611054,0.0,-16.5269523049763,2303.0,7.582763831950291,7.425916,25.0,0.598,0.0412
196,9.0,1.0,14.00071,-110.00086,12.9755,34.7723,146.25,1026.880075719653,26.230937144820018,2258.48031939682,2.6780147604604743,23.751336087524418,1.616547091768868,0.0,-14.580352988074301,2296.01,7.5817749209838965,7.42983,25.0,0.601,0.0461
197,9.0,1.0,14.0007,-110.0008,13.6212,34.752,131.439,1026.6655699606233,26.083713784691327,2260.8338283630387,2.571431318283377,24.14547113034166,0.8279229623260872,0.0,-13.269506999866282,2299.97,7.579187800999729,7.435116,25.0,0.621,0.0545
198,9.0,1.0,14.0007,-110.00074,14.9184,34.6779,115.042,1026.2574472339197,25.750847312782525,2253.1087014775126,2.5334773521086755,25.83146602390259,0.019488287323912893,0.0,-11.784683322512306,2295.16,7.572334553176105,7.444679,25.0,1.032,0.039
199,9.0,1.0,14.00073,-110.00078,15.1288,34.6598,110.384,1026.1763024999252,25.69060480602093,2251.2647987889754,2.5336776864423736,26.799256202860914,0.009744914178624515,0.0,-10.829841866038437,2294.3,7.572967691718914,7.447797,25.0,1.565,0.0362
200,9.0,1.0,14.00074,-110.00077,15.6182,34.6255,100.839,1025.9978704783248,25.555002071360605,2244.4375965213267,2.49513188444194,26.10945822676143,0.019493217847202655,0.009746608923601328,-10.883412097538804,2290.91,7.578088372564671,7.458548,25.0,3.5,0.0344
201,9.0,1.0,14.00074,-110.00064,16.9431,34.5675,89.976,1025.5978016523234,25.204669554323118,2223.3245364881723,2.2523449214481523,25.35230315247341,0.03900164366143987,0.0,-7.746213947035587,2284.45,7.60768492231174,7.503398,25.0,12.812,0.0359
202,9.0,1.0,14.00076,-110.00056,20.4226,34.3705,79.601,1024.5221689969542,24.17875900456329,2150.9468742089016,1.6105068781629313,14.92691287975972,0.1854523071823982,0.0,-7.7557448636647806,2280.09,7.756741521549312,7.694669,25.0,67.617,0.0435
203,9.0,1.0,14.00081,-110.00051,24.797,34.0739,64.717,1022.9854315093277,22.71014350641633,2031.301288930278,0.7135976500886697,4.657984217790449,0.34213585963155396,0.15640496440299612,-3.3610373595937166,2260.67,7.928021608307642,7.927261,25.0,149.628,0.0633
204,9.0,1.0,14.0008,-110.0005,26.1326,33.9701,54.422,1022.4520054588835,22.22140188905621,1993.0061703024278,0.4988009190427559,2.6511598603432014,0.21516902390079667,0.13692574248232517,-2.0775600779577714,2255.25,7.973778399894069,7.9925,25.0,172.804,0.0746
205,9.0,1.0,14.00084,-110.00048,27.075,33.8587,25.626,1021.9461938296765,21.83786305693468,1966.9489321744331,0.36205428645264504,1.42068811916528,0.10763776083727285,0.009785250985206622,-1.3547574522545607,2247.82,7.997142475351364,8.029002,25.0,186.415,0.1079
206,9.0,1.0,14.0009,-110.00054,27.2182,33.8631,2.583,1021.8045616884821,21.793644380086562,1966.4455193030215,0.38167768536435587,1.3108229227188994,0.10765268048738241,0.009786607317034766,-1.7785807553063777,2245.81,7.993342853676603,8.026537,25.0,188.304,0.1278
207,9.0,9.0,13.99995,-110.00008,1.6524,34.6788,3081.406,1041.8306323334489,27.773096025247924,2360.7881401035766,2.6487038923201798,26.09829194511297,0.0,0.0,-13.380970332009907,2437.18,7.746818845244733,7.538445,25.0,118.217,0.0579
208,9.0,9.0,14.00006,-109.99954,1.6986,34.6755,2896.04,1041.0005314638966,27.765856480989214,2360.2241397823723,2.8360734243317642,34.342378182772215,0.0,0.0,-8.134796606536012,2434.18,7.745698318940319,7.531402,25.0,113.614,0.0585
209,9.0,9.0,14.00006,-109.99954,1.6979,34.6757,2895.67,1040.9991514320757,27.766064458539176,2361.902031476557,2.836077184057761,35.38907783865161,0.0,0.0,-7.088157106272567,2434.97,7.742904403937096,7.528931,25.0,113.436,0.0586
210,9.0,9.0,14.00018,-109.99938,2.4699,34.6308,1820.909,1036.0423391803774,27.661636785110886,2371.3377192774824,3.1179124229184603,41.166271287465726,0.0,0.0,-5.820327479229638,2415.27,7.682234509096601,7.4472,25.0,71.737,0.0492
211,9.0,9.0,14.00136,-109.9994,5.6568,34.5506,784.038,1030.841729956475,27.257326061166168,2341.8856503128886,3.518813467275094,42.53805286079316,0.0,0.0,-10.862962615608344,2345.03,7.542934265303575,7.327109,25.0,1.816,0.0196
