# anmx, denit, nitox, dnrn
4.245291545886922258e+00,1.245486176951405177e+00,5.081175361597648710e+00,2.358103260810614721e+00
3.725607628794556092e-01,2.734917019714177000e-01,4.103335541374926621e+00,4.020418715380011498e+00
1.338655664871921758e+01,2.960359288160449243e+00,7.021004157866425288e+00,1.301773081130634679e+01
1.479962814812581229e+01,1.060678349908065599e+01,2.168421644737068021e+01,1.330870532332875733e+01
7.253424913923222306e+00,8.809395117862719005e+00,1.275518172799757544e+01,3.167080344983916440e+00
3.490985328084251105e+00,5.155139562163674860e+00,8.164830052066051280e+00,3.425472681524547092e+00
8.907082009769606401e+00,7.794508156295293588e+00,1.364231437760967758e+01,5.505344589304031366e+00
1.465697700979026230e+01,6.987533770055679661e+00,1.663700905253317686e+01,9.604127087084222580e+00
1.065317482981802044e+01,8.379975080500916107e+00,1.639031459494302112e+01,5.825910616313387358e+00
5.416232931916069582e+00,6.341498260514466523e+00,1.127811422083645887e+01,4.630062033149846989e+00
6.895034418269459842e+00,5.600054425698943739e+00,5.418731296102075490e+00,4.251996033332784641e+00
5.254434015032661165e+00,9.791094962307727911e+00,1.307592420460552241e+01,3.382755644799896544e+00
8.565155411036762700e+00,1.021832421993482320e+01,1.537247732373597486e+01,3.706742363413246366e+00
6.154604133192393967e+00,1.044231650561731506e+01,1.454768219262422235e+01,3.768245366441671962e+00
6.307282458709907225e+00,1.027058372900875582e+01,1.362264989021389106e+01,2.872147628637671701e+00
3.653843117455540135e+00,1.932602724521045534e+00,5.026045929265579026e+00,2.190124994762604693e+00
