# NO3, NO2, NH4, Nstar, TA, DIC
7.295982440796537627e-02,6.851467746129381864e-02,-4.839738510642961622e-02,2.072522237327308059e-02,-2.781601778127343327e-02,4.085209400166300853e-02
2.585977056302108945e-01,2.407210803428590506e-01,-7.296265328734015398e-02,3.140853811146464558e-01,1.106206593834258012e-02,3.393717532647178015e-02
-1.053359323644081691e+00,-3.997555825044054462e-02,2.902957496337216781e-01,-8.427164665776701868e-01,5.730629118149499490e-01,8.107582067042240492e-02
-5.089475345194041656e-02,-2.216459528820720337e-02,7.065289812629905845e-03,2.486153223499459886e-02,5.600498966640277132e-02,1.572134904080890738e-02
1.475849857770894502e-02,3.735596292042326488e-02,5.815892062186208550e-02,-7.485568602537828742e-02,3.645025933325996004e-02,3.626775219323241650e-02
-1.551919057848745453e-02,-1.390429791205557292e-02,-4.384094646344528085e-02,4.784864430560808318e-02,1.173615031715546930e-02,1.957867932134993438e-02
-3.181911729587175164e-02,-2.896558952640221341e-02,-3.840320396834220884e-02,2.207494306758609748e-01,-1.850384836598495397e-03,2.513224215657194893e-02
-1.107491413970590477e-02,1.751366930747316752e-02,2.430359833973044434e-02,9.349622198241147597e-04,4.352096727609089388e-02,2.452986089860098584e-02
4.594164057424615644e-02,5.394177331355529126e-02,1.699153329754252151e-02,-2.806540546157568206e-02,3.249491071582732982e-02,2.992791894564006405e-02
2.455280418917083624e-02,2.771968411871644777e-02,-3.262178592134810928e-02,3.622810220888547650e-02,1.430683128028031881e-02,2.298967744815105796e-02
-8.665687439280861382e-02,-5.935179279449240286e-03,6.618620227787103127e-02,-6.937210004441518585e-02,7.100338459904798061e-02,3.229259632620917753e-02
8.469511960992048838e-03,2.184466471301332174e-02,3.019168902534572624e-02,-3.907298785857005186e-02,3.481069821307258838e-02,2.577561161173480553e-02
2.364312655347231007e-02,2.747455798614017314e-02,1.983669823938550431e-02,-2.943317954798352343e-02,2.869854401964810897e-02,2.812507047466461518e-02
4.268144156814132617e-03,7.092008317205577249e-03,-9.761108571958750438e-03,3.579411749573546686e-04,1.997572288746318758e-02,2.457126726577507636e-02
8.125217034904097524e-03,1.228184431013447028e-02,1.254212415633221972e-02,-1.948294651467163963e-02,2.462964514665244575e-02,2.454901489919714130e-02
2.883614202438237323e-02,2.867221726062196829e-02,-3.471585406770696935e-02,1.524105504345188433e-02,1.672172543392025368e-02,2.582513873572833685e-02
