# anmx, denit, ox, red, nitox, dnrn, caco3 diss, other DIC
9.821955251556435940e+01,1.780447484435614180e+00,9.192155036388531641e+01,8.078449636114475751e+00,4.997501194214996900e+01,5.002498805785002389e+01,4.233136782127880693e+00,9.576686321787212819e+01
9.510747010028137538e+01,4.892529899718621067e+00,9.992247476837545150e+01,7.752523162455865480e-02,5.878913650042563432e+01,4.121086349957454331e+01,2.686612206621276400e+01,7.313387793378744561e+01
9.833873889025282722e+01,1.661261109747102616e+00,2.096289888639747190e+01,7.903710111361321822e+01,1.767793744115219390e+00,9.823220625588483301e+01,2.326932172878677818e+01,7.673067827121329287e+01
6.491354637032466712e+01,3.508645362967534709e+01,4.917503219446730611e+01,5.082496780553271520e+01,2.337324874900491878e+01,7.662675125099514162e+01,6.032159525823009005e+01,3.967840474177000942e+01
6.698893940454019003e+01,3.301106059545956839e+01,3.037861967043911449e+01,6.962138032956104894e+01,1.661581007399380638e+01,8.338418992600631441e+01,1.660139475343537185e+01,8.339860524656472762e+01
7.624990861592037561e+01,2.375009138407964571e+01,8.853124713795186551e+01,1.146875286204797639e+01,4.303236610063813572e+01,5.696763389936202771e+01,3.714895407373023062e+01,6.285104592626980491e+01
6.952706742434800447e+01,3.047293257565188540e+01,8.450720616809502417e+01,1.549279383190500781e+01,4.220277850546246867e+01,5.779722149453767344e+01,2.825331047714865562e+01,7.174668952285186663e+01
7.674420902578408743e+01,2.325579097421609021e+01,5.140344769048779483e+01,4.859655230951213412e+01,1.911972012395805365e+01,8.088027987604210978e+01,3.907455930593705773e+01,6.092544069406311991e+01
8.128821269621373347e+01,1.871178730378632693e+01,6.366768820424167075e+01,3.633231179575857084e+01,3.306175192628579396e+01,6.693824807371420604e+01,3.390826633785237476e+01,6.609173366214756129e+01
8.225563160754911962e+01,1.774436839245079156e+01,8.534867936931034649e+01,1.465132063068992530e+01,4.402210654158660219e+01,5.597789345841320596e+01,3.757758681192530048e+01,6.242241318807441530e+01
6.898053523884263427e+01,3.101946476115794127e+01,1.551091596097877989e+01,8.448908403902105135e+01,2.412904090740610741e+00,9.758709590925938926e+01,2.227849145891017812e+01,7.772150854109010254e+01
6.519470393702547995e+01,3.480529606297423584e+01,3.261293298637679783e+01,6.738706701362332296e+01,1.819028353667934539e+01,8.180971646332088199e+01,3.413389809041613177e+01,6.586610190958384692e+01
7.243289278974911838e+01,2.756710721025061162e+01,5.517043115478575999e+01,4.482956884521424001e+01,3.165911883389123105e+01,6.834088116610882935e+01,3.614742211195554233e+01,6.385257788804436530e+01
7.134537919580883170e+01,2.865462080419139568e+01,6.696382872675795284e+01,3.303617127324213243e+01,3.746616775781951958e+01,6.253383224218050174e+01,3.589100893271329795e+01,6.410899106728639651e+01
6.475282335933410138e+01,3.524717664066562151e+01,4.766366549044889211e+01,5.233633450955112210e+01,2.825665538133302945e+01,7.174334461866691015e+01,3.578162424024011301e+01,6.421837575975966672e+01
9.609405335005284599e+01,3.905946649947333871e+00,9.171652237685223952e+01,8.283477623147589952e+00,4.901681979118232135e+01,5.098318020881765733e+01,3.710178009089260343e+01,6.289821990910727578e+01
