# DNRN, Anammox, Denitrificatio, Nitrite Oxidation, CaCO3 Dissolution 
5.194574996658118948e-02,2.559292213967549745e-02,5.204820208203622504e-03,2.249896397063260670e-03,4.689938710968503260e-02
6.735661712408358426e-02,3.743926895224732737e-03,3.823328364685568389e-04,2.846811178175519784e-03,6.832031212765235506e-02
1.276906280690709439e-01,3.865845763347502961e-02,1.698249790137868268e-02,1.610403110193237182e-03,1.096597972164825852e-01
1.137723214422781265e-01,8.224163673952121500e-02,5.519401251535662259e-03,3.136105896076228552e-03,1.345288547832708403e-01
1.279650341640591604e-01,1.157739087340806244e-01,4.946925367086792841e-03,3.202364896647668518e-03,1.060212401967644269e-01
8.212191895638634720e-02,5.918285118078814300e-02,2.456004176851130007e-03,2.236718391477267222e-03,6.978973612898982382e-02
2.016237090536392162e-01,9.713511545536389347e-02,6.246661148705944834e-03,4.232241064290384082e-03,1.872895873635065100e-01
1.040479601103143636e-01,8.198925068376688996e-02,9.110892484026239871e-03,3.024357888020268951e-03,1.136750785695467003e-01
9.979383272588607245e-02,1.033272005380847375e-01,7.344350449818609801e-03,3.638117272380567493e-03,7.852606339306408834e-02
8.908889047165878539e-02,7.001497433874660781e-02,3.818954462212547155e-03,2.899352163539958057e-03,7.425540343466613402e-02
5.615472421466508046e-02,6.700793009450771442e-02,5.214837701443783211e-03,1.035041118101107235e-03,5.679278170495476175e-02
7.663728204201006311e-02,1.004994480854073946e-01,3.087410885734177043e-03,2.482090100835863261e-03,3.894737443743906402e-02
8.647412825962279281e-02,1.159355212954544384e-01,5.398570720401058357e-03,3.181736740218842931e-03,3.870551314635087975e-02
9.523066501099179681e-02,1.136858790664913577e-01,4.138387777971763715e-03,3.322931579254331455e-03,5.380242997995061949e-02
8.536546594238925145e-02,1.059732910367626318e-01,3.730833389401346477e-03,2.693563142144892158e-03,4.354690342070455938e-02
4.266220065099096681e-02,2.673509634473540328e-02,2.921197841878612339e-03,1.523827211783518407e-03,3.789800279912818731e-02
