# NO3, NO2, NH4, Nstar, TA, DIC
7.701836129300349398e+01,3.024768737461098226e+03,1.502670713571424062e+14,2.762408934989484877e+01,1.937331779287617906e+01,4.085209400166283089e+00
5.170883757834621974e+01,2.066332404913421124e+04,inf,1.002284756507060450e+02,1.851805621645397748e+00,3.393717532647202439e+00
7.151296595027746150e+01,5.034813063500052976e+02,1.732685337793255167e+05,5.332522432465488293e+01,5.284319014046807439e+01,8.107582067042319096e+00
3.204076160964699937e+01,7.264511963248288566e+02,1.841086217953830585e+07,2.361480020295453386e+01,4.252045214760400427e+00,1.572134904080801254e+00
6.491382899842697007e+00,2.021290496995476360e+03,6.920710452371175961e+03,1.518191834150451314e+01,6.365072153838924329e+00,3.626775219323345123e+00
1.505638008662265825e+01,3.499842500956324187e+01,4.733183601528321742e+04,8.606430028967432690e+02,1.443325659638435399e+00,1.957867932134976119e+00
3.039934403166950716e+01,2.120917797560628912e+02,8.266190652802206387e+03,1.697272796113722961e+02,2.880145671543586361e-01,2.513224215657313021e+00
4.388204181618803545e+00,1.269829680507198688e+01,8.566659832363169699e+03,4.551990213986459310e-01,4.835367509718642154e+00,2.452986089860110575e+00
4.885324775058455060e+01,7.466039680539566348e+01,5.835979311526245147e+04,1.203658419250678691e+01,4.106546575868271098e+00,2.992791894564241328e+00
7.895798635326386261e+01,7.383624958141561478e+01,5.202913590974620456e+04,9.059684332407668705e+01,1.739698684922790894e+00,2.298967744814976566e+00
2.046519723310688477e+01,8.835066256507861482e+00,5.451998914403412491e+05,1.454073717194587800e+01,1.020624650254522336e+01,3.229259632620946174e+00
4.514013729023017341e+00,1.384673168730284942e+02,3.311300557735982875e+04,1.157092933414464753e+01,4.011388803454505769e+00,2.577561161173389070e+00
2.251096075610565705e+01,4.391696292401504138e+02,1.903130061109082089e+04,1.116664930845866799e+01,3.348038587702675262e+00,2.812507047466461518e+00
4.594103980865599013e+00,1.508782502591889170e+04,5.416682402148776960e+17,2.253837458917604397e-01,2.408195020938322273e+00,2.457126726577467668e+00
5.693369830943213472e+00,4.986431878766552806e+08,1.183838475998152960e+17,7.497061221028367584e+00,2.834286998737579832e+00,2.454901489919623536e+00
1.129988600078182088e+02,3.892347067031713481e+21,6.907760734409813583e+07,3.355151460908012950e+01,2.086482092782797171e+00,2.582513873572768848e+00
