# DNRN, Anammox, Denitrificatio, Nitrite Oxidation, CaCO3 Dissolution 
5.847594329979705768e-02,3.643021202512489176e-02,5.272056624000362457e-03,2.203802244719276458e-03,4.692519959825680598e-02
6.838294127377056442e-02,3.722079137414247181e-03,4.316982873450918930e-04,2.757681586557710063e-03,6.907668432736650821e-02
1.107103789448680153e-01,1.402276880568861621e-02,1.605857703665666825e-02,1.293626599252741373e-03,1.086099538293762989e-01
1.152123155439344904e-01,6.185564036538362953e-02,5.723442717604084254e-03,2.219440482614761564e-03,1.287394902146228870e-01
1.046651066255449430e-01,1.033484273288717559e-01,5.372567199062097502e-03,1.668501709545911794e-03,1.069869596083329877e-01
9.192477035421102449e-02,7.178035995814541215e-02,2.470868402316075182e-03,1.983757371240643750e-03,7.041834287320709873e-02
2.019590699566444769e-01,1.022367548744956833e-01,6.840780268734570485e-03,3.201148313201255310e-03,1.892052001944656836e-01
9.627680153648590644e-02,4.138705502721237023e-02,9.279508124612272438e-03,1.702823309492266460e-03,1.055217819065887297e-01
8.902685435410416515e-02,7.759284846329676799e-02,7.810635126721161142e-03,2.673078951364761448e-03,7.490445218960499474e-02
9.039605164225394951e-02,7.180301890993973091e-02,4.015237073663118633e-03,2.497883816189581420e-03,7.306576925920120480e-02
6.988280203861636786e-02,6.636044706082296074e-02,4.851267281009379213e-03,2.887957288432700274e-04,5.007734399359701355e-02
6.913210758550616952e-02,7.862760095027029883e-02,3.382879040009397365e-03,1.306050247084897253e-03,3.231530431734832426e-02
8.204752081433271116e-02,9.845363342162689879e-02,5.998070277910960181e-03,2.328029885107551177e-03,3.111816100672851887e-02
9.657454329490298972e-02,1.068332525695905033e-01,4.313939303374245138e-03,2.646045989984936991e-03,5.093373948528158446e-02
7.689268902579368681e-02,8.807512498348259167e-02,4.112332810371057377e-03,1.816955733556370033e-03,3.872759778186798951e-02
4.979408326989349931e-02,3.826008061468592208e-02,2.957002424043755212e-03,1.476850281133445988e-03,3.845005706311609150e-02
