# NO3, NO2, NH4, Nstar, TA, DIC
7.584381733350996058e+01,3.060507986668861577e+03,1.526225417005359062e+14,2.688025871647414178e+01,1.972208484913027604e+01,3.081637564176018529e+00
5.102571524284388005e+01,2.095760340703044494e+04,inf,1.002411557371962374e+02,1.517349157619177102e+00,2.634123286032194144e+00
8.181347670663440397e+01,8.343407137155950295e+02,1.480817776900765602e+05,5.875596194461692079e+01,5.581600915789115902e+01,7.200801928577742039e+00
4.452577085639887144e+01,5.885358688859006406e+02,3.814000347853559256e+07,1.541172170510970396e+01,5.073798311735766120e+00,1.505926704790708781e+00
8.954107765463801272e+00,1.491313040820397418e+03,1.044186985953881413e+04,1.898418783203877780e+01,7.753100816228066350e+00,3.817899760993057168e+00
1.549012679363815970e+01,3.637387421822565869e+01,4.646188127662216721e+04,8.552222279887062086e+02,5.848069607980710405e-01,1.306529385134124865e+00
3.303361976036443792e+01,2.196030386339287475e+02,7.582987187845323206e+03,1.691643945375696205e+02,6.077317639465900090e-01,1.862063289308023339e+00
1.674898487940003733e+01,2.021222473971963041e+01,1.167936048102472523e+04,5.607042816802723983e+00,6.936158158675579166e+00,2.285612809600545692e+00
3.736349787911171205e+01,7.189756536485637639e+01,8.775279739813522610e+04,1.427626137615938795e+01,3.835732885710875451e+00,2.598423844649293102e+00
7.781945922240454649e+01,6.801679180569453820e+01,4.912058102838306513e+04,8.870951989051131648e+01,1.434122970527713647e+00,1.693427485405812227e+00
3.455284115794460575e+01,2.015171400607875896e+01,8.681484876902042888e+05,2.135092025401666405e+01,1.377412379431963707e+01,3.940259439646089046e+00
9.042730984635943159e+00,9.459889139566682559e+01,5.871510426068628294e+04,1.489472173116943665e+01,5.490438972662121664e+00,2.715478246411665797e+00
1.072773310350090981e+01,3.740309442267400755e+02,2.745926132066642822e+04,1.443901696995769335e+01,3.666253152270835258e+00,2.478611609455128040e+00
3.024809567017985312e+00,1.114158261035409305e+04,1.794464851427404160e+17,1.719867422169520044e+00,2.074056041277416274e+00,2.000546632438105821e+00
3.830461414507762896e+00,3.298178807250299454e+08,2.341158896694013440e+17,1.002610308642425707e+01,3.518329053311682664e+00,2.218467965905309036e+00
1.152309984664849907e+02,3.830708272740816650e+21,6.896371174938035011e+07,3.406242198225142204e+01,1.383857148566565387e+00,1.907962722372932074e+00
