# anmx, denit, nitox, dnrn
6.113313617582234905e+00,3.144543347601575500e-01,4.686757525634995858e+01,4.670465679130749237e+01
5.568126750632418354e-02,5.448129570125422906e-03,6.198574937094947046e+01,3.795312123197380316e+01
4.935669291247349832e+01,1.201080372265771329e-01,1.007878232484939796e+00,4.951532081781491712e+01
2.119220069082815172e+01,4.538680521050929784e+00,1.722999721498014836e+01,5.703912157314072573e+01
3.587507286641901061e+01,1.141329615804093400e+01,4.525229961161194581e+00,4.818640101437880219e+01
5.168823316189224748e+00,3.419332886270505689e+00,3.538122157807053725e+01,5.603062221946972699e+01
7.979829780274912743e+00,3.833753754175128758e+00,3.584277037381966835e+01,5.234364609173018579e+01
2.355056938577664738e+01,1.433288117697699926e+00,1.016275665801024886e+01,6.485338583851540761e+01
2.088391064196925129e+01,3.915865355510333767e+00,2.196842996106887469e+01,5.323179404145137994e+01
7.667993792910712259e+00,2.867233800071900429e+00,3.713431764687040015e+01,5.233045476014704178e+01
3.937848530533953806e+01,3.253747020208649143e+00,2.465088911532415661e-01,5.712125878329835871e+01
3.265079324418439199e+01,1.181450580464373346e+01,5.159477013052116590e+00,5.037522393812020738e+01
2.353909370816450775e+01,9.575091897336143631e+00,1.774898130987363132e+01,4.913683308462562849e+01
1.556316871745629804e+01,8.620620091438267352e+00,2.522595958417892703e+01,5.059025160692674206e+01
2.524600862250427724e+01,1.372940579901802671e+01,1.139263333793535971e+01,4.963195224054239674e+01
5.948604415912562615e+00,7.333565296155653002e-01,4.524061495906929764e+01,4.807742409540270501e+01
