# anmx, denit, nitox, dnrn
6.325348909237005657e+00,1.884353051432626103e+00,7.761217476970148965e+00,3.415452681114281575e+00
6.088147768048345343e-01,2.365831820073191760e-01,5.349556896584921617e+00,5.235806299408688247e+00
1.506707279048701054e+01,1.138534249989477276e+00,6.593771821045504744e+00,1.477181602973100283e+01
1.859352589473594008e+01,7.400475534048995385e+00,2.205328846771260132e+01,1.692239474692035373e+01
8.888811719668559874e+00,6.500138093871465905e+00,9.426352802478040971e+00,4.538274806676655615e+00
5.893208454380639338e+00,6.907445641258623148e+00,1.325336554264819533e+01,5.989781340718797864e+00
1.356818590524647838e+01,7.933376220533721934e+00,1.737658162759946379e+01,8.401826789441399157e+00
1.841001049431708125e+01,3.229138463657101443e+00,1.442185203995785869e+01,1.426278882759931221e+01
1.545205444496153468e+01,6.071997120352375710e+00,1.832003403441762757e+01,8.913555302915751710e+00
8.870685733390663685e+00,6.559790542660969948e+00,1.565957197395967349e+01,7.647462453394845205e+00
6.211136213830927844e+00,4.318479901216925043e+00,2.134586209122401712e+00,4.951927504027544558e+00
7.001247695807403026e+00,6.659667616094863796e+00,9.825156155692146953e+00,4.948650104165006169e+00
1.312952222603591146e+01,8.510368965624063975e+00,1.713277106083776502e+01,5.791703975808852434e+00
1.017248714981545632e+01,9.675451112543044019e+00,1.813981914817757612e+01,5.987604502360302838e+00
9.896652051548226581e+00,8.163173865206571733e+00,1.405817966785120987e+01,4.429420289171265068e+00
5.591028954775199900e+00,3.122818196846044003e+00,8.080781845939309704e+00,3.261634365173354144e+00
