# anmx, denit, ox, red, nitox, dnrn, caco3 diss, other DIC
8.193096027640180523e+00,8.193096027640184076e+00,1.240866822615265264e+01,1.240866822615267395e+01,5.853296071430278857e+00,5.853296071430278857e+00,4.825124852244638163e+00,4.825124852244663032e+00
1.747862406183315542e+01,1.747862406183315898e+01,1.269971175239203776e+00,1.269971175239207106e+00,5.289328287084225089e+00,5.289328287084228641e+00,7.052679657283333903e+00,7.052679657283337455e+00
3.620081844825864259e+00,3.620081844825864259e+00,8.100844819540933273e+00,8.100844819540382602e+00,8.706723262972923649e+00,8.706723262972925426e+00,1.149546723521439873e+01,1.149546723521438452e+01
2.860204826965357938e+01,2.860204826965355807e+01,3.566061436319906619e+01,3.566061436319899514e+01,2.366758894251492862e+01,2.366758894251490375e+01,1.289377081337294584e+01,1.289377081337294229e+01
1.085452049117340145e+01,1.085452049117343343e+01,1.396966682552157657e+01,1.396966682552157124e+01,1.290665129631555530e+01,1.290665129631552155e+01,1.111681034436441173e+01,1.111681034436446858e+01
3.297413229918072375e+01,3.297413229918071664e+01,2.544895321625901019e+01,2.544895321625901374e+01,1.284071567915041534e+01,1.284071567915042600e+01,7.077238225814883599e+00,7.077238225814878270e+00
3.215307891655171346e+01,3.215307891655170636e+01,3.139936472902726905e+01,3.139936472902643771e+01,1.694941992310157275e+01,1.694941992310156209e+01,1.912306535447875433e+01,1.912306535447870814e+01
1.820277864117631594e+01,1.820277864117631594e+01,3.353823538089815059e+01,3.353823538089910983e+01,1.533353716559125779e+01,1.533353716559123114e+01,1.056018667316046589e+01,1.056018667316046411e+01
1.955357431921843414e+01,1.955357431921841993e+01,3.200474718817789466e+01,3.200474718817789466e+01,1.965398993308071240e+01,1.965398993308100728e+01,7.576752117366748251e+00,7.576752117366751804e+00
2.750061389286587499e+01,2.750061389286585367e+01,2.712343274213979427e+01,2.712343274213975874e+01,1.534311178090887928e+01,1.534311178090888284e+01,7.364302728709527734e+00,7.364302728709521517e+00
7.780845769449293847e+00,7.780845769449278748e+00,3.622676150326961775e+00,3.622676150327116762e+00,2.917254314170496077e+00,2.917254314170496077e+00,5.164715481390210527e+00,5.164715481390206087e+00
1.059759650975514411e+01,1.059759650975514056e+01,1.487652937633286321e+01,1.487652937633285610e+01,1.338028178478631602e+01,1.338028178478626451e+01,3.325884210429610910e+00,3.325884210429607357e+00
2.078862994473734815e+01,2.078862994473730552e+01,2.882043470981545497e+01,2.882043470981547273e+01,1.945308699023269128e+01,1.945308699023262022e+01,3.114265964846329116e+00,3.114265964846327783e+00
2.557962849710685305e+01,2.557962849710690989e+01,3.094675314753890305e+01,3.094675314753883555e+01,1.954344632287986983e+01,1.954344632287979877e+01,5.183904609639220951e+00,5.183904609639220951e+00
1.660888001198859243e+01,1.660888001198857467e+01,2.323921448608565754e+01,2.323921448608565044e+01,1.725232547503577862e+01,1.725232547503576797e+01,3.948579326753517194e+00,3.948579326753514529e+00
1.348191365077597048e+01,1.348191365077599002e+01,1.337532909523685021e+01,1.337532909523684843e+01,6.526335872211355138e+00,6.526335872211356026e+00,3.873852263829888454e+00,3.873852263829886677e+00
