# DNRN, Anammox, Denitrificatio, Nitrite Oxidation, CaCO3 Dissolution 
9.371881303412940012e-01,6.657304217104406674e-03,5.113516551179781745e-03,1.029467126969671811e-02,4.074637762072216840e-02
7.261797599867632069e-01,8.605564824771955710e-05,3.998587012972421809e-05,1.313063056003336941e-02,2.605635679348233258e-01
7.615084422801891018e-01,1.736411757264645292e-03,3.581644539262088950e-02,1.875642502717418702e-04,2.007511363196523568e-01
3.542135466638850483e-01,3.814304142084078836e-02,5.983416619065514211e-03,1.546216904860687894e-03,6.001137783913492729e-01
5.899485649833945411e-01,1.978995666747850046e-01,1.834168651113673304e-02,7.478122938422262014e-04,1.930623695368415549e-01
5.864820608264229573e-01,3.825018784825753165e-02,2.219604290113376052e-03,4.313042635553042056e-03,3.687351043996533462e-01
6.567524880322508363e-01,5.268980930097050958e-02,3.981564738842077733e-03,5.328751707720674226e-03,2.812473862202150565e-01
5.828870150095456504e-01,1.874380673071134387e-02,1.031964373503259889e-02,1.108420312972263708e-03,3.869411142117376579e-01
5.926536929817187715e-01,5.359759039418415805e-02,1.001067298757942620e-02,2.981446235704314583e-03,3.407565974008114340e-01
5.874763227850188230e-01,3.334083423205578406e-02,3.539107030244543518e-03,4.928030396757861718e-03,3.707157055559249237e-01
6.716494112882692713e-01,5.279284799543481482e-02,1.966932350975141020e-02,3.197368848239229283e-05,2.558564435180602503e-01
4.761997569281060105e-01,1.566937470293300050e-01,1.293335538515849766e-02,6.440358468819134966e-04,3.535291048105222433e-01
5.011599452182603498e-01,1.240728831672225224e-01,1.012897213872260456e-02,2.264085908551746740e-03,3.623741135672403080e-01
5.269399955511148148e-01,1.040241673835923669e-01,6.677372609513144812e-03,3.325360552669520253e-03,3.590331039031103844e-01
4.573111653987081970e-01,1.707664759778227959e-01,9.729238251713593841e-03,1.363101577795046860e-03,3.608300187939606496e-01
6.162438860656404005e-01,9.932847126263421450e-03,3.167309596070894562e-03,6.372504015781123125e-03,3.642834531962435562e-01
