# anmx, denit, ox, red, nitox, dnrn, caco3 diss, other DIC
9.833059575894895943e+01,1.669404241051030580e+00,8.856180645054702438e+01,1.143819354945289568e+01,4.975789539827140118e+01,5.024210460172859882e+01,4.195918842603936660e+00,9.580408115739629693e+01
9.636414739427873144e+01,3.635852605721268560e+00,9.989163695416790745e+01,1.083630458320536533e-01,6.201753444042939378e+01,3.798246555957036463e+01,2.675059280567952769e+01,7.324940719432036929e+01
9.973235631391183631e+01,2.676436860881688529e-01,2.065940022529276021e+01,7.934059977471879677e+01,1.463287101440356563e+00,9.853671289855965654e+01,2.157317597548877330e+01,7.842682402451082169e+01
8.242635454822712404e+01,1.757364545177283688e+01,4.518175488048443356e+01,5.481824511951617751e+01,1.920662546097948820e+01,8.079337453902044786e+01,6.089676265864151361e+01,3.910323734135840112e+01
8.253440131538796720e+01,1.746559868461214293e+01,2.189244605595715143e+01,7.810755394404293384e+01,6.610356973279816195e+00,9.338964302672009410e+01,2.006697127842313932e+01,7.993302872157623540e+01
7.742289047553437342e+01,2.257710952446554131e+01,8.000846982330941159e+01,1.999153017669055998e+01,3.747782509764603276e+01,6.252217490235416619e+01,3.735153036354361689e+01,6.264846963645628364e+01
7.361415670894255925e+01,2.638584329105750115e+01,7.887140720995078880e+01,2.112859279004901936e+01,3.767809879105760018e+01,6.232190120894235719e+01,2.856599036467204655e+01,7.143400963532758396e+01
9.308850954812311329e+01,6.911490451876879604e+00,4.322409604458869126e+01,5.677590395541253798e+01,1.120193649719452011e+01,8.879806350280532001e+01,3.954331046991263321e+01,6.045668953008740232e+01
8.886116393416712356e+01,1.113883606583300434e+01,5.335185827591102026e+01,4.664814172408897974e+01,2.540503313871999325e+01,7.459496686127955911e+01,3.496465629269534503e+01,6.503534370730460523e+01
8.478844508506756483e+01,1.521155491493254530e+01,7.812552239169912127e+01,2.187447760830097110e+01,3.976221429777518779e+01,6.023778570222481932e+01,3.769847053029514683e+01,6.230152946970498817e+01
9.456741673082342459e+01,5.432583269176626040e+00,1.865431092980188410e+01,8.134568907020302220e+01,3.538569268991593741e-01,9.964614307310084484e+01,2.662809776876807533e+01,7.337190223123204191e+01
8.126844714805770309e+01,1.873155285194222941e+01,2.255867194002730614e+01,7.744132805997288926e+01,7.424550798482466796e+00,9.257544920151737244e+01,3.634097087129381265e+01,6.365902912870635078e+01
7.969683847144118261e+01,2.030316152855891687e+01,4.242777523428178910e+01,5.757222476571812564e+01,2.197608945342125608e+01,7.802391054657857694e+01,3.715431119217709721e+01,6.284568880782288147e+01
7.734731676468300066e+01,2.265268323531657302e+01,5.397136833399330413e+01,4.602863166600654665e+01,2.953541047267188091e+01,7.046458952732793080e+01,3.663623344685567673e+01,6.336376655314432327e+01
7.440819669836952244e+01,2.559180330163079731e+01,3.123888052044792119e+01,6.876111947955206460e+01,1.508297093975691183e+01,8.491702906024305264e+01,3.690168103548072054e+01,6.309831896451924393e+01
9.606158219458092162e+01,3.938417805419000217e+00,8.764955332456898418e+01,1.235044667543101760e+01,4.807853390055272769e+01,5.192146609944730073e+01,3.713267078431865542e+01,6.286732921568130905e+01
