# NO3, NO2, NH4, Nstar, TA, DIC
7.808648349470161065e+01,2.725386965265675371e+03,1.530981752027387188e+14,1.310417441901537217e+01,8.262150349192527443e+00,1.353529931453458168e+01
5.506518637767733537e+01,1.922003445627362089e+04,inf,1.002213835099618393e+02,9.576860272316729095e+00,1.091892421359816012e+01
2.191385581917917591e+01,1.105830705539217433e+03,9.980829852862400003e+04,1.698684287429624717e+01,4.993352055005858325e+00,7.652362914944063732e+00
1.333602689357454274e+01,5.277209325901455941e+02,3.403129835385915637e+07,3.962650290631692229e+01,4.582624721785761857e+00,5.166162150487147997e+00
5.320970006037376798e+00,2.052590108170109488e+03,4.555704024978138477e+03,2.000305563330101322e+01,1.112888616252925367e+01,1.168656573245874064e+01
2.081751199207303316e+01,2.635489232946260785e+01,4.707041878640644427e+04,8.027145810218271436e+02,7.622729924205456697e+00,8.606572317471218980e+00
3.434458050680446206e+01,2.029576026601338015e+02,8.762063476270512183e+03,1.645747654185195472e+02,6.651918203677740671e+00,9.911120965784846248e+00
9.972318363777460393e-01,2.255898767742502642e+01,2.215002313412796411e+03,2.717542789190061647e+00,8.152592682867485507e+00,8.413705296806869072e+00
4.512891822027093269e+01,7.689566015264739463e+01,3.020573928336552854e+04,1.673539658401427133e+01,9.671798341769743956e+00,9.737306709170500341e+00
6.672179103363808395e+01,7.556747954391643418e+01,5.391941960391844623e+04,7.775003174112970328e+01,8.065948451260483765e+00,8.880566197561391206e+00
8.375669869088710584e+00,1.962172687574582852e+01,5.386618493126689282e+04,1.166546486946042194e+01,9.757656702198966414e+00,9.739741567567536507e+00
2.042592532551768869e+00,1.524134080302691530e+02,2.068184670051071225e+04,1.579072409910987140e+01,9.664984245714963507e+00,9.297728209996595439e+00
1.518991796990005483e+01,4.213010604607123923e+02,1.305084967771992888e+04,1.713998817751090087e+01,9.805337814823280596e+00,9.471832185557138573e+00
1.654024975950620702e+00,1.328575417011496938e+04,6.975822704383513600e+17,6.259219060426278070e+00,9.005984796682419358e+00,9.197613098778695928e+00
8.770318834237647021e-01,4.751723236337928772e+08,8.150520788490486400e+16,1.316997736988979639e+01,9.302560077645487979e+00,9.206757662033874468e+00
1.110670203594660563e+02,3.699281680003047621e+21,6.974593176595281065e+07,2.680925556327062154e+01,8.547756844612790061e+00,9.209692857011244627e+00
