# DNRN, Anammox, Denitrificatio, Nitrite Oxidation, CaCO3 Dissolution 
8.965570738684925933e-01,7.485752608683587288e-04,4.577907528610422778e-03,6.309858904406012714e-02,3.501785429796761689e-02
7.080586544277804872e-01,4.375018902460430802e-06,3.763441797729602311e-05,5.455698665001651460e-02,2.373423494853228455e-01
5.208939229159488260e-01,3.678428802770417616e-01,2.831877421753967519e-02,9.943040357185749939e-03,7.300138223228518075e-02
3.684833776241324133e-01,4.154682037661473759e-02,3.133863504232033918e-03,2.269694724817718570e-02,5.641389912468445234e-01
7.314691460133317946e-01,7.229843165414913397e-02,1.307803617313940334e-02,4.535479248916618467e-02,1.377995936702121060e-01
6.105578225113443835e-01,5.837431964838145707e-03,2.064674014234365272e-03,4.096818757311876391e-02,3.405718839364665351e-01
6.840060262797911239e-01,1.169298058219781986e-02,3.225825505181239596e-03,4.632977932376595998e-02,2.547453883090675109e-01
5.764081120684420023e-01,3.467594300953243808e-02,7.471503900390513014e-03,3.459702258364601157e-02,3.468474184379889969e-01
6.263436922199674406e-01,2.096639252664713945e-02,8.179453922313633177e-03,4.050707962357415898e-02,3.040033817074974110e-01
6.067592700192014910e-01,6.583211473492502422e-03,3.124822453236964642e-03,4.127800853454443447e-02,3.422546875195247029e-01
6.846621456595912703e-01,1.137756413447210402e-01,9.620476503590111653e-03,3.907823133425143008e-02,1.528635051578458581e-01
5.968671032495100892e-01,5.312156066691128137e-02,9.309380698247589001e-03,3.717926035171948557e-02,3.035226950336120111e-01
5.983203157655517801e-01,2.942979207562497132e-02,8.505048918439219938e-03,3.885411200934600628e-02,3.248907312310370665e-01
6.080126798474170258e-01,2.143690705634056573e-02,5.633425843874740983e-03,4.035463965000980757e-02,3.245623476023546394e-01
5.928432597397571557e-01,3.723807365606380398e-02,7.973080501011722138e-03,3.806070780914030949e-02,3.238848782940257909e-01
6.164074060841654434e-01,1.174290027645028987e-03,3.028262335432933914e-03,4.302020194961213295e-02,3.363698396031449822e-01
