# anmx, denit, ox, red, nitox, dnrn, caco3 diss, other DIC
8.310609050416776000e+00,8.310609050416781329e+00,1.953199960174684557e+00,1.953199960174654359e+00,7.066050332408542189e-01,7.066050332408542189e-01,4.726815125828071729e+00,4.726815125828017550e+00
1.101067650557251376e+01,1.101067650557251376e+01,1.979646756027387822e-01,1.979646756027365340e-01,1.145491060310757536e+00,1.145491060310757536e+00,7.024619165133226595e+00,7.024619165133224818e+00
2.463775008068059691e+01,2.463775008068063599e+01,2.596519187474386570e+01,2.596519187474387635e+01,1.689761650966654116e+01,1.689761650966658024e+01,1.430776149630608884e+01,1.430776149630600536e+01
4.029840067333455522e+01,4.029840067333455522e+01,1.631082257545010705e+01,1.631082257545010705e+01,7.800535854946022418e+00,7.800535854946007319e+00,1.422884941669001790e+01,1.422884941669002856e+01
1.925976141987779044e+01,1.925976141987779400e+01,4.109195437717790611e+00,4.109195437717788835e+00,1.223982100044287424e+00,1.223982100044286980e+00,1.052531617296301825e+01,1.052531617296301825e+01
3.437310607259441753e+01,3.437310607259442463e+01,2.082393882017155029e+00,2.082393882017137710e+00,8.088309815975285311e-01,8.088309815975291972e-01,7.036303280017516926e+00,7.036303280017515149e+00
3.486961357040814136e+01,3.486961357040813425e+01,5.493952026779114206e+00,5.493952026779134634e+00,1.760398846839234199e+00,1.760398846839234421e+00,1.884492974962790512e+01,1.884492974962791223e+01
3.275307488015670287e+01,3.275307488015671709e+01,8.396426329161188917e+00,8.396426329161178259e+00,2.364434242726440427e+00,2.364434242726442204e+00,1.201250709793588278e+01,1.201250709793588989e+01
2.774804168497010792e+01,2.774804168497035661e+01,5.464670575489687820e+00,5.464670575489693150e+00,1.593880117267645335e+00,1.593880117267644225e+00,8.173965527547172982e+00,8.173965527547171206e+00
3.065183817234676766e+01,3.065183817234677832e+01,2.981378208806718444e+00,2.981378208806747310e+00,1.194774644428321819e+00,1.194774644428322485e+00,7.562788349374834240e+00,7.562788349374846675e+00
1.803243600090253551e+01,1.803243600090253196e+01,4.130470370814877334e+00,4.130470370814875558e+00,1.347107298059129654e+00,1.347107298059128766e+00,7.102493767867874119e+00,7.102493767867877672e+00
2.108085814336721242e+01,2.108085814336721242e+01,3.106260598354577684e+00,3.106260598354580793e+00,1.072120278413590588e+00,1.072120278413590366e+00,4.728891615513311386e+00,4.728891615513307833e+00
2.556384045684183448e+01,2.556384045684183448e+01,4.509717312234250208e+00,4.509717312234249320e+00,1.188272196787646617e+00,1.188272196787647284e+00,4.438564108561368293e+00,4.438564108561370958e+00
3.125171929580289643e+01,3.125171929580303498e+01,3.551261531323310017e+00,3.551261531323311793e+00,1.177691606915045597e+00,1.177691606915046263e+00,5.559282703794798941e+00,5.559282703794803382e+00
2.228510015852259940e+01,2.228510015852263138e+01,3.389947253896036905e+00,3.389947253896033352e+00,9.247924784372565377e-01,9.247924784372570928e-01,4.678695848389931911e+00,4.678695848389934575e+00
1.193449407812654961e+01,1.193449407812656027e+01,1.772435629352207220e+00,1.772435629352212327e+00,6.520767429826972439e-01,6.520767429826966888e-01,3.783002396870410067e+00,3.783002396870409179e+00
