# anmx, denit, nitox, dnrn
9.601268075601447904e-01,1.819417139470078937e-01,1.085662879339398090e+00,5.440808581408601574e-01
1.002133086244734878e-01,1.943441808068210874e-02,1.152843027116085883e+00,1.140408531914327561e+00
7.258038687744465811e+00,1.042235012208193012e+01,1.404858121230966184e+01,5.535647218545904913e+00
2.926465040971091724e+00,7.133139908482037050e+00,8.820063903158787966e+00,3.633665194390368836e+00
1.132842281691249120e+00,2.039089393608585876e+00,2.070653297696169126e+00,5.119813931897816417e-01
7.097909103594453040e-01,7.170817356908691931e-01,1.193914210571039414e+00,5.929071236562063474e-01
1.585363627607092818e+00,1.743245252748192309e+00,2.680435628296438111e+00,1.206900813008703111e+00
2.410987243642420896e+00,2.818430438958387185e+00,3.874715120633203114e+00,1.403560456190518391e+00
1.920652620251385390e+00,1.773065325148925231e+00,2.688185796903938218e+00,1.011929048848655643e+00
1.087821785087413895e+00,9.361614464999762353e-01,1.742071929542166941e+00,8.828764166880783693e-01
1.177401071557653944e+00,2.168686507725945400e+00,2.094785845564088866e+00,5.913837816973704919e-01
9.347771107143002522e-01,1.830910503328423422e+00,1.684431269394810471e+00,5.092169557246719602e-01
1.469408368338709803e+00,1.664558084369997637e+00,2.164518803145541348e+00,6.485928467854417123e-01
1.129921693110575331e+00,1.517264103816600374e+00,1.914107673279336064e+00,6.571272722349320583e-01
1.025444038126839486e+00,1.507199682705485433e+00,1.653350385159393143e+00,4.571400080955125844e-01
8.201391536249311720e-01,2.751030002426884113e-01,9.969473128507156945e-01,4.887501276682843510e-01
