# NO3, NO2, NH4, Nstar, TA, DIC
7.397166115668134256e-02,6.173331751607792628e-02,-4.930921510254343554e-02,9.831525137797308966e-03,-1.186271362921645367e-02,1.353529931453464341e-01
2.753829233889099060e-01,2.239072207133593895e-01,-7.140825249009893905e-02,3.140631565151590920e-01,5.720895248202650940e-02,1.091892421359808019e-01
-3.227829252694411899e-01,-8.780107469109868501e-02,1.672197727368912867e-01,-2.684487948552038983e-01,5.415087281355179805e-02,7.652362914943988681e-02
-2.118344779209513362e-02,-1.610117920536223435e-02,-1.305973523810929036e-02,4.171856509047433548e-02,6.035915358982735235e-02,5.166162150487441096e-02
1.209750364102502029e-02,3.793441867242983850e-02,3.828433953260134553e-02,-9.862669646569643955e-02,6.373074442995307898e-02,1.168656573245840935e-01
-2.145741101886584901e-02,-1.047036471752273851e-02,-4.359880967559474907e-02,4.462803315307586893e-02,6.198289597370920667e-02,8.606572317471294919e-02
-3.594861239390714780e-02,-2.771812569387438474e-02,-4.070693805600876514e-02,2.140480060302418774e-01,4.273606262346485440e-02,9.911120965784381287e-02
-2.516805624388829266e-03,3.111367265694844897e-02,6.283957528392752033e-03,5.581733965159429989e-03,7.337781847051771944e-02,8.413705296806828215e-02
4.243927754742626846e-02,5.555674020273257407e-02,8.794442156375103375e-03,-3.902151002134190971e-02,7.653248727876504898e-02,9.737306709169735175e-02
2.074783243673706395e-02,2.836962433059658784e-02,-3.380697627524655025e-02,3.109088565686450589e-02,6.633227041425482362e-02,8.880566197561889918e-02
-3.546554492165354677e-02,1.318139144617690162e-02,6.539249672958091612e-03,-5.565452331743936387e-02,6.788261007011098247e-02,9.739741567567450353e-02
3.832456639343118088e-03,2.404480617792231073e-02,1.885723972089755479e-02,-5.332249063019267599e-02,8.387241085230801030e-02,9.297728209996924953e-02
1.595387939192249860e-02,2.635669601123673961e-02,1.360315682647782881e-02,-4.517777316574717039e-02,8.404888759042461466e-02,9.471832185557138573e-02
-1.536668970866031381e-03,6.244947758404006087e-03,-1.257075045958216779e-02,-9.940522622604780478e-03,7.470369096483653326e-02,9.197613098778845142e-02
-1.251644388288092324e-03,1.170374456373536251e-02,8.635033050587718334e-03,-3.422540608009100316e-02,8.083823330872130786e-02,9.206757662034215084e-02
2.834315649811811749e-02,2.725003865551278714e-02,-3.505172923754916459e-02,1.217832769919708485e-02,6.850441876589208334e-02,9.209692857011475553e-02
