# NO3, NO2, Nstar, TA, DIC
1.864352489240567526e-02,1.624253662044268173e-02,1.920338910019682779e-02,9.104763182777575459e-02,2.168786139032029657e-12
4.079016908360261900e-02,4.986069036090461787e-02,4.461490484007128027e-02,1.408399434792810268e-01,3.910258982404382202e-12
6.605371262397431720e-02,5.820719620142059819e-02,8.996313517449336383e-02,1.622720039484698562e-01,5.024967520750220591e-12
6.723400067873151753e-02,2.807720725734081171e-02,9.291688939646673695e-02,6.826514783460574387e-02,1.380175005248129815e-12
7.113935827337829199e-02,1.881196150943360845e-02,8.924313293566391025e-02,5.511413765155255551e-02,7.403868097383949375e-12
2.818089048717045339e-02,1.527216580197443725e-02,4.417661572401546805e-02,5.327041883443850434e-02,1.024429280675831942e-12
8.227607944590698691e-03,2.759482460646175885e-03,6.089508541603085717e-03,7.267633983800679716e-03,3.049148808679096553e-13
7.331881619533692739e-03,4.864523519439994427e-03,3.952847845936633894e-03,8.731708895073674384e-03,7.031316814006941323e-14
