# DNRN, Anammox, Denitrification, Nitrite Oxidation, CaCO3 Dissolution 
6.759879227323525308e-01,1.441438504926055575e-03,1.813811921649383574e-04,2.272431643592291023e-02,2.996649411346369307e-01
8.109055519496785047e-01,1.308584569115500695e-02,2.443010040781127407e-03,2.562966788954891550e-02,1.479359244288398212e-01
8.949593351637240568e-01,1.514307918267741165e-02,3.354873098007388633e-03,2.891333474820446600e-02,5.762937780738490445e-02
9.521007359391896463e-01,0.000000000000000000e+00,2.067346777915947051e-02,2.722579628165175403e-02,0.000000000000000000e+00
9.449285598798445873e-01,1.081606711423232017e-02,1.461564393906384339e-02,2.829375592318673915e-02,1.345973143675897226e-03
8.333715939786959792e-01,4.089215815702770818e-02,5.199718059804353185e-03,2.727207804679279701e-02,9.326445175768104112e-02
7.942593481571490477e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.168172358264179783e-02,1.740589282602079124e-01
6.248137107476966490e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.628318997105459284e-02,3.489030992812494625e-01
