# DNRN, Denitrification, Anammox, Nitrite Oxidation, CaCO3 Dissolution 
9.546493764249402991e-01,0.000000000000000000e+00,1.781868036772812913e-02,2.753194320733155440e-02,0.000000000000000000e+00
9.502034013256068778e-01,0.000000000000000000e+00,2.454805758557608228e-02,2.524854108881702600e-02,0.000000000000000000e+00
9.553696122243473532e-01,0.000000000000000000e+00,1.744098473532166085e-02,2.718940304033098249e-02,0.000000000000000000e+00
9.493169308210046564e-01,0.000000000000000000e+00,2.341830084343424212e-02,2.726476833556096269e-02,0.000000000000000000e+00
9.546020473310039556e-01,0.000000000000000000e+00,1.798843303649790351e-02,2.740951963249802989e-02,0.000000000000000000e+00
9.492500315069200001e-01,0.000000000000000000e+00,2.233426659334588824e-02,2.841570189973413596e-02,0.000000000000000000e+00
9.548977032398342502e-01,0.000000000000000000e+00,1.959605298075060148e-02,2.550624377941515877e-02,0.000000000000000000e+00
9.535276092364360911e-01,0.000000000000000000e+00,1.891387012695422767e-02,2.755852063660985812e-02,0.000000000000000000e+00
9.500281484023723744e-01,0.000000000000000000e+00,2.414455681914792762e-02,2.582729477847955230e-02,0.000000000000000000e+00
9.475393481621136038e-01,0.000000000000000000e+00,2.577937604194194265e-02,2.668127579594455415e-02,0.000000000000000000e+00
9.523329187915688943e-01,0.000000000000000000e+00,1.964880521858677204e-02,2.801827598984443432e-02,0.000000000000000000e+00
9.509230018916834393e-01,0.000000000000000000e+00,2.301299258372299303e-02,2.606400552459350525e-02,0.000000000000000000e+00
9.460745462273379980e-01,0.000000000000000000e+00,2.718518383765172394e-02,2.674026993501017399e-02,0.000000000000000000e+00
9.537466496707779351e-01,0.000000000000000000e+00,2.039471755052974997e-02,2.585863277869227331e-02,0.000000000000000000e+00
9.522975470113280716e-01,0.000000000000000000e+00,1.894375706133264239e-02,2.875869592733919580e-02,0.000000000000000000e+00
9.545891614547472592e-01,0.000000000000000000e+00,1.894558985522705116e-02,2.646524869002576247e-02,0.000000000000000000e+00
9.531268665951132535e-01,0.000000000000000000e+00,1.944604147204202077e-02,2.742709193284471880e-02,0.000000000000000000e+00
9.522060849656340809e-01,0.000000000000000000e+00,2.015779810131022171e-02,2.763611693305558989e-02,0.000000000000000000e+00
9.484368808577166021e-01,0.000000000000000000e+00,2.432497199150412265e-02,2.723814715077922666e-02,0.000000000000000000e+00
9.484324511539059532e-01,0.000000000000000000e+00,2.359463568396364883e-02,2.797291316213050549e-02,0.000000000000000000e+00
9.537422864677334022e-01,0.000000000000000000e+00,1.992910722148043615e-02,2.632860631078617203e-02,0.000000000000000000e+00
9.535080079622132443e-01,0.000000000000000000e+00,1.763937921324938013e-02,2.885261282453738252e-02,0.000000000000000000e+00
9.549664350176382266e-01,0.000000000000000000e+00,1.714390073632393249e-02,2.788966424603789990e-02,0.000000000000000000e+00
9.482462189337974579e-01,0.000000000000000000e+00,2.619630578703147430e-02,2.555747527917119621e-02,0.000000000000000000e+00
9.504472640223748936e-01,0.000000000000000000e+00,2.249387869737640155e-02,2.705885728024877077e-02,0.000000000000000000e+00
9.509946535849854721e-01,0.000000000000000000e+00,2.135457559257815038e-02,2.765077082243649897e-02,0.000000000000000000e+00
9.582539126168283516e-01,0.000000000000000000e+00,1.370609270629001217e-02,2.803999467688169170e-02,0.000000000000000000e+00
9.506198004293271442e-01,0.000000000000000000e+00,2.266578386884391533e-02,2.671441570182899600e-02,0.000000000000000000e+00
9.520810602145143298e-01,0.000000000000000000e+00,2.098327261642006503e-02,2.693566716906549766e-02,0.000000000000000000e+00
9.507581583913063961e-01,0.000000000000000000e+00,2.236562004052894057e-02,2.687622156816472235e-02,0.000000000000000000e+00
9.509840767440063125e-01,0.000000000000000000e+00,2.113493478336418013e-02,2.788098847262953858e-02,0.000000000000000000e+00
9.479170222047529348e-01,0.000000000000000000e+00,2.528805370397339478e-02,2.679492409127355937e-02,0.000000000000000000e+00
9.495654862607039171e-01,0.000000000000000000e+00,2.265512463519104777e-02,2.777938910410506987e-02,0.000000000000000000e+00
9.546519405684378290e-01,0.000000000000000000e+00,1.845477227212613883e-02,2.689328715943591075e-02,0.000000000000000000e+00
9.527318207456084709e-01,0.000000000000000000e+00,1.951280046735669529e-02,2.775537878703483730e-02,0.000000000000000000e+00
9.492181975528702909e-01,0.000000000000000000e+00,2.393957674462006066e-02,2.684222570250964501e-02,0.000000000000000000e+00
9.550500706177686983e-01,0.000000000000000000e+00,1.798624507250061455e-02,2.696368430973050678e-02,0.000000000000000000e+00
9.555218898577505504e-01,0.000000000000000000e+00,1.696057044285532306e-02,2.751753969939407796e-02,0.000000000000000000e+00
9.553264183561552825e-01,0.000000000000000000e+00,1.703256026055398678e-02,2.764102138329070299e-02,0.000000000000000000e+00
9.541534408648640886e-01,0.000000000000000000e+00,1.817482256443249053e-02,2.767173657070323353e-02,0.000000000000000000e+00
9.507087544232031284e-01,0.000000000000000000e+00,2.212691803751997907e-02,2.716432753927689250e-02,0.000000000000000000e+00
9.534007500133033775e-01,0.000000000000000000e+00,1.798110194370517584e-02,2.861814804299143630e-02,0.000000000000000000e+00
9.464602030557077716e-01,0.000000000000000000e+00,2.784004200495730080e-02,2.569975493933494143e-02,0.000000000000000000e+00
9.474963175713971841e-01,0.000000000000000000e+00,2.728013029817364168e-02,2.522355213042917765e-02,0.000000000000000000e+00
