# NO3, NO2, Nstar, TA, DIC
1.312440122737449322e+01,1.884732903608786003e+01,2.517345772795968344e+02,4.459392385126935032e+00,4.581139525616550578e+00
9.426700362726537108e+00,2.200753352751539893e+01,1.249808438822225831e+01,5.035351354166071047e+00,5.614535586064330452e+00
1.666650898163384964e+00,1.925922137894355401e+01,4.880122291238084831e-01,5.808326534105646921e+00,6.453641569239892739e+00
2.016309435554583374e+01,4.883933198622901273e+02,3.420968297567197336e+00,1.433933028594101984e+02,9.579852812160231323e+00
1.868110424628621047e+01,3.270550656407658039e+02,4.286148356936051229e+00,5.505588246790795637e+01,8.581879972456601280e+00
3.848702538365242454e+00,1.880707984267637078e+00,6.542070619533781439e+00,6.625553451527737892e+00,6.494359221319577102e+00
4.232196790642226603e+01,1.489020026210272931e+02,1.000000000000000000e+02,6.315541163934167201e+00,6.336344716529785259e+00
4.509289635717166078e+01,2.458827070705778510e+02,1.000000000000000000e+02,5.259498382737247013e+00,5.256637994212359111e+00
