# DNRN, Anammox, Denitrification, Nitrite Oxidation, CaCO3 Dissolution 
6.498139717534577864e-01,8.786423014054130232e-02,2.808971539651769836e-03,1.984426784609910621e-02,2.396685587202494472e-01
8.334202083969665109e-01,6.263265208942705997e-02,3.866000605770286442e-03,2.545611080364234419e-02,7.462502810419446853e-02
9.431487449861420957e-01,1.266966094477475074e-02,1.367916817434029243e-02,2.869445284785328981e-02,1.807973046887009294e-03
9.379977538651926849e-01,0.000000000000000000e+00,3.792359544365955099e-02,2.407865069114433626e-02,0.000000000000000000e+00
9.314075121787627198e-01,1.068556151701328776e-02,3.337439704464407325e-02,2.453183138142551317e-02,6.978781537358835599e-07
7.833271656169585873e-01,1.417708009326809904e-01,1.083798985353361978e-02,2.289384436300107711e-02,4.117019923382739255e-02
7.900645452423284976e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.220575888130663283e-02,1.777296958763645851e-01
6.279213458481820442e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.619544681866817562e-02,3.458832073331485901e-01
