# NO3, NO2, Nstar, TA, DIC
-8.116595708917151430e-03,-2.452079463957714933e-03,-3.853573791408215765e-03,3.157356986901160845e-02,4.530647877145965730e-02
-1.395134221385407880e-02,-1.257304641177438287e-03,-3.465567287966903054e-03,1.552994853398265152e-02,5.864422281890979693e-02
-4.774994768576890092e-02,-3.356932965932762913e-02,-6.477233973505802656e-03,-9.431932334956977249e-02,8.474724204420502893e-02
-1.322549857836794462e-01,-1.077910019232307115e-01,-2.598905795384709450e-02,-3.495078909134269329e-01,1.240044922697888241e-01
-1.267818161579243319e-01,-9.763139734536613323e-02,-3.243181850162124569e-02,-6.358298311831714344e-02,1.158124568519088848e-01
-1.330168199614606417e-02,-6.543173364885385146e-03,-2.516357454543266536e-02,2.228877895794878494e-02,6.746366843335904750e-02
1.578879175012339875e-01,1.282383282426823590e-01,4.692247433012139424e-02,2.934275957712795257e-02,6.441151776256648365e-02
1.863652755281023365e-01,1.643425877873882501e-01,1.654897055373378834e-01,4.141799631909937052e-02,5.239089363731264104e-02
