# DNRN, Anammox, Denitrification, Nitrite Oxidation, CaCO3 Dissolution 
6.480291791610884866e-01,8.768937630764903068e-02,2.804602640288447919e-03,1.978596165725667044e-02,2.416908802337152662e-01
8.335572852312125303e-01,6.093853600113267183e-02,3.955547317395937887e-03,2.547299488591094757e-02,7.607563656434800092e-02
9.423322016295276882e-01,1.351587809041000440e-02,1.368325164285167511e-02,2.865781164799162048e-02,1.810856989218331391e-03
9.379736449224327366e-01,0.000000000000000000e+00,3.796488155740647408e-02,2.406147352015879787e-02,0.000000000000000000e+00
9.313508998064253808e-01,1.068268207161727351e-02,3.346704590324775519e-02,2.449937221870693640e-02,0.000000000000000000e+00
7.837266796936105395e-01,1.409859724976546547e-01,1.091311203502109625e-02,2.290757581824477349e-02,4.146665995547209327e-02
7.900998685383356923e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.220640241644152219e-02,1.776937290452214879e-01
6.279275611231640575e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.619528937287626466e-02,3.458771495039585919e-01
