# NO3, NO2, Nstar, TA, DIC
6.340273578273373012e+00,4.900153338965571523e+08,2.756220806191504558e+00,4.146477304865848090e+00,4.518112859505156287e+00
8.679857035491203021e+00,2.760387845353967862e+00,2.593231205560882380e+00,4.642934635437986124e+00,5.885708440669388253e+00
2.337269491573208313e+01,1.989050247468312023e+02,2.042869348061649326e+00,8.015598646220847741e+02,8.468212658151816896e+00
3.118297359830046034e+01,6.640194001072319452e+01,3.527300355022118694e+00,1.355947847995280142e+02,1.240527101552881284e+01
3.155025029473439346e+01,6.940625751671521471e+01,4.725376355045534993e+00,1.621761170334545170e+02,1.159328362437078930e+01
7.225815020285579315e+00,7.730506383811401427e+00,6.573864950804829022e+00,6.579456489373468386e+00,6.764137570680023082e+00
4.234706116358877637e+01,1.477412982587115948e+02,1.000000000000000000e+02,6.446154823559978375e+00,6.441280483284031355e+00
4.841140808500974657e+01,4.792303132854797809e+02,1.000000000000000000e+02,5.244376394906245409e+00,5.239057874573013862e+00
