# NO3, NO2, Nstar, TA, DIC
-1.307047468645867183e-01,5.121496981388631040e-10,-1.495260052379447924e-01,6.727453092507644783e-01,9.999999999999573674e-01
-1.701884683236422058e-01,5.240007499312195755e-02,-1.411911252705131403e-01,3.139663649313604310e-01,1.000000000000085265e+00
-2.027332683177881512e-01,-1.658421649568447842e-02,-2.688327593148094330e-01,1.188178312840193485e-02,9.999999999998152589e-01
-4.220854340730051391e-01,-1.627239598122139363e-01,-7.155158703104650408e-01,-2.577630288853782758e-01,1.000000000000177636e+00
-3.982219850870937772e-01,-1.411025653701589166e-01,-6.507497989884423184e-01,3.921043945921809382e-02,9.999999999997690736e-01
-1.869781642478263728e-01,-8.403349904296639195e-02,-3.748585482336679875e-01,3.429163036689146793e-01,1.000000000000291323e+00
3.729070407147352384e-01,-8.678079497081889193e-02,4.692247433012139424e-02,4.562642229286990592e-01,9.999999999999529265e-01
3.849972762052972231e-01,-3.428941288980663638e-02,1.654897055373378834e-01,7.899804796682161623e-01,9.999999999999751310e-01
