# DNRN, Anammox, Denitrification, Nitrite Oxidation, CaCO3 Dissolution 
5.698274304294234649e-02,3.912632501928440393e-02,2.973089678677000389e-03,2.128718970456784307e-03,5.974265059887687301e-02
6.831780495550532351e-02,5.626168423286034143e-02,3.612268750276515904e-03,2.674310897610429182e-03,6.247776559738003888e-02
3.085878670823750600e-02,3.216254295719676165e-02,4.082040807583749327e-03,1.500198995578296132e-03,9.291956272898220168e-03
1.940250458279540319e-03,0.000000000000000000e+00,2.397653750163386728e-03,7.155582060156027253e-04,0.000000000000000000e+00
1.737766967001479201e-02,1.930061187027769937e-02,3.183390947177996110e-03,1.000684187449195871e-03,0.000000000000000000e+00
2.665948474312137065e-02,5.517897006414120703e-02,4.323924411582206508e-03,1.012726951923128248e-03,3.149301111604656256e-02
2.785056333149553247e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.209833982805212920e-04,2.880887986573701584e-03
2.129078652471053709e-03,0.000000000000000000e+00,0.000000000000000000e+00,9.837926392999035859e-05,2.202125527340063633e-03
