# anmx, denit, ox, red, nitox, dnrn, caco3 diss, other DIC
2.969443954011855524e+01,2.969443954011853393e+01,2.408431862063879159e+00,2.408431862063884488e+00,7.070409409894213848e-01,7.070409409894204966e-01,6.232069389110344027e+00,6.232069389110334257e+00
4.305418401287487029e+01,4.305418401287491292e+01,3.132811435707000047e+00,3.132811435706998271e+00,1.003992119914349779e+00,1.003992119914349113e+00,6.625119852000730170e+00,6.625119852000732834e+00
1.792509228695999823e+01,1.792509228696001244e+01,2.728585593450044033e+00,2.728585593450042257e+00,8.844417684152272585e-01,8.844417684152298120e-01,1.009717941178150946e+00,1.009717941178172040e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.569059064737643450e+00,1.569059064737645004e+00,7.011924158487230496e-01,7.011924158487237158e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.958304513335792585e+00,4.958304513335808572e+00,1.997526483316658608e+00,1.997526483316658608e+00,7.617023896073943368e-01,7.617023896073948919e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.969686336472644328e+01,1.969686336472644328e+01,1.856301199522766954e+00,1.856301199522762735e+00,4.523470224712495824e-01,4.523470224712500820e-01,3.430024608859308710e+00,3.430024608859289170e+00
nan,nan,0.000000000000000000e+00,0.000000000000000000e+00,5.970717882348213629e-02,5.970717882348222649e-02,3.040070040417586217e-01,3.040070040417589547e-01
nan,nan,0.000000000000000000e+00,0.000000000000000000e+00,6.540775863955970715e-02,6.540775863955979041e-02,2.267379901027657685e-01,2.267379901027660183e-01
