# anmx, denit, ox, red, nitox, dnrn, caco3 diss, other DIC
9.827777688999695727e+01,1.722223110003067603e+00,9.516863739138864275e+01,4.831362608611159182e+00,5.008540304616097671e+01,4.991459695383902329e+01,4.147472496360811611e+00,9.585252750363909513e+01
9.749544904591039085e+01,2.504550954089630022e+00,9.994077766038513744e+01,5.922233961484589526e-02,5.573175074510980664e+01,4.426824925489012941e+01,2.680250132395681106e+01,7.319749867604333815e+01
6.898657716936054385e+01,3.101342283063930694e+01,1.552854926412391556e+01,8.447145073587617503e+01,2.434683063033636241e+00,9.756531693696636864e+01,1.392695735730482909e+01,8.607304264269531302e+01
4.727139102652048308e+01,5.272860897347950981e+01,6.024118501944460746e+01,3.975881498055530017e+01,3.161743104933294646e+01,6.838256895066666630e+01,5.920895851991312497e+01,4.079104148008686792e+01
6.020800391442872268e+01,3.979199608557146917e+01,5.748215219790766639e+01,4.251784780209258230e+01,3.543426544421355118e+01,6.456573455578646303e+01,1.527373227049963589e+01,8.472626772950019358e+01
7.639822329266490897e+01,2.360177670733501287e+01,9.414935892929131001e+01,5.850641070708598512e+00,4.646905499424104846e+01,5.353094500575886627e+01,3.728715920720548382e+01,6.271284079279438828e+01
6.694614147192761777e+01,3.305385852807242486e+01,9.057512489700542346e+01,9.424875102994702658e+00,4.615223596891561897e+01,5.384776403108439524e+01,2.790122495655604951e+01,7.209877504344369470e+01
6.379676908769710764e+01,3.620323091230310553e+01,6.696784806242874311e+01,3.303215193757132084e+01,3.185118048281679037e+01,6.814881951718351161e+01,3.770010426611069931e+01,6.229989573388949253e+01
7.837512305544704816e+01,2.162487694455308684e+01,7.851145847506944619e+01,2.148854152493053604e+01,4.200951007809720039e+01,5.799048992190257223e+01,3.370646098340950658e+01,6.629353901659096948e+01
8.206406100758026412e+01,1.793593899241970036e+01,9.230624249352197808e+01,7.693757506477802544e+00,4.724139853884282303e+01,5.275860146115711302e+01,3.750116955310058842e+01,6.249883044689934763e+01
4.143673992601973310e+01,5.856326007397996847e+01,3.337704421712870584e+01,6.662295578287131548e+01,1.942739934185665263e+01,8.057260065814365646e+01,1.700114476684613862e+01,8.299885523315374769e+01
6.004985708669752142e+01,3.995014291330239331e+01,6.215822207423217804e+01,3.784177792576795696e+01,3.729145051285742340e+01,6.270854948714261212e+01,3.343280817893787571e+01,6.656719182106240851e+01
7.134291275617241013e+01,2.865708724382733052e+01,7.501212147034280520e+01,2.498787852965784140e+01,4.256053859823202856e+01,5.743946140176812065e+01,3.587870692958308183e+01,6.412129307041712423e+01
7.096478429738836269e+01,2.903521570261173679e+01,8.272444602732444707e+01,1.727555397267560622e+01,4.490166010354529647e+01,5.509833989645474617e+01,3.587483505022073871e+01,6.412516494977933235e+01
6.394319651033865881e+01,3.605680348966157567e+01,7.244437551951962462e+01,2.755562448048020485e+01,4.169379261651306479e+01,5.830620738348692811e+01,3.558860257035563990e+01,6.441139742964453774e+01
9.623121731655403721e+01,3.768782683445839332e+00,9.509155646890415881e+01,4.908443531095580958e+00,4.952015871941743086e+01,5.047984128058259046e+01,3.715019463340531303e+01,6.284980536659484329e+01
