# NO3, NO2, NH4, Nstar, TA, DIC
7.277256450376172470e-02,6.602393087476611522e-02,-4.996142625207024290e-02,1.566191170238188934e-02,-2.356160988098615627e-02,6.022596270096880477e-02
2.615413867120492952e-01,2.378611980529741765e-01,-7.256917587249524237e-02,3.142540003278870286e-01,2.059841518665517235e-02,4.928453356115969353e-02
-8.786784647720642383e-01,-5.693485329346470447e-02,2.310869524372188288e-01,-7.351251308742590140e-01,5.266857800207558338e-01,7.064680276815504811e-02
-3.373991146438393152e-02,-1.470423456930412993e-02,-6.550495012044754012e-03,3.698313105612954788e-02,4.374536146660368274e-02,1.919584398556173355e-02
3.228366614842148596e-02,4.061480968242012907e-02,4.230197242471022551e-02,-6.908073993173557970e-02,2.894536618785770177e-02,4.829449474446934065e-02
-1.623206310924348028e-02,-1.367246749350783247e-02,-4.372216018583206104e-02,4.716621152677770434e-02,1.934563586169002480e-02,3.293167216621539772e-02
-3.084246595080078479e-02,-2.753078526829549899e-02,-3.977827615869160977e-02,2.217222143066275852e-01,7.856563242850223006e-03,3.985775388941270592e-02
1.011626253157615896e-02,2.469162101198771331e-02,1.021206350138366241e-02,1.645787985209420934e-02,3.352343647990418951e-02,3.204781076422502650e-02
4.919533624504957015e-02,5.682741125420362471e-02,1.207004916176724132e-02,-2.685216039536517107e-02,3.373126338907239674e-02,4.221775045781128721e-02
2.512701450548127796e-02,2.614767855527849738e-02,-3.359075862934943896e-02,3.416175960273326595e-02,2.549614181773396382e-02,3.610279712571651256e-02
-1.044005470494047128e-02,8.614506781289041348e-03,1.063995137356178212e-02,-2.884411203793346701e-02,2.755352099075913941e-02,2.892624231612117569e-02
1.707167685815885738e-02,2.473557129822317319e-02,2.102725962626034867e-02,-3.622045456237632521e-02,3.567347124399211644e-02,3.673699016050324673e-02
2.527098822637763309e-02,2.791661040655384757e-02,1.628166769074419762e-02,-3.082939285508765059e-02,3.751666278244547570e-02,4.073627678196145574e-02
3.214694040907337125e-03,7.183015987412998647e-03,-1.180951588775811141e-02,-2.827886538294854812e-03,2.865002062098742641e-02,3.775587929025592260e-02
7.894448656758118466e-03,1.280821688797008015e-02,9.579483918060844108e-03,-2.214817371755573028e-02,3.445159576561929171e-02,3.753407532983932260e-02
2.890807916900259983e-02,2.760662339445374425e-02,-3.511385447413038763e-02,1.362579230263063351e-02,2.618111639184717010e-02,3.910931215257851257e-02
