# anmx, denit, nitox, dnrn
2.531534120359876905e+00,5.440598863895944604e-01,2.934936201406668665e+00,1.433776613773658726e+00
2.732898976537028735e-01,1.758894908032952453e-01,2.731348774327292617e+00,2.681403347343506827e+00
1.190378467277536245e+01,5.825053817250574362e+00,8.002251521980340954e+00,1.028812079517767586e+01
8.955482788438317243e+00,1.343528356756402253e+01,1.959304650072354548e+01,8.582989173780754655e+00
3.610509637605872069e+00,8.764783258169885016e+00,1.000128518216573958e+01,1.662411058744699854e+00
1.975680391693989346e+00,2.457643055575522872e+00,3.894899966789825196e+00,1.781468602297877624e+00
4.945768768708315832e+00,5.773916293625275920e+00,8.608989467462624390e+00,3.203168640350187779e+00
8.252064810393072491e+00,9.389361185855401359e+00,1.466217012286881527e+01,5.185229530067315906e+00
5.605157204887468936e+00,6.920203619542895979e+00,1.016072346711000840e+01,3.093794935608674912e+00
3.002501032457151720e+00,3.486665330996895573e+00,5.710004121188719139e+00,2.528515029716203788e+00
4.274846970841776894e+00,9.446681262613005003e+00,1.093676201321077990e+01,2.563511031706207088e+00
2.646785041292728291e+00,7.874469748093403609e+00,8.241008412739574851e+00,1.696265360055883686e+00
4.344769170635515820e+00,6.318873192370679348e+00,8.155938346823207397e+00,1.939062596249378378e+00
3.218990315078503972e+00,5.811310645677576048e+00,7.179565651514828062e+00,1.961407725930109702e+00
3.079540460664218493e+00,5.637224136392029017e+00,6.522820043508592569e+00,1.406759388675683287e+00
2.177614444079549738e+00,8.825117057733092851e-01,2.761246941008947520e+00,1.295212407261933762e+00
