# DNRN, Anammox, Denitrificatio, Nitrite Oxidation, CaCO3 Dissolution 
9.284007924486707974e-01,2.369471894600554823e-03,4.879180200353478054e-03,2.523380115013138317e-02,3.911675430624916155e-02
7.202410054253257643e-01,5.222006448287910385e-05,4.625867823180713866e-05,2.459600810235210155e-02,2.550645077296084251e-01
5.779876508755422693e-01,2.563327284911999793e-01,3.473753805935404088e-02,5.858633247284940381e-04,1.303562192491755090e-01
3.222684422602617449e-01,8.692140813345859696e-02,3.840505788016636019e-03,5.757416204734629867e-03,5.812122276135260890e-01
6.226345430992595853e-01,2.074005029017623181e-01,1.381276315769273781e-02,1.033448421455816432e-02,1.458177066267312416e-01
6.057068098943516610e-01,1.698729738086566035e-02,2.121316104220602895e-03,1.434451997888251673e-02,3.608400566416792854e-01
6.761314734370363899e-01,3.389706806689545687e-02,3.487702241260956168e-03,1.644117470346913648e-02,2.700425815513385341e-01
5.263447959569522716e-01,9.201251638687298062e-02,7.984663000151865850e-03,8.039242381962376921e-03,3.656187822740590287e-01
5.966925804045908333e-01,5.917355241593767051e-02,8.635137551934365593e-03,1.247373767700956683e-02,3.230249919505255307e-01
6.016162475675569388e-01,1.860866820026003954e-02,3.225321590014316661e-03,1.482607697281528372e-02,3.617236856693523128e-01
5.079078020915335223e-01,3.127448272852482170e-01,1.031916814671854539e-02,4.143953011346092168e-03,1.648842494651528434e-01
5.088515467223557742e-01,1.510255792664695618e-01,9.658302789183649539e-03,8.710192291049023705e-03,3.217543789309396662e-01
5.501699893614896419e-01,8.540425877528713683e-02,8.886894378882204473e-03,1.148124401209876973e-02,3.440576134722427293e-01
5.751267582460634076e-01,6.085543002319086792e-02,5.789976811153117395e-03,1.308796283396529252e-02,3.451398720856244662e-01
5.318597440274556165e-01,1.069276695569973956e-01,8.174011860956119022e-03,1.059302580394461471e-02,3.424455487506452567e-01
6.198573268152394178e-01,3.527814331337162778e-03,3.086117048182731009e-03,1.646853902809466627e-02,3.570602027771474507e-01
