# DNRN, Anammox, Denitrificatio, Nitrite Oxidation, CaCO3 Dissolution 
4.635972199863174631e-02,1.343335475638670305e-02,5.037670528943173284e-03,2.353861547599191313e-03,4.585108774366131873e-02
6.595115502647580508e-02,2.983927544100686748e-03,4.356735207557380931e-04,3.112129881820777794e-03,6.772835512210062525e-02
1.030271783651254547e-01,6.435901761761660123e-02,1.757153536369296040e-02,2.673548169878351820e-03,1.181505498551100458e-01
1.252463705216624590e-01,9.403256034202744917e-02,4.699269826960921458e-03,4.878505743839258411e-03,1.398516871786529003e-01
1.324349114823604179e-01,1.124411253283679885e-01,4.943682346846226677e-03,4.974934959201451207e-03,1.008511255626630271e-01
7.095970485159043550e-02,3.534130725215771374e-02,2.434786305323933652e-03,2.571566224438347203e-03,6.925728911017964284e-02
1.927025271401426598e-01,7.059428055534618107e-02,5.997132763313053894e-03,5.944370054884033118e-03,1.866401879865349500e-01
1.182943485716725918e-01,1.054005908556020221e-01,7.994966194375278945e-03,4.925024661594674946e-03,1.200779652292782856e-01
8.678654016296988294e-02,9.002708873349497820e-02,6.909730306427019388e-03,4.305840355965447237e-03,7.995851478942214707e-02
7.560246069772476318e-02,4.595349202902847957e-02,3.747633823607278078e-03,3.174715243625989003e-03,7.329659117442136052e-02
7.209729591930334747e-02,1.001053237045468752e-01,4.608800085451868374e-03,3.564340328195146016e-03,6.671903542467215453e-02
6.095727583687301360e-02,9.199738108209735976e-02,3.329977645531357559e-03,3.193791164972384789e-03,4.433352434276735532e-02
5.275108010838995554e-02,8.519998109385069907e-02,5.198528677841053255e-03,3.274933896452909571e-03,4.192365461529023313e-02
6.475252753457065580e-02,7.746982553313037922e-02,4.038309033700402187e-03,3.384771111287419778e-03,5.465727790570606981e-02
5.507397440018061557e-02,7.391985652825791564e-02,3.622538724985124251e-03,2.783130635058931202e-03,4.449254470184477173e-02
3.720627575050590441e-02,1.452673504956286145e-02,2.883707793990600808e-03,1.597210708371508536e-03,3.750326843505863428e-02
