# DNRN, Anammox, Denitrificatio, Nitrite Oxidation, CaCO3 Dissolution 
9.320821972792937560e-01,3.117885202631856534e-03,5.070134678429085925e-03,2.028486138381937337e-02,3.944492145582642606e-02
7.209637830385700052e-01,2.285490090051791809e-05,3.384975186471755356e-05,2.075506215852521152e-02,2.582244501501376743e-01
6.618936148377314588e-01,8.694331239847889747e-02,4.131755111512443179e-02,4.643663546950811596e-04,2.093811552939707776e-01
3.195758236132080765e-01,8.682741037603514123e-02,4.389465484812522973e-03,4.042422154362674061e-03,5.851648783715818203e-01
5.820007305236738482e-01,2.470272768928613860e-01,1.420247171474551921e-02,6.189739601822094421e-03,1.505797812668995261e-01
6.025811054052682136e-01,2.167178738370543339e-02,2.083145821856416478e-03,1.100630867507832074e-02,3.626576527140950579e-01
6.692992752389943512e-01,4.138149953873244968e-02,3.405928772150749496e-03,1.264684454140523918e-02,2.732664519087161237e-01
5.203386202960786910e-01,9.432409395756073678e-02,8.511037522005760608e-03,5.199623517229488845e-03,3.716266247071273177e-01
5.866972229792019045e-01,6.989812214340927754e-02,8.768736168882653587e-03,9.031275224896249260e-03,3.256046434836103454e-01
5.982787647765043237e-01,2.497963172259790032e-02,3.303560239662392019e-03,1.145571596850353431e-02,3.619823272927346625e-01
4.860668633624297130e-01,3.182087561255670383e-01,1.222786990625376186e-02,1.398964324821523565e-03,1.820975462809295009e-01
4.708087521960718780e-01,1.901269315225523338e-01,9.729524007612438269e-03,5.088654130584209859e-03,3.242461381431783751e-01
5.296004659694932837e-01,1.063136758374674112e-01,8.936823669388079677e-03,8.063211878059292625e-03,3.470858226455907358e-01
5.585850597796213624e-01,7.981954112000402835e-02,5.848933388946778167e-03,9.550139060171616845e-03,3.461963266512577131e-01
5.041944157283368977e-01,1.344336560401135361e-01,8.232422046104135790e-03,7.102797832515123783e-03,3.460367083529284349e-01
6.189741410385528608e-01,4.905594626809824631e-03,3.126169589524866680e-03,1.308222345059907588e-02,3.599118712945122978e-01
