# NO3, NO2, NH4, Nstar, TA, DIC
7.701396768487617805e+01,2.987956268909760183e+03,1.511270000931933750e+14,2.564164585264101603e+01,1.724920675573149609e+01,5.070999212450066906e+00
5.200772551605631122e+01,2.053009806183380351e+04,inf,1.002012617608036606e+02,2.384627760835087429e+00,4.157782382077487071e+00
6.468325035120773236e+01,9.909867315078134880e+02,1.788029566031277063e+05,4.879575461114982460e+01,4.896349676711179910e+01,8.356383493962942666e+00
2.466881578687548071e+01,6.167735097358394114e+02,3.328998876939769834e+06,3.078924627054370333e+01,3.837684896274030422e+00,1.686377527840603241e+00
1.177466854063899326e+01,2.246715116548928108e+03,5.467517404893817002e+03,1.422630572221347300e+01,4.818261816197884073e+00,4.078442263310559923e+00
1.562053027624490653e+01,3.488460132779544409e+01,4.774876250309223542e+04,8.411333235512197462e+02,1.879338503206102740e+00,2.617890899387464110e+00
2.940400704556325806e+01,2.123382496817395975e+02,8.736413233548646531e+03,1.688246957143159364e+02,3.149290646935576921e-01,3.210554662706761153e+00
9.822729313344368274e-01,1.690798774324302656e+01,5.418304578473442234e+03,5.956314774026603587e+00,3.949521308090751859e+00,2.742132207846372793e+00
5.214473328370389993e+01,7.680022704439289782e+01,4.537399567241381737e+04,1.163781959823293732e+01,3.941989632812941569e+00,3.560002278748155558e+00
8.753155798615014760e+01,6.902377513483783389e+01,5.293042173557748902e+04,9.185235387505069582e+01,2.862240746954325399e+00,2.951855241638357885e+00
8.904733556187693466e+00,7.071901254333636366e+00,2.442501893580199103e+05,8.933702533513661947e+00,6.148614755282570066e+00,2.725366846214030137e+00
1.028324901710106687e+01,1.524919634665221793e+02,2.365431006504464676e+04,1.007718364247999610e+01,3.420443488408940969e+00,2.963635627642852377e+00
2.406887153490635001e+01,4.486504943212595435e+02,1.602304303581824934e+04,1.146364732384117602e+01,3.699848237047786981e+00,3.400007109489588952e+00
7.031337836983664324e+00,1.468232014543637888e+04,6.392187258834927360e+17,4.686177137271689275e-01,2.869509025308099925e+00,3.079814489825100310e+00
6.097174500281821174e+00,5.297579425070197582e+08,9.558431261791824000e+16,7.915404447730704618e+00,3.079132987965279344e+00,3.067043975727610228e+00
1.165582595886062336e+02,3.728450802793626206e+21,6.924475385798671842e+07,3.232649295538539747e+01,2.507290429131021181e+00,3.241678608027317221e+00
