# anmx, denit, nitox, dnrn
3.143145563498313422e+00,1.263128566950660614e-01,4.847464987097165334e+01,4.825589170883494461e+01
2.558297107281251592e-02,1.103993512518422612e-03,5.695052820379673619e+01,4.302278483161783385e+01
3.799878858256275294e+01,5.398711523167796678e+00,1.709833131118320582e+00,5.489266676315121884e+01
9.463623146939562858e+00,1.204994728613534427e+01,2.471444195955306711e+01,5.377198760737208971e+01
1.450891422388845875e+01,1.578846783868525172e+01,2.126214444097483991e+01,4.844047349645151712e+01
2.158941069773116617e+00,1.522902387101367827e+00,4.380970563212034818e+01,5.250845091100506323e+01
3.385548447688734974e+00,3.020276185146281378e+00,4.276478217367291279e+01,5.082939319349191720e+01
1.127453172026560857e+01,8.023622304671528482e+00,2.342976076078841174e+01,5.727208521427431975e+01
9.262992172198902807e+00,5.163337799273405082e+00,3.442513792997876010e+01,5.114853209854895510e+01
3.358814794438240714e+00,1.842032483458566183e+00,4.401809887299861401e+01,5.078105384910448095e+01
1.603837035503570974e+01,2.418011036940073311e+01,6.074927149077876898e+00,5.370659212648556746e+01
1.224171287415795994e+01,1.511085669785601127e+01,2.285737974916215620e+01,4.979005067882405200e+01
9.970027613348925399e+00,7.693525710089566871e+00,3.317203605092028340e+01,4.916441062564117459e+01
6.188986665958388755e+00,5.926196794314685157e+00,3.790345473823446554e+01,4.998136180149253249e+01
9.672394520389596906e+00,9.853560103832633033e+00,3.099184741406654453e+01,4.948219796171122198e+01
2.957423969620220472e+00,2.969209632807831567e-01,4.776748322636071009e+01,4.897817184073856822e+01
