# anmx, denit, ox, red, nitox, dnrn, caco3 diss, other DIC
8.721432801252683831e+00,8.721432801252682054e+00,6.322747097891442181e+00,6.322747097891486590e+00,2.493220241801923809e+00,2.493220241801923809e+00,4.775001730560199498e+00,4.775001730559838897e+00
1.085638891261698902e+01,1.085638891261698724e+01,5.435716034291868670e-01,5.435716034291866450e-01,3.198419431979355299e+00,3.198419431979356187e+00,7.086255089111995531e+00,7.086255089111993755e+00
1.606562803027607345e+01,1.606562803027606634e+01,1.225653170470492803e+01,1.225653170470491027e+01,9.914902460869161160e+00,9.914902460869157608e+00,9.711464114654194901e+00,9.711464114654203783e+00
3.686427914725834398e+01,3.686427914725834398e+01,3.808556062001067488e+01,3.808556062001068199e+01,2.192435107720256582e+01,2.192435107720250898e+01,1.380807467218531848e+01,1.380807467218531670e+01
1.809253907658468208e+01,1.809253907658467853e+01,2.224212440915629330e+01,2.224212440915629330e+01,1.451516599486830650e+01,1.451516599486828873e+01,1.063712519658284883e+01,1.063712519658283284e+01
3.504299941967222054e+01,3.504299941967222054e+01,9.547877673771804297e+00,9.547877673771791862e+00,4.107483513299410305e+00,4.107483513299408528e+00,7.063912468138400236e+00,7.063912468138404677e+00
3.504206908671655896e+01,3.504206908671658027e+01,2.084024508071055948e+01,2.084024508071059145e+01,9.480979721683727490e+00,9.480979721683736372e+00,1.876912063738266667e+01,1.876912063738274483e+01
3.015144779375155437e+01,3.015144779375155437e+01,3.443540025589849307e+01,3.443540025589829412e+01,1.684842854750604602e+01,1.684842854750600694e+01,1.176870010102991770e+01,1.176870010102991415e+01
2.759986228978819511e+01,2.759986228978824840e+01,2.480898627855352601e+01,2.480898627855351535e+01,1.253642618731167246e+01,1.253642618731165292e+01,8.218890563966903429e+00,8.218890563966905205e+00
3.171742390287569791e+01,3.171742390287571212e+01,1.391498310970255936e+01,1.391498310970257890e+01,6.459024108219609595e+00,6.459024108219609595e+00,7.554849621718115138e+00,7.554849621718110697e+00
1.418625508719096828e+01,1.418625508719096651e+01,1.721484023524695317e+01,1.721484023524696738e+01,1.222968502766881649e+01,1.222968502766889642e+01,6.353646717733737681e+00,6.353646717733733240e+00
2.069872382476679817e+01,2.069872382476681594e+01,2.136062807339605385e+01,2.136062807339605740e+01,1.307914793388197872e+01,1.307914793388197694e+01,4.678852584972085005e+00,4.678852584972083228e+00
2.586192554965898793e+01,2.586192554965888135e+01,2.136816487409269882e+01,2.136816487409274501e+01,1.042598051819250315e+01,1.042598051819249250e+01,4.378441815439852114e+00,4.378441815439855667e+00
3.234825578253077083e+01,3.234825578253076372e+01,1.932320969208543104e+01,1.932320969208544170e+01,9.209166060759285344e+00,9.209166060759287120e+00,5.674587675414310972e+00,5.674587675414294985e+00
2.245516420087633946e+01,2.245516420087634302e+01,1.796734529495862631e+01,1.796734529495862276e+01,8.851020992524253117e+00,8.851020992524267328e+00,4.672438294917517609e+00,4.672438294917507839e+00
1.393880100612661721e+01,1.393880100612657280e+01,6.036231557236953371e+00,6.036231557236833467e+00,2.419251886804603124e+00,2.419251886804600904e+00,3.867020711232283858e+00,3.867020711232281638e+00
