# NO3, NO2, NH4, Nstar, TA, DIC
7.295566232411802854e-02,6.768083043751572936e-02,-4.867434732993518309e-02,1.923787624567335763e-02,-2.476624019488904427e-02,5.070999212450089111e-02
2.600924546625260625e-01,2.391690404330923392e-01,-7.275225121699752107e-02,3.140001011088785488e-01,1.424496676131770112e-02,4.157782382077457317e-02
-9.527601594432908438e-01,-7.868265874257689141e-02,2.995681742764546573e-01,-7.711357323045892054e-01,5.309892146067627383e-01,8.356383493962860065e-02
-3.918487683658389287e-02,-1.881824312072478966e-02,-1.277525279486328887e-03,3.241474973608030052e-02,5.054732301825914931e-02,1.686377527840698942e-02
2.677032484314334493e-02,4.152209032363744085e-02,4.594685949343838699e-02,-7.014396010362955458e-02,2.759228622884224436e-02,4.078442263310444460e-02
-1.610068189693632246e-02,-1.385907763770568429e-02,-4.422712315486552331e-02,4.676397655791430380e-02,1.528151254233922618e-02,2.617890899387487202e-02
-3.077729401584175517e-02,-2.899925017419330286e-02,-4.058777173811705524e-02,2.195755187280079013e-01,2.023300320086907078e-03,3.210554662706610607e-02
2.479052461107911220e-03,2.331973417660945791e-02,1.537172021936291169e-02,1.223405372442140648e-02,3.554786420270317215e-02,2.742132207846359471e-02
4.903695669508872923e-02,5.548779024649955205e-02,1.321070067516641293e-02,-2.713561592635327369e-02,3.119277933281194848e-02,3.560002278747875781e-02
2.721884514622197743e-02,2.591297979333712087e-02,-3.318688377950235191e-02,3.673015904548314337e-02,2.353832638094821572e-02,2.951855241638523530e-02
-3.770578746398123293e-02,4.750728582268978761e-03,2.965149607155997957e-02,-4.262161530005970089e-02,4.277502587379578003e-02,2.725366846214005712e-02
1.929415942805456918e-02,2.405719911804048844e-02,2.156746453971017732e-02,-3.402887207592719676e-02,2.968249448354010056e-02,2.963635627642957626e-02
2.527939086494612742e-02,2.806768319354668167e-02,1.670113231215446942e-02,-3.021601024953751713e-02,3.171416777779467733e-02,3.400007109489588952e-02
6.532451948955117493e-03,6.901401388764326870e-03,-1.151901278558021581e-02,7.442310198264578958e-04,2.380227374205556856e-02,3.079814489825150048e-02
8.701501498325353579e-03,1.304821710216126293e-02,1.012663754859639657e-02,-2.057011366861663526e-02,2.675733011043535114e-02,3.067043975727723470e-02
2.974446403600292804e-02,2.746490732255357781e-02,-3.479985573202602073e-02,1.468457875107225669e-02,2.009421613731987577e-02,3.241678608027398489e-02
