# anmx, denit, nitox, dnrn
1.162640218497279676e+01,3.399414624285149733e-01,4.380158606074196115e+01,4.423207029185701344e+01
1.071832675816231373e-01,5.887210756585642586e-03,6.887664970390247277e+01,3.101027981775934350e+01
6.221548980818714369e+01,4.573885761824054985e-03,7.780650022719109993e-01,3.700187130377933187e+01
3.011954640128362826e+01,5.301246990127309600e-01,1.375590748860759405e+01,5.559442141109627045e+01
5.381999813730879367e+01,6.843840689217015605e-01,1.007487332715478301e+00,4.448813046105379243e+01
1.243094366772032977e+01,1.260975024147328538e+00,2.296398201204720024e+01,6.334409929608496270e+01
1.411864820718947655e+01,1.704393063992512891e+00,2.820843295544255724e+01,5.596852577337563162e+01
3.107627387825032983e+01,3.069639047245939674e-03,2.913355083149339997e+00,6.600730139955314257e+01
3.330440651728827106e+01,2.723600361084818622e-01,1.300465045555723087e+01,5.341858299104614360e+01
1.529898023740884661e+01,8.227129102675672101e-01,2.870122208418693788e+01,5.517708476813647422e+01
5.109468408579982679e+01,3.975920599118076305e-03,1.677231582721351588e-02,4.888456767777387313e+01
5.093487134905285529e+01,5.989842262559290642e-01,9.986365087926202255e-01,4.746750791589857243e+01
4.117932046101786625e+01,1.648421634348302245e+00,8.948746515794020695e+00,4.822351138883971089e+01
3.048112759056715859e+01,2.510304346811199405e+00,1.583559262883245466e+01,5.117297543378926150e+01
4.505829762648863834e+01,2.181494312140387137e+00,3.603878403144474607e+00,4.915632965822649680e+01
1.186523576856873419e+01,7.550250710428452194e-01,4.071841217086841880e+01,4.666132698952003466e+01
