# DNRN, Anammox, Denitrificatio, Nitrite Oxidation, CaCO3 Dissolution 
5.933438143812741483e-02,3.530306789957669833e-02,5.371762108949225054e-03,2.062213312600747611e-03,4.755278174635643729e-02
6.902536759618631279e-02,3.267831315584825320e-03,4.542960719740944653e-04,2.696215175660415537e-03,6.933343039146096232e-02
8.709935558443797354e-02,1.713307196191401517e-03,1.661387287310878494e-02,9.599090481066013857e-04,9.080497260169918816e-02
1.243698011396351527e-01,2.032046263594336141e-02,5.299692739755274343e-03,1.395904443554231433e-03,1.278515779582121425e-01
9.859519700771574025e-02,4.117256166366547315e-02,4.576011128856897862e-03,4.635849801683145804e-04,9.855464817238614172e-02
7.349503224961685677e-02,3.823628710382913354e-02,2.730514804368448442e-03,1.209575169256718727e-03,6.947494089779822357e-02
1.896242917782579029e-01,6.592170578780187640e-02,7.026243334029554609e-03,1.905210797829242188e-03,1.859426656725770011e-01
1.020467122564308882e-01,1.618784966813663481e-03,7.962943246179221210e-03,5.515525994300839868e-04,1.043082075903573325e-01
7.258358758113969689e-02,2.165896800628205193e-02,7.382381728808379458e-03,1.439508062131980050e-03,7.213011351891955580e-02
7.608451655697733018e-02,3.574983849058795821e-02,4.167040828458670916e-03,1.758010073278767123e-03,7.172284658949261427e-02
4.709848528717692356e-02,2.576720731182517102e-03,4.009176441690963898e-03,4.604517144678194610e-05,4.795523477828943226e-02
4.431007156564886751e-02,3.192262165195131063e-02,2.786420275889379440e-03,3.406433652676827567e-04,3.024400467585545982e-02
4.945101346545403842e-02,4.285701730054870123e-02,5.977873074308460294e-03,1.065483763203838984e-03,2.726981853768900566e-02
6.606287931864752994e-02,5.465935484686244156e-02,4.561357840094839439e-03,1.470289155657368563e-03,4.775561720070160832e-02
5.792716919823723276e-02,4.925583605583370994e-02,3.980278461234270683e-03,6.283930845782946572e-04,3.567866623781580648e-02
4.904494465999599540e-02,3.485292692866812786e-02,3.037734229378348614e-03,1.285219656604857713e-03,3.779680364340867044e-02
