# NO3, NO2, NH4, Nstar, TA, DIC
7.115066835066864714e-02,6.987761003324259590e-02,-4.874136696523598267e-02,2.090887848669058247e-02,-2.832189074509444682e-02,2.095021321062451314e-02
2.516622662736544003e-01,2.476915426261382114e-01,-7.333748910049008030e-02,3.141885843364230491e-01,4.169465234698854772e-03,1.867319827872926385e-02
-1.391743244154067582e+00,2.242762034677101557e-01,2.238343488143174909e-01,-9.852307067134180585e-01,5.286245151230462014e-01,6.567431942218382446e-02
-1.132799536253037420e-01,9.122011024694990158e-03,1.100351195621956241e-02,-2.865903266318872711e-03,7.669511918583760135e-02,1.268394328602306942e-02
-1.002169110303875177e-01,5.315430312849920430e-02,9.888750479300566221e-02,-1.387500393496036155e-01,7.031096858671015415e-02,3.889110723946653803e-02
-2.313194634458227983e-02,-1.424677903029385878e-02,-3.933275419557557412e-02,4.391870703568596934e-02,2.908684435961705894e-03,7.941505040177543329e-03
-4.738668270309071007e-02,-2.768660627219957093e-02,-3.196717013733832435e-02,2.124600673591320044e-01,-2.080878759712412318e-03,1.295690109424441072e-02
-1.307647539256162617e-01,9.373552533222639926e-02,1.532333161514238748e-02,-5.054519059326426089e-02,9.018729956500315392e-02,1.735596237436554112e-02
-6.054229126860363741e-03,7.365890654811589611e-02,2.319638283306220405e-02,-5.504040184294300975e-02,4.451714043468568693e-02,2.143684210670715462e-02
1.484765803559028735e-02,2.742697110622806245e-02,-2.849038264508514662e-02,2.993234041851260130e-02,8.455259937391601532e-03,1.159376009791834861e-02
-2.877416668651935350e-01,8.154472042556505651e-02,7.552494986158515833e-02,-1.769787202049289410e-01,1.283241605488288917e-01,3.301326743724342094e-02
-7.955461665430983709e-02,3.505813411522507028e-02,6.310128938675857446e-02,-8.471576116392970368e-02,6.978078950609756248e-02,2.778722650819864803e-02
-2.034782150746300422e-02,2.901281860491362885e-02,4.125860951276676125e-02,-5.273340560749550932e-02,4.308655684218976045e-02,2.401276173524813373e-02
-2.297019558904662972e-02,5.368606056881184384e-03,6.681587646182950146e-03,-1.386212486405430377e-02,2.445305723626012284e-02,1.766126920578536819e-02
-4.378983089910970516e-02,1.040049883935865310e-02,4.234904454102874499e-02,-4.667694380836018286e-02,4.296839771196570013e-02,2.334531655035210207e-02
2.817350707029468021e-02,2.870663235946928349e-02,-3.369569484485120808e-02,1.562895264925305561e-02,5.098643044275652514e-03,1.265414589139335355e-02
