# anmx, denit, ox, red, nitox, dnrn, caco3 diss, other DIC
9.880974769563113114e+01,1.190252304368890846e+00,8.024814177744606525e+01,1.975185822255399160e+01,4.839402887873504255e+01,5.160597112126500718e+01,4.186649949297238216e+00,9.581335005070282307e+01
9.772849638270648143e+01,2.271503617293529675e+00,9.980752683430284833e+01,1.924731656971931104e-01,6.893694195238489897e+01,3.106305804761510814e+01,2.679012615967776512e+01,7.320987384032221712e+01
9.998151172959566679e+01,1.848827040432754476e-02,2.036518056257859755e+01,7.963481943743290969e+01,1.185444684217162425e+00,9.881455531578288287e+01,2.576044353726474512e+01,7.423955646273515185e+01
9.751675534837973203e+01,2.483244651620384325e+00,4.104542595936346316e+01,5.895457404063920137e+01,1.586041083802750862e+01,8.413958916197228177e+01,6.085718108703139961e+01,3.914281891296866434e+01
9.908639941979271271e+01,9.136005802074346205e-01,2.054295477515961821e+01,7.945704522485033294e+01,1.622339312571895453e+00,9.837766068742809011e+01,2.210086900194546899e+01,7.789913099805438890e+01
9.257518148660055601e+01,7.424818513399498165e+00,6.421133296277027114e+01,3.578866703722860620e+01,2.474162618550508341e+01,7.525837381449501606e+01,3.778708328340567846e+01,6.221291671659442102e+01
8.807052111775757908e+01,1.192947888224255770e+01,7.169128183668259169e+01,2.830871816331587709e+01,2.966286563726394832e+01,7.033713436273605168e+01,2.904487217872197036e+01,7.095512782127812557e+01
9.996567415270345691e+01,3.432584729652669864e-02,2.913368651945142318e+01,7.086631348055797730e+01,3.167128523917588812e+00,9.683287147608244538e+01,3.818807926793368779e+01,6.181192073206631221e+01
9.908407134806176941e+01,9.159286519382149327e-01,4.142368783481050798e+01,5.857631216519169470e+01,1.545522945529553738e+01,8.454477054470470421e+01,3.495110188186439615e+01,6.504889811813593781e+01
9.577515094382953009e+01,4.224849056170471684e+00,6.657575243525474207e+01,3.342424756474387237e+01,3.135895770758483536e+01,6.864104229241489463e+01,3.815636183075206844e+01,6.184363816924778234e+01
9.999440424552697948e+01,5.595754473028988901e-03,1.953203583364542695e+01,8.046796416636675531e+01,2.785981027596172790e-02,9.997214018972404403e+01,2.565619058277648890e+01,7.434380941722334057e+01
9.924408505106327993e+01,7.559149489366285835e-01,2.054924563235420365e+01,7.945075436765584698e+01,1.649661218891261605e+00,9.835033878110881744e+01,3.788169416508720388e+01,6.211830583491253321e+01
9.630557112511773710e+01,3.694428874882145664e+00,3.195658563902103921e+01,6.804341436098316365e+01,1.163126100840361232e+01,8.836873899159634504e+01,3.848236255209842227e+01,6.151763744790124377e+01
9.380379038717485685e+01,6.196209612825086310e+00,4.094810744138268177e+01,5.905189255861809983e+01,1.946316078154869089e+01,8.053683921845106397e+01,3.768426993637727662e+01,6.231573006362257416e+01
9.640025676334876437e+01,3.599743236651174794e+00,2.371880254772377228e+01,7.628119745228302406e+01,5.107492827638589361e+00,9.489250717236147636e+01,3.902350437107597259e+01,6.097649562892371478e+01
9.756362421312097410e+01,2.436375786879068972e+00,7.787115301563504488e+01,2.212884698436466380e+01,4.507780626489844167e+01,5.492219373510153702e+01,3.728092889679489019e+01,6.271907110320527323e+01
