# anmx, denit, ox, red, nitox, dnrn, caco3 diss, other DIC
9.071533545175832103e+01,9.284664548241726933e+00,9.755291943823924328e+01,2.447080561760874406e+00,4.414324445822580856e+01,5.585675554177428381e+01,2.595288079764363687e+01,7.404711920235632761e+01
9.162789644506439402e+01,8.372103554935529601e+00,9.322854056381005705e+01,6.771459436189855019e+00,4.510860680134246792e+01,5.489139319865770972e+01,7.269502247571463904e+00,9.273049775242843396e+01
nan,nan,1.000000000000000000e+02,0.000000000000000000e+00,5.457324105956064386e+01,4.542675894043935614e+01,3.240559132733559267e+01,6.759440867266431496e+01
