# anmx, denit, nitox, dnrn
7.622295576285457175e-01,2.367538576028714939e-02,4.964158359069006110e+01,4.957251146592111013e+01
8.512668337564654325e-03,7.506185587669422093e-04,5.187982738302932972e+01,4.811090933007433534e+01
7.418090634282222595e+00,1.989636907805414623e+01,2.078178349080794618e+01,5.190375679685585908e+01
1.359658245493965190e+00,3.623988280697316711e+00,4.452731540588680303e+01,5.048903806792201721e+01
2.587246728702458309e+00,2.610347310149839117e+00,4.509758949141660622e+01,4.970481646973136236e+01
5.003375405575560819e-01,2.460844860955393731e-01,4.873661226437474170e+01,5.051696570897230743e+01
7.020857416780943439e-01,5.379239355079624696e-01,4.859396745755191915e+01,5.016602286526197929e+01
1.902350036235132658e+00,1.690325002662337539e+00,4.517520800062230535e+01,5.123211696047995645e+01
1.911279205534446302e+00,8.833962408245570330e-01,4.703702547789811206e+01,5.016829907574317104e+01
7.628500440921563985e-01,2.853198419802818742e-01,4.884973514702679154e+01,5.010209496690070097e+01
2.035477221170783668e+00,4.316946813059268528e+00,4.315804091999310543e+01,5.048953504577701779e+01
2.274719268288788676e+00,2.309021542031570728e+00,4.549390317262539440e+01,4.992235601705395709e+01
2.074634669699908063e+00,1.254017852445217240e+00,4.686857861173578499e+01,4.980276886611877529e+01
1.375510257227731348e+00,9.222043922595237753e-01,4.776713079876726198e+01,4.993515455174573958e+01
1.956325289101315423e+00,1.615270855446094167e+00,4.654060275541070979e+01,4.988780110004211821e+01
7.158505905975203198e-01,4.782123688650414400e-02,4.949791263195936608e+01,4.973841554055691461e+01
