# NO3, NO2, NH4, Nstar, TA, DIC
8.040757220008204342e+01,2.607863256770158387e+03,1.507502192872563750e+14,1.186175945612256477e+01,5.660237372037142833e+00,1.621464985446535323e+01
5.592544992233313650e+01,1.885590238879229219e+04,inf,1.002503260095567157e+02,1.130619469401363020e+01,1.309204753959111756e+01
1.707536413516943696e+01,1.460580730348664702e+03,9.790529801834876707e+04,1.451025762070620750e+01,1.206309176740777866e+00,9.705042036634752733e+00
1.454554793367876009e+01,5.363824285117418640e+02,3.466841488138608634e+07,3.740233991161892391e+01,5.897308711446716423e+00,6.528051819709708603e+00
2.556579123363012407e+00,1.949180583022122391e+03,4.330485765296132740e+03,2.221756539572738376e+01,1.367762050284949638e+01,1.415586759739429290e+01
2.325339550634803842e+01,2.346741808988380029e+01,4.727357700597067742e+04,7.713653594071897714e+02,9.729999150849028666e+00,1.058063743114549560e+01
3.463290963597712846e+01,2.079795306165829345e+02,8.696441482014022768e+03,1.632785765903724950e+02,6.985117201568797896e+00,1.198306636373235001e+01
2.192283716958933315e+00,2.390723234726957358e+01,1.719775214729954541e+03,1.421322335775908163e+00,1.006438722679720144e+01,1.035625630965111910e+01
4.108550222107371042e+01,7.877893410047281009e+01,2.655912784095445022e+04,1.835337711192243759e+01,1.176315347096827324e+01,1.178502119479561294e+01
6.306845045009644934e+01,7.617418610029773163e+01,5.410722221198597981e+04,7.473475466511901288e+01,1.011219186906940593e+01,1.084000805790842570e+01
1.054384074569903085e+01,1.985745625148937421e+01,4.531869187226986833e+04,1.394406633688073427e+01,1.218918791263731372e+01,1.223659550399775675e+01
2.981421864155902046e-01,1.481199747027730496e+02,1.967545168700714567e+04,1.732660942036004315e+01,1.166148561799618300e+01,1.135576728452733697e+01
1.264930161652037199e+01,4.134514813095786394e+02,1.262582086352643273e+04,1.862371634648977547e+01,1.173605816335445162e+01,1.146493001406934198e+01
3.490262791611727256e+00,1.396406688483123980e+04,6.853251520443312640e+17,7.193159868728174366e+00,1.085267153990656119e+01,1.119685704970993712e+01
3.357322528779155935e+00,4.439033228043014407e+08,7.267117869221883200e+16,1.530744642778603470e+01,1.128859149416578589e+01,1.120515416423605082e+01
1.123480665542231094e+02,3.534092518811828748e+21,7.064215850188855827e+07,2.333254755432380634e+01,1.044132014955410170e+01,1.115570802604514888e+01
